,I,J,x,Q2,Elab,target,curent,lepton beam,units,theta,sigma(pb/sr/GeV per nucleon),*epsilon,*y,obs,*value,%stat,%syst,%dST_u,%dSR_u,%dSY_c,%dSE_c,%*dRC_c,%1dN1_c,%2dN1_c,%3dN1_c,%4dN1_c,%5dN1_c,%6dN1_c,%7dN1_c,%8dN1_c,%1dN2_c,%2dN2_c,%3dN2_c,%4dN2_c,%5dN2_c,%6dN2_c,%7dN2_c,%8dN2_c,%*norm_c
514,515,5,0.569,6.155,7.0,d,e,NC,1,49.998,129.2,0.264112251159576,0.824163925794562,sig_r,0.0767750988413564,4.3,3.5,4.0,1.5,0.7,0.0,0.95100917302872,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
515,516,5,0.524,5.747,7.0,d,e,NC,1,49.998,177.6,0.248450890186531,0.835819672061958,sig_r,0.100343812297104,4.7,3.5,4.5,1.5,0.7,-0.1,0.977633486682898,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
516,517,5,0.483,5.366,7.0,d,e,NC,1,49.998,236.9,0.233559588611529,0.846704082179305,sig_r,0.12703706933224,4.4,3.5,4.1,1.5,0.7,-0.1,1.0029486993604,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
517,518,5,0.444,4.997,7.0,d,e,NC,1,49.998,278.2,0.218896515337197,0.857245676229964,sig_r,0.141004163976308,4.4,3.5,4.1,1.5,0.9,-0.2,1.02787592392677,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
518,519,5,0.401,4.575,7.0,d,e,NC,1,49.998,363.4,0.201842902395584,0.869301374575162,sig_r,0.17161556136278,3.5,3.7,3.2,1.5,1.3,-0.3,1.05686706592751,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
519,520,5,0.361,4.176,7.0,d,e,NC,1,49.998,433.8,0.185446103324656,0.880700008792542,sig_r,0.189826960689681,3.2,4.0,2.8,1.5,2.1,-0.4,1.08474162434809,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
520,521,5,0.33,3.861,7.0,d,e,NC,1,49.998,436.9,0.172318689685889,0.889698930543104,sig_r,0.17871989402529,6.3,4.8,6.1,1.5,3.4,-0.4,1.10705822753399,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
521,522,6,0.418,1.68,13.5,d,e,NC,1,6.0,356800.0,0.979921087325883,0.158640840524939,sig_r,0.19871144674363,1.5,0.9,0.6,1.4,0.6,0.4,0.265865848454002,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
522,523,6,0.365,1.642,13.5,d,e,NC,1,6.0,355700.0,0.975857620143281,0.177671583417828,sig_r,0.221070631458285,1.9,0.9,1.2,1.5,0.7,0.4,0.258957954243578,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
523,524,6,0.324,1.606,13.5,d,e,NC,1,6.0,375900.0,0.97147051296881,0.195700708263722,sig_r,0.256086118324739,2.0,0.9,1.3,1.5,0.7,0.4,0.251499872046976,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
524,525,6,0.213,1.457,13.5,d,e,NC,1,6.0,321500.0,0.947236007623044,0.270321252764784,sig_r,0.295250370404459,1.9,0.9,1.1,1.5,0.7,0.3,0.210301212959175,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
525,526,6,0.134,1.256,13.5,d,e,NC,1,6.0,256500.0,0.896705076912365,0.370983866487693,sig_r,0.306459166932336,1.9,1.3,1.2,1.5,1.1,0.1,0.12439863075102,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
526,527,6,0.082,1.019,13.5,d,e,NC,1,6.0,209500.0,0.805756608252747,0.489675605056496,sig_r,0.29549230954926,1.8,1.4,1.1,1.4,1.1,-0.1,0.0302137659703296,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
527,528,6,0.063,0.887,13.5,d,e,NC,1,6.0,190000.0,0.738480784741917,0.555782396158108,sig_r,0.279216165492242,1.7,1.7,1.0,1.3,1.1,-0.2,0.144582665938742,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
528,529,6,0.518,2.376,16.0,d,e,NC,1,6.0,154000.0,0.981040681485741,0.152877624184227,sig_r,0.137858972826955,3.0,1.2,2.7,1.4,0.9,0.7,0.267769158525759,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
529,530,6,0.447,2.32,16.0,d,e,NC,1,6.0,165300.0,0.976942663858806,0.172843471425676,sig_r,0.16646335910118,2.2,1.1,1.8,1.3,0.7,0.7,0.26080252855997,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
530,531,6,0.404,2.278,16.0,d,e,NC,1,6.0,185400.0,0.973454554736236,0.187817856856763,sig_r,0.202196610906812,1.9,1.0,1.3,1.4,0.6,0.6,0.254872743051601,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
531,532,6,0.344,2.206,16.0,d,e,NC,1,6.0,185900.0,0.966606629951158,0.213488231881484,sig_r,0.22870140809419,1.6,1.0,0.8,1.4,0.6,0.6,0.243231270916968,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
532,533,6,0.281,2.105,16.0,d,e,NC,1,6.0,186900.0,0.955037937486418,0.249498063513383,sig_r,0.265609455219692,1.7,1.0,0.8,1.5,0.7,0.5,0.223564493726911,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
533,534,6,0.229,1.993,16.0,d,e,NC,1,6.0,175600.0,0.939319604688466,0.289429757996281,sig_r,0.284288095901639,1.7,1.0,0.8,1.5,0.7,0.4,0.196843327970392,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
534,535,6,0.187,1.869,16.0,d,e,NC,1,6.0,164300.0,0.918064891298526,0.333639848316633,sig_r,0.300801425519778,1.7,0.9,0.9,1.5,0.7,0.4,0.160710315207493,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
535,536,6,0.152,1.736,16.0,d,e,NC,1,6.0,151600.0,0.890379140720735,0.381058735515075,sig_r,0.3072554499628,1.7,0.9,0.8,1.5,0.6,0.3,0.11364453922525,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
536,537,6,0.123,1.592,16.0,d,e,NC,1,6.0,140900.0,0.854228460340386,0.432399485564516,sig_r,0.311258984123229,1.6,0.8,0.7,1.4,0.6,0.2,0.052188382578656,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
537,538,6,0.078,1.272,16.0,d,e,NC,1,6.0,124100.0,0.748691227634855,0.54649004122994,sig_r,0.304526322156212,1.6,2.7,0.8,1.4,2.5,-0.1,0.127224913020746,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
538,539,6,0.599,3.5,19.5,d,e,NC,1,6.0,49600.0,0.979672627804151,0.159885454666175,sig_r,0.0839947896681421,2.3,1.9,1.3,1.9,1.5,1.0,0.265443467267057,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
539,540,6,0.548,3.449,19.5,d,e,NC,1,6.0,59140.0,0.977100481348343,0.172127123755325,sig_r,0.107477229915988,2.0,1.6,1.2,1.6,1.1,1.0,0.261070818292183,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
540,541,6,0.494,3.385,19.5,d,e,NC,1,6.0,68400.0,0.973535030001782,0.187489218298572,sig_r,0.134969059780089,1.8,1.4,1.2,1.4,0.9,1.0,0.25500955100303,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
541,542,6,0.44,3.31,19.5,d,e,NC,1,6.0,75560.0,0.968860506649435,0.205491672841439,sig_r,0.162355279168774,1.6,1.3,0.9,1.3,0.7,0.9,0.24706286130404,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
542,543,6,0.372,3.189,19.5,d,e,NC,1,6.0,85100.0,0.960133076505641,0.234535632837266,sig_r,0.207136539621031,1.6,1.2,0.8,1.4,0.6,0.9,0.232226230059589,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
543,544,6,0.313,3.055,19.5,d,e,NC,1,6.0,87000.0,0.94865361091493,0.26670001828719,sig_r,0.237619478338974,1.6,1.1,0.8,1.4,0.6,0.8,0.212711138555382,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
544,545,6,0.24,2.819,19.5,d,e,NC,1,6.0,85670.0,0.923392184353826,0.323347741915413,sig_r,0.278173970415636,1.6,1.1,0.7,1.5,0.6,0.7,0.169766713401504,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
545,546,6,0.185,2.576,19.5,d,e,NC,1,6.0,81020.0,0.889983773514313,0.381675694634305,sig_r,0.297985378017884,1.6,1.0,0.8,1.4,0.6,0.5,0.112972414974333,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
546,547,6,0.153,2.391,19.5,d,e,NC,1,6.0,78080.0,0.859039444420709,0.426081749173378,sig_r,0.307765104695161,1.7,1.0,0.9,1.4,0.6,0.4,0.060367055515205,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
547,548,6,0.127,2.193,19.5,d,e,NC,1,6.0,73190.0,0.820252297322524,0.473608229166549,sig_r,0.307981866075542,2.0,0.9,1.4,1.4,0.6,0.3,0.00557109455170991,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
548,549,6,0.103,1.983,19.5,d,e,NC,1,6.0,69580.0,0.772361009581815,0.524015101886578,sig_r,0.302671832835072,1.6,0.9,0.8,1.4,0.6,0.2,0.0869862837109148,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
549,550,6,0.083,1.759,19.5,d,e,NC,1,6.0,67830.0,0.713311877075089,0.577782432787943,sig_r,0.300910079935582,1.7,2.7,1.1,1.3,2.5,0.1,0.187369808972349,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
550,551,6,0.066,1.523,19.5,d,e,NC,1,6.0,68440.0,0.642047239798249,0.634430156416167,sig_r,0.302550609664889,2.4,2.9,2.0,1.3,2.5,-0.1,0.308519692342977,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
551,552,6,0.744,7.309,13.3,d,e,NC,1,15.0,513.1,0.858597480655296,0.393683548746616,sig_r,0.0236148585069874,2.2,2.0,1.4,1.7,1.9,0.0,0.0596157171140031,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
552,553,6,0.702,7.14,13.3,d,e,NC,1,15.0,706.3,0.849317252681045,0.407702905739614,sig_r,0.0333041977920079,1.7,1.7,0.9,1.5,1.6,0.0,0.0438393295577759,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
553,554,6,0.658,6.951,13.3,d,e,NC,1,15.0,961.2,0.838368889923373,0.423381358234742,sig_r,0.0464430422507599,1.5,1.6,0.7,1.4,1.4,0.0,0.0252271128697343,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
554,555,6,0.616,6.757,13.3,d,e,NC,1,15.0,1223.0,0.826491530967466,0.439474584605402,sig_r,0.0604363389262625,1.5,1.5,0.8,1.3,1.3,0.0,0.00503560264469242,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
555,556,6,0.536,6.341,13.3,d,e,NC,1,15.0,1835.0,0.798776144598566,0.473983771049705,sig_r,0.0944762164614546,1.4,1.4,0.7,1.2,1.2,-0.1,0.0420805541824384,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
556,557,6,0.426,5.648,13.3,d,e,NC,1,15.0,2868.0,0.745531796609283,0.531471430198507,sig_r,0.154468954568949,1.4,1.3,0.6,1.3,1.1,-0.2,0.132595945764219,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
557,558,6,0.353,5.09,13.3,d,e,NC,1,15.0,3720.0,0.695992525967721,0.577760194707932,sig_r,0.203068793264757,1.4,1.4,0.5,1.3,1.1,-0.2,0.216812705854874,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
558,559,6,0.263,4.252,13.3,d,e,NC,1,15.0,4697.0,0.610180074910299,0.647276296247177,sig_r,0.251252654451834,1.6,1.2,0.9,1.3,0.5,-0.4,0.362693872652492,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
559,560,6,0.174,3.198,13.3,d,e,NC,1,15.0,6189.0,0.483167078705496,0.734710629209424,sig_r,0.296446421601944,1.9,1.9,1.4,1.3,0.5,-0.5,0.578615966200658,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
560,561,6,0.801,10.111,16.0,d,e,NC,1,15.0,139.4,0.840469692712585,0.420439448146113,sig_r,0.0116721064777011,2.5,2.4,1.0,2.3,2.2,0.2,0.0287984776113945,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
561,562,6,0.758,9.877,16.0,d,e,NC,1,15.0,209.1,0.830715463905164,0.433852282597088,sig_r,0.0178475595472968,2.0,1.9,0.9,1.8,1.7,0.2,0.0122162886387795,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
562,563,6,0.692,9.482,16.0,d,e,NC,1,15.0,360.1,0.813211069606398,0.456493605708777,sig_r,0.0316674332727622,1.8,1.7,1.1,1.5,1.6,0.1,0.0175411816691225,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
563,564,6,0.607,8.912,16.0,d,e,NC,1,15.0,637.9,0.78558758202058,0.489165894756024,sig_r,0.0580461115426005,1.6,1.5,0.9,1.3,1.3,0.1,0.0645011105650135,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
564,565,6,0.529,8.314,16.0,d,e,NC,1,15.0,980.2,0.753512219287555,0.52344313835296,sig_r,0.0914629136502238,1.5,1.4,0.8,1.2,1.2,0.0,0.119029227211157,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
565,566,6,0.421,7.332,16.0,d,e,NC,1,15.0,1610.0,0.693748652759775,0.579731187202779,sig_r,0.152946936176205,1.5,1.5,0.9,1.3,1.1,-0.1,0.220627290308383,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
566,567,6,0.35,6.558,16.0,d,e,NC,1,15.0,2099.0,0.640317451823881,0.62409671654062,sig_r,0.198061967709346,1.6,1.5,0.9,1.3,1.1,-0.2,0.311460331899403,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
567,568,6,0.262,5.416,16.0,d,e,NC,1,15.0,2817.0,0.551341973883672,0.689555934245806,sig_r,0.252863232570373,1.5,1.4,0.8,1.3,0.5,-0.3,0.462718644397757,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
568,569,6,0.174,4.018,16.0,d,e,NC,1,15.0,3695.0,0.426786902406371,0.769689022119581,sig_r,0.285736674287064,2.0,2.2,1.6,1.3,0.9,-0.5,0.674462265909169,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
569,570,6,0.82,13.907,19.5,d,e,NC,1,15.0,44.78,0.807666295697717,0.463328040934764,sig_r,0.00718126113808226,3.0,2.7,1.8,2.4,2.4,0.3,0.0269672973138811,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
570,571,6,0.787,13.638,19.5,d,e,NC,1,15.0,65.55,0.799009361188551,0.473708766971188,sig_r,0.0106373261081677,2.5,2.2,1.5,2.0,2.0,0.3,0.0416840859794631,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
571,572,6,0.749,13.318,19.5,d,e,NC,1,15.0,98.96,0.788338063035683,0.486057586047975,sig_r,0.0162543651984356,2.0,1.9,1.0,1.7,1.6,0.3,0.0598252928393387,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
572,573,6,0.675,12.643,19.5,d,e,NC,1,15.0,191.9,0.764477733675124,0.512105876288072,sig_r,0.0321966351108975,1.7,1.5,0.9,1.4,1.2,0.2,0.100387852752289,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
573,574,6,0.596,11.844,19.5,d,e,NC,1,15.0,324.1,0.733820502841155,0.542939333920425,sig_r,0.0552691847468754,1.6,1.6,1.0,1.3,1.3,0.1,0.152505145170037,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
574,575,6,0.521,10.978,19.5,d,e,NC,1,15.0,525.4,0.697581766709302,0.576358325546979,sig_r,0.0904632805093643,1.6,1.6,1.0,1.3,1.2,0.1,0.214110996594187,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
575,576,6,0.415,9.576,19.5,d,e,NC,1,15.0,888.5,0.632193258104073,0.630461589127152,sig_r,0.151313640457919,1.5,1.6,0.8,1.3,1.1,-0.1,0.325271461223077,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
576,577,6,0.517,2.496,6.5,d,e,NC,1,18.0,11840.0,0.844830386899583,0.396478154609053,sig_r,0.132088376444724,1.3,1.0,0.5,1.2,0.6,-0.5,0.0362116577292914,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
577,578,6,0.485,2.434,6.5,d,e,NC,1,18.0,12900.0,0.834990493294391,0.411469482499373,sig_r,0.147338771011084,1.5,0.9,0.8,1.3,0.6,-0.5,0.0194838386004641,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
578,579,6,0.422,2.292,6.5,d,e,NC,1,18.0,15170.0,0.810388744714608,0.445804459280429,sig_r,0.182280973358748,1.5,0.9,0.7,1.3,0.6,-0.5,0.0223391339851666,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
579,580,6,0.326,2.028,6.5,d,e,NC,1,18.0,17970.0,0.756629103195843,0.509638500619856,sig_r,0.229711903702088,1.5,1.0,0.7,1.3,0.5,-0.5,0.113730524567066,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
580,581,6,0.243,1.727,6.5,d,e,NC,1,18.0,20020.0,0.681884951030098,0.582418979571248,sig_r,0.263153505813795,1.5,1.0,0.7,1.3,0.5,-0.6,0.240795583248833,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
581,582,6,0.173,1.395,6.5,d,e,NC,1,18.0,20970.0,0.582244105003837,0.6626951224678,sig_r,0.267885341003163,1.6,1.2,0.9,1.3,0.5,-0.7,0.410185021493476,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
582,583,6,0.718,6.03,10.4,d,e,NC,1,18.0,672.1,0.821745826266417,0.430457994086256,sig_r,0.032368460172897,2.2,1.7,1.6,1.4,1.6,-0.2,0.00303209534709137,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
583,584,6,0.656,5.791,10.4,d,e,NC,1,18.0,1026.0,0.804834284699633,0.453031881219487,sig_r,0.0509747969235882,3.1,1.5,2.8,1.3,1.3,-0.2,0.0317817160106242,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
584,585,6,0.615,5.623,10.4,d,e,NC,1,18.0,1315.0,0.792169740596281,0.468899718200168,sig_r,0.0664911818224387,2.7,1.4,2.4,1.3,1.3,-0.3,0.0533114409863217,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
585,586,6,0.544,5.303,10.4,d,e,NC,1,18.0,1814.0,0.766225334338804,0.499124169591943,sig_r,0.0942221588486019,2.3,1.4,1.9,1.2,1.2,-0.3,0.0974169316240333,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
586,587,6,0.432,4.693,10.4,d,e,NC,1,18.0,2893.0,0.709936210917305,0.556739530057512,sig_r,0.155219058550868,2.4,1.0,2.0,1.3,0.6,-0.4,0.193108441440582,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
587,588,6,0.358,4.208,10.4,d,e,NC,1,18.0,3778.0,0.658601140323682,0.60254846419817,sig_r,0.203304329860652,1.7,1.1,1.1,1.3,0.5,-0.4,0.280378061449741,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
588,589,6,0.267,3.488,10.4,d,e,NC,1,18.0,4955.0,0.571523124493903,0.670553479829662,sig_r,0.257268421773168,1.7,1.3,1.1,1.3,0.5,-0.5,0.428410688360364,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
589,590,6,0.176,2.598,10.4,d,e,NC,1,18.0,6337.0,0.446510890001435,0.754615235263034,sig_r,0.287189291880357,1.7,2.1,1.1,1.3,0.9,-0.6,0.640931486997562,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
590,591,6,0.787,9.203,13.3,d,e,NC,1,18.0,129.3,0.792494758208158,0.468502449875221,sig_r,0.0136550677714244,2.2,2.2,1.3,1.8,2.1,-0.1,0.052758911046131,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
591,592,6,0.747,8.979,13.3,d,e,NC,1,18.0,191.6,0.781698954486043,0.481439041337565,sig_r,0.0204984105320304,2.2,1.9,1.6,1.5,1.7,-0.1,0.0711117773737263,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
592,593,6,0.69,8.633,13.3,d,e,NC,1,18.0,299.6,0.764154054444703,0.501421454935649,sig_r,0.0326385526767693,1.6,1.7,0.8,1.4,1.5,-0.1,0.100938107444005,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
593,594,6,0.609,8.098,13.3,d,e,NC,1,18.0,510.7,0.734907023379547,0.532319117580087,sig_r,0.0566985758046307,1.5,1.5,0.9,1.3,1.3,-0.2,0.15065806025477,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
594,595,6,0.533,7.521,13.3,d,e,NC,1,18.0,830.2,0.700420181590429,0.565642391123714,sig_r,0.0933865947822331,1.5,1.5,0.9,1.2,1.2,-0.2,0.209285691296271,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
595,596,6,0.424,6.571,13.3,d,e,NC,1,18.0,1358.0,0.6368647404728,0.620507399557761,sig_r,0.151942306281551,1.6,1.5,1.0,1.3,1.1,-0.3,0.31732994119624,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
596,597,6,0.353,5.836,13.3,d,e,NC,1,18.0,1834.0,0.581891483460796,0.662955590293577,sig_r,0.20033869574614,1.7,1.3,1.1,1.3,0.5,-0.4,0.410784478116647,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
597,598,6,0.264,4.773,13.3,d,e,NC,1,18.0,2471.0,0.493645723812954,0.724346647099253,sig_r,0.249410190343595,1.7,1.5,1.1,1.3,0.5,-0.5,0.560802269517978,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
598,599,6,0.176,3.5,13.3,d,e,NC,1,18.0,3322.0,0.375326958567296,0.797865758400877,sig_r,0.280369713798782,2.0,2.4,1.6,1.3,0.9,-0.6,0.761944170435597,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
599,600,6,0.819,12.407,16.0,d,e,NC,1,18.0,39.67,0.761000115958578,0.50488971982345,sig_r,0.00754762685430745,2.8,2.6,1.9,2.0,2.3,0.0,0.106299802870417,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7
