,I,J,x,Q2,Elab,target,curent,lepton beam,units,theta,sigma(pb/sr/GeV per nucleon),*epsilon,*y,obs,*value,%stat,%syst,%dST_u,%dSR_u,%dSY_c,%dSE_c,%*dRC_c,%1dN1_c,%2dN1_c,%3dN1_c,%4dN1_c,%5dN1_c,%6dN1_c,%7dN1_c,%8dN1_c,%1dN2_c,%2dN2_c,%3dN2_c,%4dN2_c,%5dN2_c,%6dN2_c,%7dN2_c,%8dN2_c,%*norm_c
256,257,2,0.286,6.849,15.022,d,e,NC,1,26.015,531.1,0.274069925989491,0.850223643637355,sig_r,0.222372120910702,2.9,2.2,2.7,0.9,0.4,-0.4,0.934081125817865,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
257,258,2,0.249,6.088,15.022,d,e,NC,1,26.015,640.0,0.245128327365849,0.866865461010982,sig_r,0.243645754283939,3.1,2.3,2.9,0.9,0.4,-0.5,0.983281843478056,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
258,259,2,0.214,5.327,15.022,d,e,NC,1,26.015,779.2,0.215708981803314,0.883507278384609,sig_r,0.265910497802425,2.8,2.4,2.6,0.9,0.4,-0.6,1.03329473093437,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
259,260,2,0.854,20.078,18.028,d,e,NC,1,26.015,3.496,0.515049876786298,0.695142445570609,sig_r,0.00393665543391629,7.1,4.0,6.9,1.6,2.1,1.2,0.524415209463293,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
260,261,2,0.799,19.165,18.028,d,e,NC,1,26.015,7.14,0.495893781152612,0.709005128467015,sig_r,0.00788476906235739,5.8,3.2,5.7,1.3,1.5,1.0,0.55698057204056,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
261,262,2,0.746,18.252,18.028,d,e,NC,1,26.015,13.61,0.476236719003016,0.722867811363421,sig_r,0.0146934859657097,4.0,2.8,3.8,1.2,1.2,0.9,0.590397577694874,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
262,263,2,0.669,16.835,18.028,d,e,NC,1,26.015,27.61,0.444755400357963,0.744383059626517,sig_r,0.0286512329633896,2.5,2.6,2.3,1.1,0.9,0.7,0.643915819391464,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
263,264,2,0.599,15.504,18.028,d,e,NC,1,26.015,51.93,0.414135475938496,0.764592513005614,sig_r,0.0513839329995036,2.8,2.5,2.6,1.0,0.7,0.6,0.695969690904557,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
264,265,2,0.554,14.591,18.028,d,e,NC,1,26.015,71.75,0.392562823431064,0.77845519590202,sig_r,0.0684755466333698,2.6,2.5,2.4,1.0,0.6,0.4,0.732643200167191,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
265,266,2,0.51,13.681,18.028,d,e,NC,1,26.015,98.37,0.370615481850892,0.7922723278141,sig_r,0.0900286636818011,2.9,2.4,2.7,1.0,0.6,0.3,0.769953680853484,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
266,267,2,0.468,12.761,18.028,d,e,NC,1,26.015,132.0,0.347989599004464,0.806241296340599,sig_r,0.115422390813498,2.6,2.4,2.4,1.0,0.5,0.2,0.808417681692411,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
267,268,2,0.428,11.862,18.028,d,e,NC,1,26.015,167.2,0.325471022577892,0.819891407976819,sig_r,0.138955051103672,2.5,2.4,2.3,1.0,0.5,0.1,0.846699261617583,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
268,269,2,0.389,10.96,18.028,d,e,NC,1,26.015,205.3,0.302487637263651,0.833587070597364,sig_r,0.161036028776489,2.4,2.4,2.2,1.0,0.5,0.0,0.885771016651793,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
269,270,2,0.349,10.021,18.028,d,e,NC,1,26.015,241.3,0.27816618031379,0.847844528691258,sig_r,0.17644989689146,2.7,2.4,2.5,1.0,0.4,-0.1,0.927117493466557,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
270,271,2,0.313,9.133,18.028,d,e,NC,1,26.015,294.5,0.254814052135695,0.861327620051617,sig_r,0.200096846920371,3.1,2.4,2.9,0.9,0.4,-0.3,0.966816111369319,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
271,272,2,0.278,8.22,18.028,d,e,NC,1,26.015,368.6,0.230468992848374,0.875190302948023,sig_r,0.230482596863413,3.3,2.4,3.2,0.9,0.4,-0.4,1.00820271215776,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
272,273,2,0.243,7.306,18.028,d,e,NC,1,26.015,427.2,0.205778786518073,0.889068169505871,sig_r,0.24173634814021,5.7,2.5,5.6,0.9,0.4,-0.5,1.05017606291928,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
273,274,2,0.547,2.772,4.502,d,e,NC,1,34.009,2235.0,0.595328258550488,0.600213180421,sig_r,0.119225484417577,2.0,1.2,1.8,1.0,0.5,-0.6,0.38794196046417,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
274,275,2,0.453,2.464,4.502,d,e,NC,1,34.009,3050.0,0.547521533681136,0.644633938152,sig_r,0.160052844031514,2.0,1.3,1.8,1.0,0.5,-0.7,0.469213392742069,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
275,276,2,0.37,2.156,4.502,d,e,NC,1,34.009,4082.0,0.494578709370253,0.689054695883,sig_r,0.205298968072302,2.8,1.3,2.6,1.0,0.4,-0.8,0.559216194070569,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
276,277,2,0.298,1.848,4.502,d,e,NC,1,34.009,5036.0,0.436547851130459,0.733475453614,sig_r,0.2366773470024,2.2,1.4,2.0,0.9,0.4,-0.9,0.65786865307822,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
277,278,2,0.234,1.54,4.502,d,e,NC,1,34.009,6233.0,0.373594054111095,0.777896211345,sig_r,0.264077564432153,2.4,1.5,2.2,0.9,0.4,-1.0,0.764890108011138,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
278,279,2,0.67,4.471,5.808,d,e,NC,1,34.009,466.4,0.582547971014624,0.612566043342762,sig_r,0.0532759538980943,2.1,1.3,1.8,1.0,0.8,-0.4,0.409668449275139,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
279,280,2,0.556,3.974,5.808,d,e,NC,1,34.009,883.7,0.534890128116993,0.655633517388534,sig_r,0.098664575109427,2.0,1.2,1.7,1.0,0.6,-0.5,0.490686782201112,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
280,281,2,0.457,3.477,5.808,d,e,NC,1,34.009,1428.0,0.482405564752932,0.698700991434306,sig_r,0.152622687268209,1.9,1.3,1.6,1.0,0.5,-0.6,0.579910539920016,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
281,282,2,0.369,2.98,5.808,d,e,NC,1,34.009,1971.0,0.425161588574506,0.741768465480078,sig_r,0.19603955429579,2.1,1.4,1.9,0.9,0.4,-0.7,0.67722529942334,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
282,283,2,0.29,2.484,5.808,d,e,NC,1,34.009,2634.0,0.363460432975322,0.784749284648495,sig_r,0.234928295370875,2.0,1.6,1.8,0.9,0.4,-0.8,0.782117263941952,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
283,284,2,0.22,1.987,5.808,d,e,NC,1,34.009,3270.0,0.297341867153589,0.827816758694267,sig_r,0.250195817492828,6.8,1.9,6.7,0.9,0.4,-1.0,0.894518825838899,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
284,285,2,0.768,7.443,7.912,d,e,NC,1,34.009,69.83,0.538582428805865,0.652446481796633,sig_r,0.0197522411193384,3.8,1.7,3.6,1.1,1.2,-0.1,0.484409871030029,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
285,286,2,0.666,6.767,7.912,d,e,NC,1,34.009,172.5,0.500846061272124,0.684012540953623,sig_r,0.0473922874636036,2.6,1.5,2.4,1.0,0.8,-0.3,0.54856169583739,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
286,287,2,0.573,6.09,7.912,d,e,NC,1,34.009,298.8,0.460470840224745,0.715625295464396,sig_r,0.0786651625204619,2.2,1.5,2.0,1.0,0.6,-0.4,0.617199571617934,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
287,288,2,0.488,5.413,7.912,d,e,NC,1,34.009,475.8,0.41755852471639,0.747238049975168,sig_r,0.118172105227498,2.3,1.6,2.1,1.0,0.5,-0.5,0.690150507982137,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
288,289,2,0.41,4.739,7.912,d,e,NC,1,34.009,716.0,0.372395401330937,0.778710718424593,sig_r,0.164564238783242,2.7,1.7,2.5,1.0,0.5,-0.6,0.766927817737407,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
289,290,2,0.332,4.006,7.912,d,e,NC,1,34.009,1077.0,0.320646461282108,0.812938412747187,sig_r,0.221401715399864,3.1,1.8,2.9,0.9,0.4,-0.7,0.854901015820417,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
290,291,2,0.781,10.277,10.014,d,e,NC,1,34.009,26.92,0.480197522458902,0.700430627497411,sig_r,0.0147036197141138,7.9,2.2,7.8,1.1,1.3,0.0,0.583664211819867,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
291,292,2,0.691,9.421,10.014,d,e,NC,1,34.009,56.25,0.447493540456929,0.725382596249208,sig_r,0.0295427140444773,5.5,1.9,5.4,1.0,0.9,-0.1,0.639260981223222,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
292,293,2,0.607,8.565,10.014,d,e,NC,1,34.009,103.6,0.413221498345135,0.750334565001004,sig_r,0.0517713249402876,3.6,1.9,3.5,1.0,0.7,-0.3,0.697523452813271,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
293,294,2,0.529,7.708,10.014,d,e,NC,1,34.009,204.3,0.377381324359887,0.775315683249007,sig_r,0.0960690863272566,3.2,1.9,3.1,1.0,0.6,-0.4,0.758451748588193,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
294,295,2,0.456,6.852,10.014,d,e,NC,1,34.009,294.4,0.340112607024923,0.800267652000804,sig_r,0.128432827391789,2.9,1.9,2.7,1.0,0.5,-0.5,0.82180856805763,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
295,296,2,0.387,5.995,10.014,d,e,NC,1,34.009,431.7,0.301397964198973,0.825248770248806,sig_r,0.171510339897599,3.0,2.0,2.8,0.9,0.5,-0.6,0.887623460861745,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
296,297,2,0.322,5.139,10.014,d,e,NC,1,34.009,625.8,0.261411108947116,0.850200739000603,sig_r,0.221303438452306,2.7,2.1,2.5,0.9,0.4,-0.7,0.955601114789903,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
297,298,2,0.8,13.918,12.518,d,e,NC,1,34.009,9.45,0.427092253785491,0.740371021255494,sig_r,0.0094240317000366,10.0,2.9,9.9,1.2,1.4,0.1,0.673943168564665,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
298,299,2,0.719,12.847,12.518,d,e,NC,1,34.009,23.74,0.399033718888248,0.760349655846338,sig_r,0.0226532227459221,5.8,2.5,5.7,1.1,1.0,0.0,0.721642677889978,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
299,300,2,0.642,11.777,12.518,d,e,NC,1,34.009,45.54,0.370037857904819,0.780309636249889,sig_r,0.0412228138285246,4.0,2.4,3.9,1.0,0.8,-0.1,0.770935641561807,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
300,301,2,0.569,10.706,12.518,d,e,NC,1,34.009,78.76,0.340081220924819,0.800288270840733,sig_r,0.0669995533992125,3.6,2.3,3.5,1.0,0.6,-0.3,0.821861924427808,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
301,302,2,0.5,9.635,12.518,d,e,NC,1,34.009,129.6,0.309226850917064,0.820266905431576,sig_r,0.102523643411146,3.0,2.3,2.8,1.0,0.5,-0.4,0.874314353440991,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
302,303,2,0.434,8.565,12.518,d,e,NC,1,34.009,193.9,0.277546790437365,0.840226885835128,sig_r,0.140624065059518,3.0,2.3,2.8,1.0,0.5,-0.5,0.928170456256479,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
303,304,2,0.371,7.494,12.518,d,e,NC,1,34.009,263.0,0.245029471038711,0.860205520425971,sig_r,0.17189966326548,3.2,2.3,3.1,0.9,0.4,-0.6,0.983449899234191,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
304,305,2,0.756,16.691,15.012,d,e,NC,1,34.009,9.166,0.365311162494698,0.78350320425505,sig_r,0.0141854643576967,7.8,3.0,7.7,1.1,1.2,0.1,0.778971023759014,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
305,306,2,0.683,15.407,15.012,d,e,NC,1,34.009,19.16,0.3402798055882,0.800157801686991,sig_r,0.0281263886263227,4.8,2.8,4.7,1.0,0.9,0.0,0.821524330500059,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
306,307,2,0.614,14.123,15.012,d,e,NC,1,34.009,36.98,0.314624315364434,0.816812399118931,sig_r,0.051168025987398,3.9,2.7,3.8,1.0,0.7,-0.1,0.865138663880462,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
307,308,2,0.547,12.839,15.012,d,e,NC,1,34.009,56.64,0.288368757646691,0.833466996550871,sig_r,0.0731072502164305,4.2,2.7,4.1,1.0,0.6,-0.3,0.909773112000625,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
308,309,2,0.482,11.555,15.012,d,e,NC,1,34.009,92.29,0.261539925997063,0.850121593982811,sig_r,0.109766399228159,4.1,2.6,4.0,1.0,0.5,-0.4,0.955382125804993,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
309,310,2,0.421,10.271,15.012,d,e,NC,1,34.009,125.1,0.234167312552548,0.866776191414752,sig_r,0.135727019797739,5.7,2.6,5.6,1.0,0.5,-0.5,1.00191556866067,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
310,311,3,0.427,1.738,20.005,d,e,NC,1,4.0,765700.0,0.991019434875338,0.108596484420186,sig_r,0.189691708524838,1.8,1.0,0.3,1.8,0.5,0.3,0.284733039288074,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.0,0.0,0.0,0,1.7
311,312,3,0.376,1.713,20.005,d,e,NC,1,4.0,779700.0,0.989277121561152,0.121418744425649,sig_r,0.215349777517654,1.8,1.0,0.2,1.8,0.5,0.3,0.281771106653959,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.0,0.0,0.0,0,1.7
312,313,3,0.328,1.683,20.005,d,e,NC,1,4.0,775600.0,0.986881277864979,0.136805456432205,sig_r,0.240876802289827,1.8,1.1,0.2,1.8,0.6,0.3,0.277698172370465,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.0,0.0,0.0,0,1.7
313,314,3,0.279,1.643,20.005,d,e,NC,1,4.0,742500.0,0.98314680961289,0.157321072440947,sig_r,0.264696981400166,1.8,1.1,0.2,1.8,0.7,0.2,0.271349576341913,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.0,0.0,0.0,0,1.7
314,315,3,0.236,1.598,20.005,d,e,NC,1,4.0,701200.0,0.978170085502556,0.180401140450781,sig_r,0.28442066731997,1.8,1.1,0.4,1.8,0.7,0.2,0.262889145354345,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.0,0.0,0.0,0,1.7
315,316,3,0.174,1.5,20.005,d,e,NC,1,4.0,599500.0,0.964264066827471,0.230664399672197,sig_r,0.307813746207204,1.8,1.1,0.4,1.8,0.7,0.1,0.2392489136067,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.0,0.0,0.0,0,1.7
316,317,3,0.124,1.376,20.005,d,e,NC,1,4.0,490400.0,0.939972106504372,0.294262809299296,sig_r,0.3103203527281,1.9,1.1,0.7,1.7,0.6,0.0,0.197952581057433,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.0,0.0,0.0,0,1.7
317,318,3,0.102,1.292,20.005,d,e,NC,1,4.0,434200.0,0.918769759712192,0.337345602917653,sig_r,0.30920311697257,1.9,1.0,0.7,1.7,0.6,-0.1,0.161908591510727,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.0,0.0,0.0,0,1.7
318,319,3,0.084,1.203,20.005,d,e,NC,1,4.0,391800.0,0.891702047695173,0.382992848537102,sig_r,0.308691320545657,1.9,1.1,0.8,1.7,0.6,-0.2,0.115893481081795,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.0,0.0,0.0,0,1.7
319,320,3,0.068,1.107,20.005,d,e,NC,1,4.0,350400.0,0.856778226601419,0.432230326958082,sig_r,0.297201502559139,1.9,1.2,0.8,1.7,0.5,-0.3,0.0565229852224122,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.0,0.0,0.0,0,1.7
320,321,3,0.373,1.404,18.01,d,e,NC,1,4.0,1199000.0,0.990640386522585,0.111532872293591,sig_r,0.222474905866561,1.9,1.0,0.4,1.8,0.6,0.2,0.284088657088395,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.0,0.0,0.0,0,1.7
321,322,3,0.322,1.379,18.01,d,e,NC,1,4.0,1176000.0,0.988393155937112,0.127353155906597,sig_r,0.249485442841008,1.8,1.1,0.3,1.8,0.7,0.1,0.28026836509309,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.0,0.0,0.0,0,1.7
322,323,3,0.273,1.348,18.01,d,e,NC,1,4.0,1110000.0,0.985109795663077,0.146970307586724,sig_r,0.271103401520556,1.8,1.1,0.3,1.8,0.8,0.1,0.274686652627231,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.0,0.0,0.0,0,1.7
323,324,3,0.221,1.303,18.01,d,e,NC,1,4.0,997600.0,0.979309829246055,0.175446818090134,sig_r,0.289073125635673,1.8,1.1,0.3,1.8,0.8,0.0,0.264826709718294,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.0,0.0,0.0,0,1.7
324,325,3,0.172,1.24,18.01,d,e,NC,1,4.0,873700.0,0.968977716221434,0.215313932794909,sig_r,0.308541786413868,1.8,1.1,0.4,1.8,0.8,0.0,0.247262117576437,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.0,0.0,0.0,0,1.7
325,326,3,0.124,1.147,18.01,d,e,NC,1,4.0,696000.0,0.948513248601508,0.274165387835291,sig_r,0.304026993820018,1.9,1.1,0.6,1.8,0.7,-0.1,0.212472522622563,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.0,0.0,0.0,0,1.7
326,327,3,0.1,1.077,18.01,d,e,NC,1,4.0,604600.0,0.928562384420708,0.318462181951707,sig_r,0.29960197049967,1.8,1.1,0.6,1.7,0.6,-0.2,0.178556053515203,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.0,0.0,0.0,0,1.7
327,328,3,0.081,1.002,18.01,d,e,NC,1,4.0,531800.0,0.902401679396492,0.365923032790725,sig_r,0.294372038203606,1.8,1.2,0.6,1.7,0.6,-0.3,0.134082854974036,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.0,0.0,0.0,0,1.7
328,329,3,0.065,0.921,18.01,d,e,NC,1,4.0,473800.0,0.86810865642414,0.417180751696864,sig_r,0.286289057704078,1.8,1.2,0.7,1.7,0.5,-0.4,0.075784715921038,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.0,0.0,0.0,0,1.7
329,330,3,0.316,1.102,16.0,d,e,NC,1,4.0,1843000.0,0.989982639051787,0.116425220348949,sig_r,0.250366138722416,1.9,1.2,0.3,1.9,0.8,0.0,0.282970486388038,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.0,0.0,0.0,0,1.7
330,331,3,0.266,1.078,16.0,d,e,NC,1,4.0,1718000.0,0.987070014604553,0.135668228254235,sig_r,0.27190162877052,1.9,1.2,0.3,1.8,0.9,-0.1,0.278019024827741,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.0,0.0,0.0,0,1.7
331,332,3,0.217,1.046,16.0,d,e,NC,1,4.0,1533000.0,0.98234340092768,0.16132557212795,sig_r,0.287050935072615,1.8,1.2,0.2,1.8,0.9,-0.1,0.269983781577057,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.0,0.0,0.0,0,1.7
332,333,3,0.167,0.997,16.0,d,e,NC,1,4.0,1294000.0,0.973101055618841,0.200613379934576,sig_r,0.299672867778582,1.8,1.2,0.2,1.8,0.8,-0.2,0.25427179455203,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.0,0.0,0.0,0,1.7
333,334,3,0.124,0.934,16.0,d,e,NC,1,4.0,1069000.0,0.957307497912059,0.251126275685952,sig_r,0.30247815362342,1.9,1.2,0.6,1.8,0.7,-0.3,0.227422746450501,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.0,0.0,0.0,0,1.7
334,335,3,0.097,0.874,16.0,d,e,NC,1,4.0,871100.0,0.937730336777064,0.299233795449167,sig_r,0.286564844625447,2.0,1.2,0.9,1.7,0.7,-0.3,0.194141572521009,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.0,0.0,0.0,0,1.7
335,336,3,0.077,0.811,16.0,d,e,NC,1,4.0,767800.0,0.911900069767304,0.349746691200543,sig_r,0.287047724338954,1.9,1.2,0.9,1.7,0.6,-0.4,0.150230118604416,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.0,0.0,0.0,0,1.7
336,337,3,0.228,0.716,12.987,d,e,NC,1,4.0,3446000.0,0.988194695787924,0.128641196896751,sig_r,0.274990250390671,1.9,1.4,0.3,1.9,1.1,-0.3,0.27993098283947,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.0,0.0,0.0,0,1.7
337,338,3,0.181,0.692,12.987,d,e,NC,1,4.0,2919000.0,0.983042358697606,0.15784875454267,sig_r,0.286573435522407,1.9,1.4,0.3,1.9,1.0,-0.4,0.271172009785931,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.0,0.0,0.0,0,1.7
338,339,3,0.136,0.658,12.987,d,e,NC,1,4.0,2296000.0,0.973470898247652,0.199226127874388,sig_r,0.280976622966218,1.9,1.3,0.5,1.8,0.9,-0.4,0.25490052702101,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.0,0.0,0.0,0,1.7
339,340,3,0.102,0.617,12.987,d,e,NC,1,4.0,1819000.0,0.958023625047531,0.249122372186167,sig_r,0.273974993487965,1.9,1.4,0.6,1.8,1.0,-0.5,0.228640162580802,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.0,0.0,0.0,0,1.7
340,341,3,0.08,0.579,12.987,d,e,NC,1,4.0,1496000.0,0.939478335798226,0.295367671792205,sig_r,0.259601627693653,1.8,1.4,0.5,1.7,0.9,-0.5,0.197113170856984,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.0,0.0,0.0,0,1.7
341,342,4,0.747,11.768,18.001,d,e,NC,1,14.991,142.2,0.805119946616798,0.466453348330735,sig_r,0.0179678950884779,3.3,2.1,3.0,1.4,1.6,0.1,0.0312960907514433,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
