,x,Q2,y,sigma_p(b/GeV2) !!,Elab,obs,target,curent,lepton beam,units,%dE,%dE',%dE1_c,%dE2_c,%dE3_c,%dE4_c,%dEp1_c,%dEp2_c,%dEp3_c,%dEp4_c,%dAC_c,%dRC_c,%dRE_c,value,%*norm_c,*epsilon,%*dSTat_u
238,0.0348,11.44,0.641,1.61e-08,280,f2,p,mu,nc,1,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.7,1.6,1.4,0.4406,2.5,0.635922337643576,1.42986836132547
239,0.0369,14.1,0.735,1.009e-08,280,f2,p,mu,nc,1,0.5,0.1,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.1,2.0,2.2,1.7,0.4566,2.5,0.495097344632657,2.38720981165134
240,0.0469,5.53,0.232,6.014e-08,280,f2,p,mu,nc,1,1.2,-0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.6,0.5,0.2,2.1,0.3872,2.5,0.966101065167424,2.84090909090909
241,0.0493,6.93,0.276,3.569e-08,280,f2,p,mu,nc,1,1.0,-0.4,0.0,0.0,0.0,0.9,0.0,0.0,0.0,-0.4,0.4,0.2,2.0,0.394,2.5,0.949964976821858,1.82741116751269
242,0.049,8.99,0.361,2.018e-08,280,f2,p,mu,nc,1,0.9,-0.3,0.0,0.0,0.0,0.7,0.0,0.0,0.0,-0.3,0.6,0.4,1.5,0.4008,2.5,0.907385916694583,1.89620758483034
243,0.0487,11.57,0.469,1.196e-08,280,f2,p,mu,nc,1,0.7,-0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,-0.1,1.2,0.8,1.0,0.4257,2.5,0.82831310152809,1.40944326990839
244,0.0494,14.87,0.589,6.673e-09,280,f2,p,mu,nc,1,0.6,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.4,1.4,1.3,0.4317,2.5,0.703074450989173,1.22770442436877
245,0.0529,18.9,0.69,3.886e-09,280,f2,p,mu,nc,1,0.5,0.1,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.1,1.7,2.1,1.6,0.4567,2.5,0.565469669733887,1.77359316838187
246,0.0663,7.32,0.217,2.366e-08,280,f2,p,mu,nc,1,1.3,-0.6,0.0,0.0,0.0,1.1,0.0,0.0,0.0,-0.6,0.4,0.1,1.9,0.3753,2.5,0.970751147702862,3.65041300293099
247,0.0699,8.93,0.249,1.526e-08,280,f2,p,mu,nc,1,1.1,-0.5,0.0,0.0,0.0,0.9,0.0,0.0,0.0,-0.5,0.5,0.2,1.9,0.39,2.5,0.960286060372341,2.82051282051282
248,0.0696,11.47,0.323,9.131e-09,280,f2,p,mu,nc,1,0.9,-0.3,0.0,0.0,0.0,0.7,0.0,0.0,0.0,-0.3,0.7,0.4,1.1,0.4086,2.5,0.928363174050375,2.08027410670582
249,0.0694,15.01,0.424,4.984e-09,280,f2,p,mu,nc,1,0.7,-0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,-0.1,1.1,0.7,0.9,0.4135,2.5,0.864876286185916,1.59613059250302
250,0.0699,19.65,0.547,2.72e-09,280,f2,p,mu,nc,1,0.6,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.4,1.3,1.2,0.4269,2.5,0.751554707216811,1.42890606699461
251,0.0716,25.56,0.689,1.615e-09,280,f2,p,mu,nc,1,0.5,0.1,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.1,1.7,2.2,1.5,0.4746,2.5,0.5669122569125,2.92878213232195
252,0.0863,9.35,0.213,1.039e-08,280,f2,p,mu,nc,1,1.2,-0.6,0.0,0.0,0.0,1.1,0.0,0.0,0.0,-0.6,0.7,0.1,1.9,0.3505,2.5,0.971910920087237,5.36376604850214
253,0.0897,11.49,0.25,7.467e-09,280,f2,p,mu,nc,1,1.1,-0.4,0.0,0.0,0.0,0.9,0.0,0.0,0.0,-0.4,0.9,0.2,1.2,0.4088,2.5,0.959908084310638,2.51956947162427
254,0.0897,14.97,0.326,4.005e-09,280,f2,p,mu,nc,1,0.9,-0.3,0.0,0.0,0.0,0.7,0.0,0.0,0.0,-0.3,1.2,0.4,0.7,0.3964,2.5,0.926795219837876,2.11907164480323
255,0.0895,19.88,0.433,2.113e-09,280,f2,p,mu,nc,1,0.7,-0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,-0.1,1.5,0.7,0.9,0.402,2.5,0.85794466632592,1.66666666666667
256,0.0903,26.07,0.558,1.126e-09,280,f2,p,mu,nc,1,0.6,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,1.9,1.4,1.2,0.4068,2.5,0.739281777115466,2.06489675516224
257,0.1095,11.8,0.212,5.347e-09,280,f2,p,mu,nc,1,1.2,-0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.6,1.1,0.1,1.0,0.3664,2.5,0.972181385222807,3.60262008733624
258,0.1097,14.93,0.265,3.404e-09,280,f2,p,mu,nc,1,1.0,-0.4,0.0,0.0,0.0,0.8,0.0,0.0,0.0,-0.4,1.3,0.2,0.8,0.3908,2.5,0.954285198036231,2.63561924257932
259,0.1097,19.86,0.353,1.755e-09,280,f2,p,mu,nc,1,0.8,-0.2,0.0,0.0,0.0,0.7,0.0,0.0,0.0,-0.2,1.7,0.4,0.7,0.3832,2.5,0.911990429219145,1.93110647181628
260,0.11,26.38,0.465,8.933e-10,280,f2,p,mu,nc,1,0.7,-0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,-0.1,2.0,0.7,1.0,0.376,2.5,0.831652193985308,2.07446808510638
261,0.1106,34.5,0.601,5.462e-10,280,f2,p,mu,nc,1,0.6,0.1,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.1,2.3,1.4,1.3,0.4316,2.5,0.68808479140593,3.93883225208526
262,0.1391,11.77,0.167,4.294e-09,280,f2,p,mu,nc,1,1.4,-0.8,0.0,0.0,0.0,1.2,0.0,0.0,0.0,-0.8,1.1,0.1,1.1,0.362,2.5,0.983447625513046,6.04972375690608
263,0.1374,15.03,0.215,2.717e-09,280,f2,p,mu,nc,1,1.2,-0.5,0.0,0.0,0.0,0.9,0.0,0.0,0.0,-0.5,1.4,0.1,0.7,0.3834,2.5,0.971282490693697,2.32133541992697
264,0.1389,19.89,0.28,1.389e-09,280,f2,p,mu,nc,1,0.9,-0.3,0.0,0.0,0.0,0.8,0.0,0.0,0.0,-0.3,1.7,0.2,0.6,0.3664,2.5,0.948203945813642,1.63755458515284
265,0.1394,26.63,0.373,7.308e-10,280,f2,p,mu,nc,1,0.8,-0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,-0.1,2.1,0.4,0.8,0.3746,2.5,0.899900391110972,1.60170848905499
266,0.1401,35.24,0.489,3.687e-10,280,f2,p,mu,nc,1,0.6,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,2.4,0.9,1.0,0.3639,2.5,0.810067548279282,2.74800769442154
267,0.179,15.07,0.165,1.841e-09,280,f2,p,mu,nc,1,1.3,-0.6,0.0,0.0,0.0,1.1,0.0,0.0,0.0,-0.6,1.4,0.1,0.5,0.3294,2.5,0.983846769340726,3.24833029751063
268,0.1796,19.99,0.218,1.015e-09,280,f2,p,mu,nc,1,1.1,-0.4,0.0,0.0,0.0,0.9,0.0,0.0,0.0,-0.4,1.8,0.1,0.5,0.3349,2.5,0.97035402823257,2.09017617199164
269,0.1793,26.74,0.291,5.414e-10,280,f2,p,mu,nc,1,0.9,-0.2,0.0,0.0,0.0,0.7,0.0,0.0,0.0,-0.2,2.1,0.2,0.6,0.3392,2.5,0.943426167250671,1.91627358490566
270,0.18,35.13,0.378,3.04e-10,280,f2,p,mu,nc,1,0.7,-0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,-0.1,2.4,0.5,0.8,0.3548,2.5,0.896668404872978,2.33934611048478
271,0.1807,45.79,0.488,1.711e-10,280,f2,p,mu,nc,1,0.6,0.1,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.1,2.7,0.9,1.0,0.3708,2.5,0.810898888485342,4.20711974110032
272,0.2245,15.14,0.133,1.44e-09,280,f2,p,mu,nc,1,1.3,-0.6,0.0,0.0,0.0,1.1,0.0,0.0,0.0,-0.6,1.4,0.0,0.5,0.321,2.5,0.98979206548288,3.55140186915888
273,0.2245,19.97,0.175,7.584e-10,280,f2,p,mu,nc,1,1.1,-0.4,0.0,0.0,0.0,0.9,0.0,0.0,0.0,-0.4,1.7,0.1,0.5,0.3042,2.5,0.981627442490468,2.26824457593688
274,0.2244,26.77,0.233,4.171e-10,280,f2,p,mu,nc,1,0.9,-0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,-0.2,2.0,0.2,0.5,0.3154,2.5,0.965607907363563,2.0291693088142
275,0.2242,35.28,0.306,2.179e-10,280,f2,p,mu,nc,1,0.8,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,2.3,0.3,0.6,0.3038,2.5,0.936508215008058,2.33706385780118
276,0.225,46.62,0.401,1.199e-10,280,f2,p,mu,nc,1,0.7,0.1,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.1,2.5,0.6,0.8,0.3167,2.5,0.881248000742469,3.82065045784654
277,0.2654,16.07,0.119,1.065e-09,280,f2,p,mu,nc,1,1.1,-0.3,0.0,0.0,0.0,0.9,0.0,0.0,0.0,-0.3,1.5,0.0,0.1,0.3154,2.5,0.991912250297914,9.13126188966392
278,0.2744,19.99,0.143,5.872e-10,280,f2,p,mu,nc,1,0.9,-0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,-0.2,1.7,0.1,0.5,0.284,2.5,0.988063959910641,2.78169014084507
279,0.2742,26.76,0.191,2.936e-10,280,f2,p,mu,nc,1,0.8,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,1.9,0.1,0.5,0.2644,2.5,0.977746176220617,2.45839636913767
280,0.2749,35.44,0.251,1.683e-10,280,f2,p,mu,nc,1,0.7,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.1,2.1,0.2,0.5,0.28,2.5,0.959356941695921,2.64285714285714
281,0.2745,47.03,0.333,8.836e-11,280,f2,p,mu,nc,1,0.6,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.2,2.3,0.4,0.6,0.2769,2.5,0.922855157789811,4.08089563019141
282,0.2772,59.81,0.413,3.442e-11,280,f2,p,mu,nc,1,0.6,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.2,2.4,0.7,1.3,0.1879,2.5,0.872611006778763,15.3273017562533
283,0.3293,20.74,0.124,3.965e-10,280,f2,p,mu,nc,1,0.3,0.5,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.5,1.8,0.0,0.4,0.2465,2.5,0.991151079133178,3.44827586206897
284,0.3447,26.74,0.153,1.998e-10,280,f2,p,mu,nc,1,0.3,0.5,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.5,2.0,0.1,0.5,0.2216,2.5,0.986172360036482,2.21119133574007
285,0.3453,35.49,0.201,1.073e-10,280,f2,p,mu,nc,1,0.3,0.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.5,2.3,0.1,0.5,0.2187,2.5,0.975068352887825,2.33196159122085
286,0.3461,46.63,0.262,6.04e-11,280,f2,p,mu,nc,1,0.4,0.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.5,2.6,0.2,0.5,0.2242,2.5,0.955183561608691,2.94380017841213
287,0.3501,61.21,0.337,3.396e-11,280,f2,p,mu,nc,1,0.4,0.5,0.0,0.0,0.0,-2.4,0.0,0.0,0.0,0.5,2.8,0.4,1.2,0.234,2.5,0.920588217843926,8.24786324786325
288,0.4331,27.7,0.125,1.111e-10,280,f2,p,mu,nc,1,-2.4,3.5,0.0,0.0,0.0,-1.7,0.0,0.0,0.0,3.5,1.8,0.0,0.5,0.1653,2.5,0.990951239482268,3.44827586206897
289,0.4652,35.55,0.15,4.99e-11,280,f2,p,mu,nc,1,-1.7,2.9,0.0,0.0,0.0,-1.2,0.0,0.0,0.0,2.9,3.0,0.1,0.5,0.1347,2.5,0.986676096919366,2.59836674090572
290,0.4701,46.57,0.194,2.514e-11,280,f2,p,mu,nc,1,-1.2,2.4,0.0,0.0,0.0,-0.7,0.0,0.0,0.0,2.4,3.9,0.1,0.4,0.122,2.5,0.976829359105533,3.27868852459016
291,0.479,62.34,0.254,1.315e-11,280,f2,p,mu,nc,1,-0.7,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,4.6,0.3,1.1,0.1227,2.5,0.958050880892995,8.06845965770171
