,exp,Elab,E',theta,Q2,W2,epsilon,flux,x,sigma,dsigma,*y,*value,*%stat_u,*%syst_u,*%norm_c,obs,target,lepton beam,current,units
644,e94110,3.118,1.444,32.95,1.448,2.575,0.661,0.000315,0.461,12.18,0.2242,0.536882617062219,0.177544670032485,0.9100875270508797,1.6,1.9,sig_r,p,e,NC,1
645,e94110,3.118,1.426,32.95,1.431,2.625,0.656,0.000319,0.451,12.85,0.2383,0.54265554842848,0.188130632030204,0.9375907653377784,1.6,1.9,sig_r,p,e,NC,1
646,e94110,3.118,1.409,32.95,1.413,2.675,0.651,0.000324,0.441,13.67,0.2636,0.548107761385504,0.200384993169208,1.0762806813200223,1.6,1.9,sig_r,p,e,NC,1
647,e94110,3.118,1.391,32.95,1.396,2.725,0.646,0.000328,0.431,15.24,0.2948,0.553880692751764,0.224277392659993,1.087123899362733,1.6,1.9,sig_r,p,e,NC,1
648,e94110,3.118,1.374,32.95,1.378,2.775,0.641,0.000332,0.421,16.31,0.3147,0.559332905708788,0.240206108578536,1.0783950772323483,1.6,1.9,sig_r,p,e,NC,1
649,e94110,3.118,1.357,32.95,1.361,2.825,0.635,0.000336,0.412,18.15,0.3291,0.564785118665811,0.267771100358429,0.8530991485341537,1.6,1.9,sig_r,p,e,NC,1
650,e94110,3.118,1.339,32.95,1.344,2.875,0.63,0.000339,0.402,19.52,0.3369,0.570558050032072,0.288921730140441,0.647153152495504,1.6,1.9,sig_r,p,e,NC,1
651,e94110,3.118,1.322,32.95,1.326,2.925,0.625,0.000343,0.393,19.1,0.326,0.576010262989096,0.282632117424211,0.5942959588799527,1.6,1.9,sig_r,p,e,NC,1
652,e94110,3.118,1.305,32.95,1.309,2.975,0.619,0.000346,0.385,18.19,0.3113,0.581462475946119,0.269370059334785,0.6073064221892762,1.6,1.9,sig_r,p,e,NC,1
653,e94110,3.118,1.279,32.95,1.283,3.05,0.611,0.000351,0.372,17.34,0.3044,0.589801154586273,0.257015053027642,0.7222917228679763,1.6,1.9,sig_r,p,e,NC,1
654,e94110,3.118,1.244,32.95,1.248,3.15,0.6,0.000357,0.355,16.92,0.3331,0.601026298909557,0.250831704459119,1.1470334245349492,1.6,1.9,sig_r,p,e,NC,1
655,e94110,3.118,1.209,32.95,1.213,3.25,0.588,0.000362,0.339,17.13,0.3368,0.612251443232842,0.253638771677326,1.1426773402427506,1.6,1.9,sig_r,p,e,NC,1
656,e94110,3.118,1.174,32.95,1.178,3.35,0.576,0.000367,0.323,17.55,0.4346,0.623476587556126,0.259254356289563,1.8900596681865909,1.6,1.9,sig_r,p,e,NC,1
657,e94110,3.118,1.14,32.95,1.143,3.45,0.564,0.000371,0.308,17.99,0.4442,0.634381013470173,0.264341604427202,1.8806114402579182,1.6,1.9,sig_r,p,e,NC,1
658,e94110,3.118,1.105,32.95,1.108,3.55,0.551,0.000375,0.293,18.84,0.4592,0.645606157793457,0.275442047781524,1.838684141636043,1.6,1.9,sig_r,p,e,NC,1
659,e94110,3.118,1.07,32.95,1.074,3.65,0.538,0.000377,0.279,19.03,0.4637,0.656831302116742,0.276907895407972,1.83777153046841,1.6,1.9,sig_r,p,e,NC,1
660,e94110,3.118,1.036,32.95,1.039,3.75,0.525,0.000381,0.266,19.93,0.4815,0.667735728030789,0.287164684880169,1.8102051395375127,1.6,1.9,sig_r,p,e,NC,1
661,e94110,3.118,1.001,32.95,1.004,3.85,0.511,0.000383,0.253,20.32,0.489,0.678960872354073,0.289960544315743,1.7975603748404674,1.6,1.9,sig_r,p,e,NC,1
662,e94110,3.118,1.618,40.95,2.47,1.225,0.652,4.1e-05,0.878,0.061,0.01312,0.481077613855035,0.00190982236659156,21.44860196382584,1.6,1.9,sig_r,p,e,NC,1
663,e94110,3.118,1.604,40.95,2.448,1.275,0.649,4.65e-05,0.861,0.228,0.02137,0.485567671584349,0.00717030959346076,9.23523207007379,1.6,1.9,sig_r,p,e,NC,1
664,e94110,3.118,1.589,40.95,2.425,1.325,0.646,5.2e-05,0.845,0.574,0.0378,0.490378447722899,0.0181362426606664,6.388039090873805,1.6,1.9,sig_r,p,e,NC,1
665,e94110,3.118,1.574,40.95,2.403,1.375,0.643,5.73e-05,0.829,1.245,0.04732,0.49518922386145,0.0395508923680027,3.447623103359989,1.6,1.9,sig_r,p,e,NC,1
666,e94110,3.118,1.56,40.95,2.38,1.425,0.64,6.27e-05,0.814,1.69,0.04924,0.499679281590763,0.0538379602588144,2.4349784657871267,1.6,1.9,sig_r,p,e,NC,1
667,e94110,3.118,1.545,40.95,2.358,1.475,0.636,6.76e-05,0.799,1.958,0.04378,0.504490057729314,0.0626848335314404,1.5618882844992152,1.6,1.9,sig_r,p,e,NC,1
668,e94110,3.118,1.53,40.95,2.335,1.525,0.633,7.27e-05,0.784,1.814,0.03825,0.509300833867864,0.058303333631035,1.3733874289788823,1.6,1.9,sig_r,p,e,NC,1
669,e94110,3.118,1.516,40.95,2.313,1.575,0.63,7.77e-05,0.769,1.751,0.03473,0.513790891597178,0.0564638407979125,1.172188739198806,1.6,1.9,sig_r,p,e,NC,1
670,e94110,3.118,1.501,40.95,2.291,1.625,0.626,8.24e-05,0.755,1.749,0.03247,0.518601667735728,0.0566446159715934,0.9415694217396934,1.6,1.9,sig_r,p,e,NC,1
671,e94110,3.118,1.486,40.95,2.268,1.675,0.623,8.73e-05,0.741,1.738,0.03265,0.523412443874278,0.0564739821819505,0.9844405821623632,1.6,1.9,sig_r,p,e,NC,1
672,e94110,3.118,1.471,40.95,2.246,1.725,0.619,9.17e-05,0.727,1.848,0.03425,0.528223220012829,0.0602935861144937,0.9353740833448303,1.6,1.9,sig_r,p,e,NC,1
673,e94110,3.118,1.457,40.95,2.223,1.775,0.615,9.62e-05,0.713,1.825,0.03508,0.532713277742142,0.0596386536506274,1.065279889164972,1.6,1.9,sig_r,p,e,NC,1
674,e94110,3.118,1.442,40.95,2.201,1.825,0.612,0.000101,0.7,1.917,0.03719,0.537524053880693,0.0628691001669001,1.0971055008636965,1.6,1.9,sig_r,p,e,NC,1
675,e94110,3.118,1.427,40.95,2.178,1.875,0.608,0.000105,0.687,2.008,0.03938,0.542334830019243,0.0660169911146277,1.1340769015215781,1.6,1.9,sig_r,p,e,NC,1
676,e94110,3.118,1.413,40.95,2.156,1.925,0.604,0.000109,0.674,2.272,0.04338,0.546824887748557,0.0748369428197897,1.0418948189606416,1.6,1.9,sig_r,p,e,NC,1
677,e94110,3.118,1.398,40.95,2.134,1.975,0.6,0.000113,0.661,2.384,0.04608,0.551635663887107,0.0787745409853701,1.084457433820761,1.6,1.9,sig_r,p,e,NC,1
678,e94110,3.118,1.383,40.95,2.111,2.025,0.597,0.000118,0.648,2.518,0.05117,0.556446440025657,0.083372135359109,1.252880024423022,1.6,1.9,sig_r,p,e,NC,1
679,e94110,3.118,1.369,40.95,2.089,2.075,0.593,0.000122,0.636,2.821,0.05765,0.560936497754971,0.093516553256676,1.2713407627120699,1.6,1.9,sig_r,p,e,NC,1
680,e94110,3.118,1.354,40.95,2.066,2.125,0.589,0.000125,0.624,3.252,0.07134,0.565747273893521,0.107962974042306,1.500812405099739,1.6,1.9,sig_r,p,e,NC,1
681,e94110,3.118,1.339,40.95,2.044,2.175,0.585,0.000129,0.612,3.899,0.08569,0.570558050032072,0.129744211383596,1.5066765885632125,1.6,1.9,sig_r,p,e,NC,1
682,e94110,3.118,1.325,40.95,2.021,2.225,0.58,0.000133,0.601,4.739,0.09889,0.575048107761385,0.157609767697014,1.339563447688474,1.6,1.9,sig_r,p,e,NC,1
683,e94110,3.118,1.31,40.95,1.999,2.275,0.576,0.000136,0.589,5.087,0.0914,0.579858883899936,0.169526228404223,0.8174735816548842,1.6,1.9,sig_r,p,e,NC,1
684,e94110,3.118,1.295,40.95,1.977,2.325,0.572,0.00014,0.578,4.933,0.0888,0.584669660038486,0.164657891939822,0.8248865874878152,1.6,1.9,sig_r,p,e,NC,1
685,e94110,3.118,1.28,40.95,1.954,2.375,0.568,0.000143,0.567,4.471,0.08076,0.589480436177036,0.149294715179397,0.8382995358984359,1.6,1.9,sig_r,p,e,NC,1
686,e94110,3.118,1.266,40.95,1.932,2.425,0.564,0.000147,0.556,4.199,0.07625,0.59397049390635,0.140189113507461,0.8587920939953757,1.6,1.9,sig_r,p,e,NC,1
687,e94110,3.118,1.251,40.95,1.909,2.475,0.559,0.00015,0.545,4.061,0.07523,0.598781270044901,0.135587146166079,0.9336776580588303,1.6,1.9,sig_r,p,e,NC,1
688,e94110,3.118,1.236,40.95,1.887,2.525,0.555,0.000153,0.534,4.152,0.08026,0.603592046183451,0.138758480605453,1.0847397510878407,1.6,1.9,sig_r,p,e,NC,1
689,e94110,3.118,1.222,40.95,1.864,2.575,0.55,0.000156,0.524,4.177,0.08224,0.608082103912765,0.139305167390664,1.1473784763400752,1.6,1.9,sig_r,p,e,NC,1
690,e94110,3.118,1.207,40.95,1.842,2.625,0.546,0.000159,0.514,4.557,0.089,0.612892880051315,0.15202767330333,1.11998322760404,1.6,1.9,sig_r,p,e,NC,1
691,e94110,3.118,1.192,40.95,1.82,2.675,0.541,0.000162,0.503,4.961,0.1262,0.617703656189865,0.165581098281048,1.9776581996965934,1.6,1.9,sig_r,p,e,NC,1
692,e94110,3.118,1.178,40.95,1.797,2.725,0.537,0.000165,0.493,5.574,0.1415,0.622193713919179,0.185548819245065,1.9708748058720809,1.6,1.9,sig_r,p,e,NC,1
693,e94110,3.118,1.163,40.95,1.775,2.775,0.532,0.000168,0.484,6.048,0.1527,0.627004490057729,0.201224872901269,1.9531060020492013,1.6,1.9,sig_r,p,e,NC,1
694,e94110,3.118,1.148,40.95,1.752,2.825,0.527,0.00017,0.474,6.63,0.1621,0.63181526619628,0.220243849304982,1.8487203298472268,1.6,1.9,sig_r,p,e,NC,1
695,e94110,3.118,1.133,40.95,1.73,2.875,0.523,0.000173,0.464,7.018,0.167,0.63662604233483,0.232999227982343,1.7613840912665364,1.6,1.9,sig_r,p,e,NC,1
696,e94110,3.118,1.119,40.95,1.708,2.925,0.518,0.000176,0.455,7.128,0.1681,0.641116100064144,0.236041007887217,1.7325137142200298,1.6,1.9,sig_r,p,e,NC,1
697,e94110,3.118,1.104,40.95,1.685,2.975,0.513,0.000178,0.446,6.946,0.1638,0.645926876202694,0.22944044166034,1.7323592008369129,1.6,1.9,sig_r,p,e,NC,1
698,e94110,3.118,1.082,40.95,1.651,3.05,0.505,0.000181,0.432,6.707,0.1618,0.652982681205901,0.220629297711683,1.8054632765681726,1.6,1.9,sig_r,p,e,NC,1
699,e94110,3.118,1.053,40.95,1.607,3.15,0.495,0.000186,0.414,6.502,0.1635,0.662283515073765,0.212747854695454,1.9399144112208508,1.6,1.9,sig_r,p,e,NC,1
700,e94110,3.118,1.023,40.95,1.562,3.25,0.485,0.00019,0.397,6.876,0.1712,0.671905067350866,0.2235746237479,1.9076692460283429,1.6,1.9,sig_r,p,e,NC,1
701,e94110,3.118,0.994,40.95,1.517,3.35,0.474,0.000194,0.381,7.175,0.1782,0.68120590121873,0.231167325888721,1.899575386847669,1.6,1.9,sig_r,p,e,NC,1
702,e94110,3.118,0.965,40.95,1.472,3.45,0.463,0.000198,0.364,7.575,0.1879,0.690506735086594,0.241660502055978,1.8955261593430879,1.6,1.9,sig_r,p,e,NC,1
703,e94110,3.118,0.935,40.95,1.427,3.55,0.452,0.000202,0.348,7.791,0.1995,0.700128287363695,0.246160348900751,1.9992279879643573,1.6,1.9,sig_r,p,e,NC,1
704,e94110,3.118,0.906,40.95,1.382,3.65,0.441,0.000205,0.333,8.221,0.2082,0.709429121231559,0.256443542165968,1.9630975179190038,1.6,1.9,sig_r,p,e,NC,1
705,e94110,3.118,0.876,40.95,1.337,3.75,0.43,0.000208,0.318,8.667,0.2184,0.719050673508659,0.267041323781592,1.9467695127757452,1.6,1.9,sig_r,p,e,NC,1
706,e94110,3.118,0.847,40.95,1.293,3.85,0.418,0.000211,0.303,8.917,0.2226,0.728351507376523,0.271004827575932,1.916191448212094,1.6,1.9,sig_r,p,e,NC,1
707,e94110,3.118,1.343,49.95,2.987,1.225,0.529,2.08e-05,0.897,0.007,0.004301,0.569275176395125,0.000476460645885396,61.42202124545847,1.6,1.9,sig_r,p,e,NC,1
708,e94110,3.118,1.331,49.95,2.959,1.275,0.526,2.37e-05,0.882,0.068,0.007089,0.573123797305965,0.00463118089037758,10.30148654321307,1.6,1.9,sig_r,p,e,NC,1
709,e94110,3.118,1.319,49.95,2.932,1.325,0.523,2.65e-05,0.868,0.176,0.01219,0.576972418216806,0.0119979207009962,6.7387955101550565,1.6,1.9,sig_r,p,e,NC,1
710,e94110,3.118,1.307,49.95,2.905,1.375,0.52,2.93e-05,0.855,0.393,0.01606,0.580821039127646,0.0268066035737078,3.7602655000149903,1.6,1.9,sig_r,p,e,NC,1
711,e94110,3.118,1.294,49.95,2.878,1.425,0.517,3.2e-05,0.841,0.526,0.01695,0.584990378447723,0.0359560321054732,2.7971552342724335,1.6,1.9,sig_r,p,e,NC,1
712,e94110,3.118,1.282,49.95,2.851,1.475,0.514,3.48e-05,0.827,0.639,0.01706,0.588838999358563,0.0437095999867044,2.137244407271306,1.6,1.9,sig_r,p,e,NC,1
713,e94110,3.118,1.27,49.95,2.824,1.525,0.511,3.75e-05,0.814,0.593,0.02103,0.592687620269403,0.0405752851136647,3.164928301767385,1.6,1.9,sig_r,p,e,NC,1
714,e94110,3.118,1.258,49.95,2.797,1.575,0.507,4e-05,0.801,0.613,0.01998,0.596536241180244,0.041952182814017,2.839640579800824,1.6,1.9,sig_r,p,e,NC,1
715,e94110,3.118,1.246,49.95,2.77,1.625,0.504,4.27e-05,0.788,0.572,0.01705,0.600384862091084,0.039150127770676,2.514952327003554,1.6,1.9,sig_r,p,e,NC,1
716,e94110,3.118,1.233,49.95,2.743,1.675,0.501,4.52e-05,0.775,0.593,0.01816,0.604554201411161,0.0406450631732797,2.6111799457011418,1.6,1.9,sig_r,p,e,NC,1
717,e94110,3.118,1.221,49.95,2.715,1.725,0.498,4.78e-05,0.763,0.624,0.01934,0.608402822322001,0.0427201970831747,2.6544351662716332,1.6,1.9,sig_r,p,e,NC,1
718,e94110,3.118,1.209,49.95,2.688,1.775,0.494,5.02e-05,0.75,0.627,0.01946,0.612251443232842,0.0429162582531962,2.6594654872424055,1.6,1.9,sig_r,p,e,NC,1
719,e94110,3.118,1.197,49.95,2.661,1.825,0.491,5.27e-05,0.738,0.6712,0.02304,0.616100064143682,0.0459135112239289,3.0369623701380193,1.6,1.9,sig_r,p,e,NC,1
720,e94110,3.118,1.185,49.95,2.634,1.875,0.488,5.52e-05,0.726,0.7197,0.02378,0.619948685054522,0.0491954834257149,2.890923212085744,1.6,1.9,sig_r,p,e,NC,1
721,e94110,3.118,1.172,49.95,2.607,1.925,0.484,5.75e-05,0.714,0.7801,0.02549,0.624118024374599,0.0533566248423,2.848991228345079,1.6,1.9,sig_r,p,e,NC,1
722,e94110,3.118,1.16,49.95,2.58,1.975,0.481,5.99e-05,0.702,0.8306,0.0271,0.627966645285439,0.0567567677467781,2.8434525020871515,1.6,1.9,sig_r,p,e,NC,1
723,e94110,3.118,1.148,49.95,2.553,2.025,0.478,6.23e-05,0.69,0.9554,0.02981,0.63181526619628,0.0652150233643828,2.678692364246381,1.6,1.9,sig_r,p,e,NC,1
724,e94110,3.118,1.136,49.95,2.526,2.075,0.474,6.45e-05,0.679,1.073,0.03273,0.63566388710712,0.073133387321897,2.597015566909032,1.6,1.9,sig_r,p,e,NC,1
725,e94110,3.118,1.124,49.95,2.498,2.125,0.471,6.69e-05,0.667,1.23,0.03738,0.63951250801796,0.0836540640542787,2.5837316510228616,1.6,1.9,sig_r,p,e,NC,1
726,e94110,3.118,1.111,49.95,2.471,2.175,0.467,6.9e-05,0.656,1.477,0.04483,0.643681847338037,0.100425792644683,2.579239906559153,1.6,1.9,sig_r,p,e,NC,1
727,e94110,3.118,1.099,49.95,2.444,2.225,0.463,7.11e-05,0.645,1.847,0.05215,0.647530468248877,0.125348242535734,2.3264003292101947,1.6,1.9,sig_r,p,e,NC,1
728,e94110,3.118,1.087,49.95,2.417,2.275,0.46,7.34e-05,0.634,1.958,0.0521,0.651379089159718,0.13261515535459,2.126093627245242,1.6,1.9,sig_r,p,e,NC,1
729,e94110,3.118,1.075,49.95,2.39,2.325,0.456,7.55e-05,0.623,1.875,0.0503,0.655227710070558,0.126722123193193,2.1532998965412236,1.6,1.9,sig_r,p,e,NC,1
730,e94110,3.118,1.063,49.95,2.363,2.375,0.453,7.77e-05,0.613,1.765,0.04716,0.659076330981398,0.118978390539502,2.139939667628799,1.6,1.9,sig_r,p,e,NC,1
731,e94110,3.118,1.05,49.95,2.336,2.425,0.449,7.96e-05,0.602,1.66,0.0448,0.663245670301475,0.111799469274254,2.1733603998170907,1.6,1.9,sig_r,p,e,NC,1
732,e94110,3.118,1.038,49.95,2.309,2.475,0.445,8.16e-05,0.591,1.638,0.04459,0.667094291212316,0.110036594497282,2.2023836693819936,1.6,1.9,sig_r,p,e,NC,1
733,e94110,3.118,1.026,49.95,2.282,2.525,0.441,8.36e-05,0.581,1.667,0.0459,0.670942912123156,0.11164644933892,2.2408665965423458,1.6,1.9,sig_r,p,e,NC,1
734,e94110,3.118,1.014,49.95,2.254,2.575,0.437,8.56e-05,0.571,1.737,0.04792,0.674791533033996,0.115857814476183,2.2474128140197993,1.6,1.9,sig_r,p,e,NC,1
735,e94110,3.118,1.002,49.95,2.227,2.625,0.434,8.76e-05,0.561,1.859,0.05084,0.678640153944836,0.123581174921855,2.217915924275987,1.6,1.9,sig_r,p,e,NC,1
736,e94110,3.118,0.989,49.95,2.2,2.675,0.43,8.94e-05,0.551,2.066,0.0566,0.682809493264913,0.137075351166809,2.2238192578843785,1.6,1.9,sig_r,p,e,NC,1
737,e94110,3.118,0.977,49.95,2.173,2.725,0.426,9.13e-05,0.541,2.211,0.06036,0.686658114175754,0.146160473001637,2.211973308170619,1.6,1.9,sig_r,p,e,NC,1
738,e94110,3.118,0.965,49.95,2.146,2.775,0.422,9.31e-05,0.531,2.516,0.06738,0.690506735086594,0.165688452141248,2.147558515518644,1.6,1.9,sig_r,p,e,NC,1
739,e94110,3.118,0.953,49.95,2.119,2.825,0.418,9.49e-05,0.521,2.892,0.07485,0.694355355997434,0.189691125153837,2.0343662580433137,1.6,1.9,sig_r,p,e,NC,1
740,e94110,3.118,0.941,49.95,2.092,2.875,0.414,9.67e-05,0.512,2.996,0.07607,0.698203976908275,0.195627864480928,1.9714931933070303,1.6,1.9,sig_r,p,e,NC,1
741,e94110,3.118,0.928,49.95,2.065,2.925,0.41,9.84e-05,0.502,3.05,0.07662,0.702373316228352,0.198611108241797,1.936698970528352,1.6,1.9,sig_r,p,e,NC,1
742,e94110,3.118,0.916,49.95,2.038,2.975,0.405,0.0001,0.493,3.002,0.07521,0.706221937139192,0.194536322797087,1.9278685918104628,1.6,1.9,sig_r,p,e,NC,1
743,e94110,3.118,0.898,49.95,1.997,3.05,0.399,0.000103,0.479,2.838,0.07499,0.711994868505452,0.182443337530528,2.1028631546563323,1.6,1.9,sig_r,p,e,NC,1
744,e94110,3.118,0.874,49.95,1.943,3.15,0.391,0.000106,0.461,2.892,0.08117,0.719692110327133,0.183896759683518,2.305994513847569,1.6,1.9,sig_r,p,e,NC,1
745,e94110,3.118,0.849,49.95,1.888,3.25,0.382,0.000109,0.443,2.959,0.08365,0.72771007055805,0.186070901283124,2.330611786288224,1.6,1.9,sig_r,p,e,NC,1
746,e94110,3.118,0.825,49.95,1.834,3.35,0.373,0.000112,0.426,3.197,0.08933,0.735407312379731,0.198441734919653,2.2907320455112963,1.6,1.9,sig_r,p,e,NC,1
747,e94110,3.118,0.8,49.95,1.78,3.45,0.364,0.000115,0.409,3.392,0.09435,0.743425272610648,0.207999124231621,2.27530031806472,1.6,1.9,sig_r,p,e,NC,1
748,e94110,3.118,0.776,49.95,1.726,3.55,0.355,0.000118,0.393,3.611,0.1024,0.751122514432328,0.218073986211659,2.3412914655800967,1.6,1.9,sig_r,p,e,NC,1
749,e94110,3.118,0.752,49.95,1.671,3.65,0.346,0.00012,0.376,3.804,0.1066,0.758819756254009,0.22582185785094,2.3006434178389847,1.6,1.9,sig_r,p,e,NC,1
750,e94110,3.118,0.727,49.95,1.617,3.75,0.337,0.000123,0.36,4.069,0.1133,0.766837716484926,0.237815083020669,2.2788728888170664,1.6,1.9,sig_r,p,e,NC,1
751,e94110,3.118,0.703,49.95,1.563,3.85,0.327,0.000125,0.345,4.225,0.1157,0.774534958306607,0.24228104143405,2.222424711353151,1.6,1.9,sig_r,p,e,NC,1
752,e94110,3.118,1.063,61.95,3.512,1.225,0.386,1.07e-05,0.911,0.00396,0.002269,0.659076330981398,0.000562796619677111,57.27563608489828,1.6,1.9,sig_r,p,e,NC,1
753,e94110,3.118,1.053,61.95,3.48,1.275,0.384,1.22e-05,0.898,0.02079,0.003572,0.662283515073765,0.00295188331345965,17.106675519772963,1.6,1.9,sig_r,p,e,NC,1
754,e94110,3.118,1.044,61.95,3.448,1.325,0.382,1.38e-05,0.886,0.06138,0.005389,0.665169980756895,0.00869069309229568,8.632711523614653,1.6,1.9,sig_r,p,e,NC,1
755,e94110,3.118,1.034,61.95,3.416,1.375,0.379,1.52e-05,0.874,0.1297,0.00688,0.668377164849262,0.0183381071824278,5.057493416691295,1.6,1.9,sig_r,p,e,NC,1
756,e94110,3.118,1.024,61.95,3.385,1.425,0.377,1.67e-05,0.861,0.1812,0.00781,0.671584348941629,0.0256057314786966,4.002178410904257,1.6,1.9,sig_r,p,e,NC,1
757,e94110,3.118,1.015,61.95,3.353,1.475,0.374,1.82e-05,0.849,0.2148,0.007695,0.674470814624759,0.0302612318974513,3.205246600611449,1.6,1.9,sig_r,p,e,NC,1
758,e94110,3.118,1.005,61.95,3.321,1.525,0.372,1.96e-05,0.837,0.2158,0.007506,0.677677998717126,0.0303521297687015,3.0883682367252296,1.6,1.9,sig_r,p,e,NC,1
759,e94110,3.118,0.995,61.95,3.289,1.575,0.369,2.1e-05,0.826,0.2109,0.006617,0.680885182809493,0.0296022560343026,2.6988781821031105,1.6,1.9,sig_r,p,e,NC,1
760,e94110,3.118,0.986,61.95,3.257,1.625,0.367,2.25e-05,0.814,0.2168,0.00671,0.683771648492623,0.0303292329855524,2.649365812224215,1.6,1.9,sig_r,p,e,NC,1
761,e94110,3.118,0.976,61.95,3.225,1.675,0.364,2.39e-05,0.802,0.2237,0.006838,0.68697883258499,0.0312350579086982,2.6045840150185677,1.6,1.9,sig_r,p,e,NC,1
762,e94110,3.118,0.967,61.95,3.193,1.725,0.362,2.53e-05,0.791,0.2307,0.006964,0.689865298268121,0.0320886336478042,2.559722828665357,1.6,1.9,sig_r,p,e,NC,1
763,e94110,3.118,0.957,61.95,3.161,1.775,0.359,2.67e-05,0.779,0.2445,0.007193,0.693072482360488,0.033937334137801,2.468786495970236,1.6,1.9,sig_r,p,e,NC,1
764,e94110,3.118,0.947,61.95,3.129,1.825,0.356,2.8e-05,0.768,0.2683,0.008274,0.696279666452854,0.0371476758659,2.6363233529503263,1.6,1.9,sig_r,p,e,NC,1
765,e94110,3.118,0.938,61.95,3.098,1.875,0.354,2.95e-05,0.757,0.294,0.008677,0.699166132135985,0.0405647841362181,2.4800260204209397,1.6,1.9,sig_r,p,e,NC,1
766,e94110,3.118,0.928,61.95,3.066,1.925,0.351,3.08e-05,0.746,0.3168,0.009071,0.702373316228352,0.0435928882019346,2.374574798051199,1.6,1.9,sig_r,p,e,NC,1
767,e94110,3.118,0.918,61.95,3.034,1.975,0.348,3.21e-05,0.735,0.3386,0.01086,0.705580500320718,0.0464626307650827,2.779735421617031,1.6,1.9,sig_r,p,e,NC,1
768,e94110,3.118,0.909,61.95,3.002,2.025,0.346,3.35e-05,0.724,0.3673,0.01137,0.708466966003849,0.0501753033829082,2.650001018958403,1.6,1.9,sig_r,p,e,NC,1
769,e94110,3.118,0.899,61.95,2.97,2.075,0.343,3.48e-05,0.713,0.4208,0.01303,0.711674150096215,0.0573112571513758,2.651076439187379,1.6,1.9,sig_r,p,e,NC,1
770,e94110,3.118,0.889,61.95,2.938,2.125,0.34,3.61e-05,0.702,0.5049,0.01896,0.714881334188582,0.0685519823876628,3.397281251234437,1.6,1.9,sig_r,p,e,NC,1
771,e94110,3.118,0.88,61.95,2.906,2.175,0.337,3.74e-05,0.692,0.6039,0.02204,0.717767799871713,0.0815694284149618,3.2801919836077924,1.6,1.9,sig_r,p,e,NC,1
772,e94110,3.118,0.87,61.95,2.874,2.225,0.335,3.87e-05,0.681,0.7009,0.02449,0.720974983964079,0.0943563247146685,3.1062176914024606,1.6,1.9,sig_r,p,e,NC,1
773,e94110,3.118,0.86,61.95,2.843,2.275,0.332,3.99e-05,0.671,0.7484,0.02523,0.724182168056446,0.100443759011363,2.9673110158564127,1.6,1.9,sig_r,p,e,NC,1
774,e94110,3.118,0.851,61.95,2.811,2.325,0.329,4.12e-05,0.661,0.7395,0.02439,0.727068633739577,0.0986987413994004,2.8840864500079966,1.6,1.9,sig_r,p,e,NC,1
775,e94110,3.118,0.841,61.95,2.779,2.375,0.326,4.24e-05,0.65,0.7039,0.02311,0.730275817831944,0.0936026046654338,2.8668776234716384,1.6,1.9,sig_r,p,e,NC,1
776,e94110,3.118,0.831,61.95,2.747,2.425,0.323,4.36e-05,0.64,0.698,0.02301,0.73348300192431,0.0924330900679471,2.8822419074083485,1.6,1.9,sig_r,p,e,NC,1
777,e94110,3.118,0.822,61.95,2.715,2.475,0.32,4.49e-05,0.63,0.697,0.02304,0.736369467607441,0.0917511127984646,2.892569965845158,1.6,1.9,sig_r,p,e,NC,1
778,e94110,3.118,0.812,61.95,2.683,2.525,0.318,4.61e-05,0.62,0.7009,0.02474,0.739576651699808,0.0918576707999708,3.146286252809377,1.6,1.9,sig_r,p,e,NC,1
779,e94110,3.118,0.802,61.95,2.651,2.575,0.315,4.73e-05,0.61,0.6989,0.02401,0.742783835792174,0.0911798869168601,3.0400596604791463,1.6,1.9,sig_r,p,e,NC,1
780,e94110,3.118,0.793,61.95,2.619,2.625,0.312,4.85e-05,0.6,0.7861,0.02677,0.745670301475305,0.101900702475046,3.0061403228681947,1.6,1.9,sig_r,p,e,NC,1
781,e94110,3.118,0.783,61.95,2.587,2.675,0.309,4.97e-05,0.59,0.8692,0.02956,0.748877485567672,0.112129923177229,3.0009387617747003,1.6,1.9,sig_r,p,e,NC,1
782,e94110,3.118,0.773,61.95,2.556,2.725,0.306,5.08e-05,0.581,0.9544,0.03166,0.752084669660038,0.122565562233399,2.9059014018890523,1.6,1.9,sig_r,p,e,NC,1
783,e94110,3.118,0.764,61.95,2.524,2.775,0.303,5.2e-05,0.571,1.075,0.03487,0.754971135343169,0.137107150756763,2.8216529682490674,1.6,1.9,sig_r,p,e,NC,1
784,e94110,3.118,0.754,61.95,2.492,2.825,0.3,5.31e-05,0.562,1.159,0.03649,0.758178319435536,0.146988249661187,2.7115395009175103,1.6,1.9,sig_r,p,e,NC,1
785,e94110,3.118,0.745,61.95,2.46,2.875,0.297,5.43e-05,0.552,1.207,0.03829,0.761064785118666,0.151974870594493,2.7392819289487553,1.6,1.9,sig_r,p,e,NC,1
786,e94110,3.118,0.735,61.95,2.428,2.925,0.294,5.54e-05,0.543,1.277,0.03911,0.764271969211033,0.159831307234991,2.6114757506336317,1.6,1.9,sig_r,p,e,NC,1
787,e94110,3.118,0.725,61.95,2.396,2.975,0.29,5.64e-05,0.534,1.262,0.0389,0.7674791533034,0.156988011453723,2.634624161328808,1.6,1.9,sig_r,p,e,NC,1
