,exp,Elab,E',x,W2,Q2,sig (mb/sr/GeV),theta,%*stat_u,%*syst_u,%*norm_c,*y,value,obs,target,current,lepton beam,units,*epsilon
302,e03103,5.766,1.5045,0.775,2.6797,6.1976,0.0001037,50,0.575988428158149,1.3,2.5,0.739073881373569,0.0203052890005492,sig_r,d,nc,e,1,0.376072654744039
303,e03103,5.766,1.5401,0.8,2.4664,6.3441,8.081e-05,50,0.624180175720827,1.3,2.5,0.732899757197364,0.0159864021583086,sig_r,d,nc,e,1,0.382821561823491
304,e03103,5.766,1.575,0.825,2.2566,6.4882,6.251e-05,50,0.701967685170373,1.3,2.5,0.72684703433923,0.0124850482872961,sig_r,d,nc,e,1,0.389388337733577
305,e03103,5.766,1.6095,0.85,2.0503,6.6299,4.73e-05,50,0.80338266384778,1.3,2.5,0.720863683662851,0.00952926676870623,sig_r,d,nc,e,1,0.395757553438052
306,e03103,5.766,1.6433,0.875,1.8474,6.7694,3.466e-05,50,0.942585112521639,1.3,2.5,0.715001734304544,0.00703968218665639,sig_r,d,nc,e,1,0.401944641414468
307,e03103,5.766,1.6766,0.9,1.6477,6.9065,2.504e-05,50,1.18130990415335,1.3,2.5,0.70922650017343,0.00512349345676197,sig_r,d,nc,e,1,0.407961020458442
308,e03103,5.766,1.7094,0.925,1.4513,7.0415,1.832e-05,50,1.13591703056769,1.3,2.5,0.703537981269511,0.00377400977074962,sig_r,d,nc,e,1,0.413799600600025
309,e03103,5.766,1.7416,0.95,1.258,7.1743,1.443e-05,50,2.03880803880804,1.3,2.5,0.697953520638224,0.00299135400986807,sig_r,d,nc,e,1,0.419477025139418
310,e03103,5.766,1.7733,0.975,1.0677,7.3051,1.199e-05,50,2.16597164303586,1.3,2.5,0.692455775234131,0.00249990796770405,sig_r,d,nc,e,1,0.425002798466873
311,e03103,5.766,1.8046,1.0,0.8804,7.4338,1.01e-05,50,1.6950495049505,1.3,2.5,0.687027402011793,0.00211676319517569,sig_r,d,nc,e,1,0.430365844109855
312,e03103,5.766,1.8353,1.025,0.696,7.5605,6.7e-06,50,3.00597014925373,1.3,2.5,0.681703087062088,0.00141095387577482,sig_r,d,nc,e,1,0.435586183489971
313,e03103,5.766,1.8656,1.05,0.5144,7.6852,4.27e-06,50,2.71896955503513,1.3,2.5,0.676448144294138,0.000903090694615105,sig_r,d,nc,e,1,0.440660748509019
314,e03103,5.766,1.8954,1.075,0.3356,7.808,2.342e-06,50,5.62766865926559,1.3,2.5,0.671279916753382,0.000497270752805547,sig_r,d,nc,e,1,0.445602970658249
315,e03103,5.766,1.9248,1.1,0.1595,7.929,1.409e-06,50,5.33073101490419,1.3,2.5,0.666181061394381,0.000300221186696927,sig_r,d,nc,e,1,0.450405346122719
316,e03103,5.766,1.9537,1.125,-0.0139,8.0481,9.556e-07,50,9.90267894516534,1.3,2.5,0.661168921262574,0.00020426103518152,sig_r,d,nc,e,1,0.455083047195337
317,e03103,5.766,1.9822,1.15,-0.1847,8.1655,5.757e-07,50,9.49452840020844,1.3,2.5,0.656226153312522,0.000123405475918897,sig_r,d,nc,e,1,0.459636794438664
318,e03103,5.766,2.0103,1.175,-0.353,8.2811,3.789e-07,50,9.85484296648192,1.3,2.5,0.651352757544225,8.1421239066033e-05,sig_r,d,nc,e,1,0.464062815100618
319,e03103,5.766,2.0379,1.2,-0.5188,8.395,1.643e-07,50,25.6238587948874,1.3,2.5,0.646566077003122,3.53854521289474e-05,sig_r,d,nc,e,1,0.468382093078903
320,e03103,5.766,2.0652,1.225,-0.6822,8.5073,2.348e-07,50,15.8304940374787,1.3,2.5,0.641831425598335,5.06647488765847e-05,sig_r,d,nc,e,1,0.47257860991976
321,e03103,5.766,2.092,1.25,-0.8432,8.6179,2.015e-07,50,18.4615384615385,1.3,2.5,0.637183489420742,4.35526684260104e-05,sig_r,d,nc,e,1,0.476674844609923
322,e03103,5.766,2.1185,1.275,-1.0019,8.727,8.94e-08,50,35.089485458613,1.3,2.5,0.632587582379466,1.93498744611831e-05,sig_r,d,nc,e,1,0.480661292233688
323,e03103,5.766,2.1446,1.3,-1.1584,8.8344,5.779e-08,50,37.1863644229105,1.3,2.5,0.628061047519944,1.25222420404563e-05,sig_r,d,nc,e,1,0.484545269739492
324,e03103,5.766,2.1703,1.325,-1.3126,8.9404,4.908e-08,50,38.162184189079,1.3,2.5,0.623603884842178,1.06450233981907e-05,sig_r,d,nc,e,1,0.488333729462203
325,e03103,5.766,2.1957,1.35,-1.4646,9.0448,4.459e-08,50,37.6541825521417,1.3,2.5,0.619198751300728,9.6775656153106e-06,sig_r,d,nc,e,1,0.492023771433003
326,e03103,5.766,2.2207,1.375,-1.6145,9.1478,2.897e-08,50,51.3634794615119,1.3,2.5,0.614862989941034,6.2906621153488e-06,sig_r,d,nc,e,1,0.495617330019134
327,e03103,5.766,2.2453,1.4,-1.7623,9.2494,3.67e-08,50,41.0354223433243,1.3,2.5,0.610596600763094,7.97204026552561e-06,sig_r,d,nc,e,1,0.499122900227151
328,e03103,5.766,2.2696,1.425,-1.9081,9.3495,1.349e-08,50,95.6263899184581,1.3,2.5,0.606382240721471,2.93067467269158e-06,sig_r,d,nc,e,1,0.502545332197858
329,e03103,5.766,2.2936,1.45,-2.0519,9.4483,2.483e-08,50,40.8376963350785,1.3,2.5,0.602219909816164,5.39392367360457e-06,sig_r,d,nc,e,1,0.505884831915704
330,e03103,5.766,2.3173,1.475,-2.1937,9.5457,2.388e-08,50,51.3400335008375,1.3,2.5,0.598109608047173,5.18619362959799e-06,sig_r,d,nc,e,1,0.509136531680603
331,e03103,5.766,2.3406,1.5,-2.3336,9.6418,5.141e-10,50,1487.64831744797,1.3,2.5,0.594068678459938,1.1161134251824e-07,sig_r,d,nc,e,1,
