,exp,Q2,x,value,stat_u,sys_u,obs,target,curent,lepton beam,units,*%norm_c
5539,clas6,2.525,0.5545,0.12603,0.001248,0.0068618,F2,d,e,nc,1,1
5540,clas6,2.525,0.5635,0.11976,0.0012136,0.0064993,F2,d,e,nc,1,1
5541,clas6,2.525,0.5725,0.11138,0.0012112,0.0060825,F2,d,e,nc,1,1
5542,clas6,2.525,0.5815,0.10679,0.0011788,0.0057652,F2,d,e,nc,1,1
5543,clas6,2.525,0.5905,0.10324,0.0011455,0.0056467,F2,d,e,nc,1,1
5544,clas6,2.525,0.5995,0.097578,0.0011647,0.0053078,F2,d,e,nc,1,1
5545,clas6,2.525,0.6085,0.096127,0.0011969,0.0052198,F2,d,e,nc,1,1
5546,clas6,2.525,0.6175,0.092528,0.0011672,0.0050231,F2,d,e,nc,1,1
5547,clas6,2.525,0.6265,0.09386,0.0011363,0.0051187,F2,d,e,nc,1,1
5548,clas6,2.525,0.6355,0.087832,0.0011096,0.0047765,F2,d,e,nc,1,1
5549,clas6,2.525,0.6445,0.087645,0.0012061,0.0047937,F2,d,e,nc,1,1
5550,clas6,2.525,0.6535,0.079094,0.0011031,0.004301,F2,d,e,nc,1,1
5551,clas6,2.525,0.6625,0.076092,0.0010986,0.0041333,F2,d,e,nc,1,1
5552,clas6,2.525,0.6715,0.071614,0.0010849,0.0039063,F2,d,e,nc,1,1
5553,clas6,2.525,0.6805,0.066094,0.00112,0.0035941,F2,d,e,nc,1,1
5554,clas6,2.525,0.6895,0.061634,0.00096579,0.0033636,F2,d,e,nc,1,1
5555,clas6,2.525,0.6985,0.054074,0.0009974,0.0029103,F2,d,e,nc,1,1
5556,clas6,2.525,0.7075,0.059698,0.0010124,0.0032717,F2,d,e,nc,1,1
5557,clas6,2.525,0.7165,0.052147,0.00098225,0.0028367,F2,d,e,nc,1,1
5558,clas6,2.525,0.7255,0.049208,0.00091231,0.0026688,F2,d,e,nc,1,1
5559,clas6,2.525,0.7345,0.049339,0.00093736,0.0026788,F2,d,e,nc,1,1
5560,clas6,2.525,0.7435,0.047118,0.00092354,0.0025574,F2,d,e,nc,1,1
5561,clas6,2.525,0.7525,0.046217,0.00090482,0.0025052,F2,d,e,nc,1,1
5562,clas6,2.525,0.7615,0.042386,0.00088074,0.0023008,F2,d,e,nc,1,1
5563,clas6,2.525,0.7705,0.042381,0.00091397,0.0023027,F2,d,e,nc,1,1
5564,clas6,2.525,0.7795,0.043796,0.00091974,0.0023907,F2,d,e,nc,1,1
5565,clas6,2.525,0.7885,0.043589,0.00092769,0.0023873,F2,d,e,nc,1,1
5566,clas6,2.525,0.7975,0.040968,0.0009928,0.0022462,F2,d,e,nc,1,1
5567,clas6,2.525,0.8065,0.041806,0.000927,0.0022903,F2,d,e,nc,1,1
5568,clas6,2.525,0.8155,0.037051,0.00098386,0.0020396,F2,d,e,nc,1,1
5569,clas6,2.525,0.8245,0.035012,0.00092627,0.0019175,F2,d,e,nc,1,1
5570,clas6,2.525,0.8335,0.032896,0.00087939,0.001799,F2,d,e,nc,1,1
5571,clas6,2.525,0.8425,0.029216,0.00079905,0.0015871,F2,d,e,nc,1,1
5572,clas6,2.525,0.8515,0.026518,0.00074893,0.0014379,F2,d,e,nc,1,1
5573,clas6,2.525,0.8605,0.024258,0.0007208,0.0013089,F2,d,e,nc,1,1
5574,clas6,2.525,0.8695,0.020859,0.00064312,0.0011197,F2,d,e,nc,1,1
5575,clas6,2.525,0.8785,0.020113,0.00059866,0.0010777,F2,d,e,nc,1,1
5576,clas6,2.525,0.8875,0.018938,0.0006016,0.0010061,F2,d,e,nc,1,1
5577,clas6,2.525,0.8965,0.018306,0.0005665,0.00097194,F2,d,e,nc,1,1
5578,clas6,2.525,0.9055,0.017714,0.00051608,0.00093532,F2,d,e,nc,1,1
5579,clas6,2.525,0.9145,0.019264,0.00055545,0.0010138,F2,d,e,nc,1,1
5580,clas6,2.525,0.9235,0.019816,0.00060132,0.0010478,F2,d,e,nc,1,1
5581,clas6,2.525,0.9325,0.022414,0.00064496,0.0011901,F2,d,e,nc,1,1
5582,clas6,2.525,0.9415,0.026135,0.00072305,0.0013953,F2,d,e,nc,1,1
5583,clas6,2.525,0.9505,0.029222,0.00087196,0.0015718,F2,d,e,nc,1,1
5584,clas6,2.525,0.9595,0.033679,0.00094957,0.0018179,F2,d,e,nc,1,1
5585,clas6,2.525,0.9685,0.034742,0.0010564,0.0018984,F2,d,e,nc,1,1
5586,clas6,2.525,0.9775,0.039191,0.0010499,0.0021493,F2,d,e,nc,1,1
5587,clas6,2.525,0.9865,0.040391,0.0011852,0.0022195,F2,d,e,nc,1,1
5588,clas6,2.525,0.9955,0.040075,0.0012564,0.0022203,F2,d,e,nc,1,1
5589,clas6,2.525,1.0045,0.040444,0.0011965,0.0022574,F2,d,e,nc,1,1
5590,clas6,2.525,1.0135,0.037955,0.0011741,0.0021175,F2,d,e,nc,1,1
5591,clas6,2.525,1.0225,0.037058,0.0012381,0.0020609,F2,d,e,nc,1,1
5592,clas6,2.525,1.0315,0.03129,0.0009875,0.0017356,F2,d,e,nc,1,1
5593,clas6,2.525,1.0405,0.02709,0.0010061,0.001501,F2,d,e,nc,1,1
5594,clas6,2.525,1.0495,0.0236,0.0010217,0.0012974,F2,d,e,nc,1,1
5595,clas6,2.525,1.0585,0.020651,0.00086414,0.0011281,F2,d,e,nc,1,1
5596,clas6,2.525,1.0675,0.016961,0.00083381,0.00092907,F2,d,e,nc,1,1
5597,clas6,2.525,1.0765,0.016741,0.00073725,0.00091195,F2,d,e,nc,1,1
5598,clas6,2.525,1.0855,0.011554,0.00070395,0.00062422,F2,d,e,nc,1,1
5599,clas6,2.525,1.0945,0.010862,0.00059193,0.00058662,F2,d,e,nc,1,1
5600,clas6,2.525,1.1035,0.0086188,0.00052248,0.00046154,F2,d,e,nc,1,1
5601,clas6,2.525,1.1125,0.0079352,0.00055735,0.00042454,F2,d,e,nc,1,1
5602,clas6,2.525,1.1215,0.0071066,0.0004217,0.00038022,F2,d,e,nc,1,1
5603,clas6,2.525,1.1305,0.0062447,0.00046038,0.0003328,F2,d,e,nc,1,1
5604,clas6,2.525,1.1395,0.0054023,0.00044833,0.00028832,F2,d,e,nc,1,1
5605,clas6,2.525,1.1485,0.0048196,0.00048273,0.00025587,F2,d,e,nc,1,1
5606,clas6,2.525,1.1575,0.0034178,0.00037847,0.00018179,F2,d,e,nc,1,1
5607,clas6,2.525,1.1665,0.0038727,0.00048061,0.00020732,F2,d,e,nc,1,1
5608,clas6,2.525,1.1755,0.0039672,0.00031969,0.00021141,F2,d,e,nc,1,1
5609,clas6,2.525,1.1845,0.0027134,0.0002611,0.00014389,F2,d,e,nc,1,1
5610,clas6,2.525,1.1935,0.0022695,0.00031188,0.0001192,F2,d,e,nc,1,1
5611,clas6,2.525,1.2025,0.0025189,0.00025709,0.00013529,F2,d,e,nc,1,1
5612,clas6,2.525,1.2115,0.0018272,0.00031559,9.7196e-05,F2,d,e,nc,1,1
5613,clas6,2.525,1.2205,0.0016231,0.00029283,8.5985e-05,F2,d,e,nc,1,1
5614,clas6,2.525,1.2295,0.0018431,0.00020479,9.7146e-05,F2,d,e,nc,1,1
5615,clas6,2.525,1.2385,0.001534,0.00030089,8.1357e-05,F2,d,e,nc,1,1
5616,clas6,2.525,1.2475,0.001121,0.00026126,5.9183e-05,F2,d,e,nc,1,1
5617,clas6,2.525,1.2565,0.00094458,0.00026468,4.9709e-05,F2,d,e,nc,1,1
5618,clas6,2.525,1.2655,0.0013653,0.00018409,7.3134e-05,F2,d,e,nc,1,1
5619,clas6,2.525,1.2745,0.0011071,0.00016148,5.8704e-05,F2,d,e,nc,1,1
5620,clas6,2.525,1.2835,0.00080414,0.00013791,4.2262e-05,F2,d,e,nc,1,1
5621,clas6,2.525,1.2925,0.0010123,0.00015437,5.3563e-05,F2,d,e,nc,1,1
5622,clas6,2.525,1.3015,0.00061729,0.00025038,3.2585e-05,F2,d,e,nc,1,1
5623,clas6,2.525,1.3105,0.00090705,0.00014714,4.8214e-05,F2,d,e,nc,1,1
5624,clas6,2.525,1.3195,0.00075749,0.00012991,3.9565e-05,F2,d,e,nc,1,1
5625,clas6,2.525,1.3285,0.00085748,0.00014706,4.5048e-05,F2,d,e,nc,1,1
5626,clas6,2.525,1.3375,0.00073881,0.00012671,3.8744e-05,F2,d,e,nc,1,1
5627,clas6,2.525,1.3465,0.00077129,0.00013426,4.0273e-05,F2,d,e,nc,1,1
5628,clas6,2.525,1.3555,0.00049905,0.0001089,2.623e-05,F2,d,e,nc,1,1
5629,clas6,2.525,1.3645,0.00068418,0.00013167,3.6549e-05,F2,d,e,nc,1,1
5630,clas6,2.525,1.3735,0.00043175,0.00010177,2.2813e-05,F2,d,e,nc,1,1
5631,clas6,2.525,1.3825,0.00048809,0.00011197,2.5837e-05,F2,d,e,nc,1,1
5632,clas6,2.525,1.3915,0.00062103,0.0001324,3.3522e-05,F2,d,e,nc,1,1
5633,clas6,2.525,1.4005,0.00052432,0.00011442,2.7892e-05,F2,d,e,nc,1,1
5634,clas6,2.525,1.4095,0.00031119,8.6309e-05,1.6606e-05,F2,d,e,nc,1,1
5635,clas6,2.525,1.4185,0.00031466,9.4872e-05,1.6607e-05,F2,d,e,nc,1,1
5636,clas6,2.525,1.4275,0.0005374,0.0001097,2.7966e-05,F2,d,e,nc,1,1
5637,clas6,2.525,1.4365,0.00042206,9.948e-05,2.2401e-05,F2,d,e,nc,1,1
5638,clas6,2.525,1.4455,0.00021427,6.7757e-05,1.1218e-05,F2,d,e,nc,1,1
5639,clas6,2.525,1.4545,0.00021944,7.3147e-05,1.1377e-05,F2,d,e,nc,1,1
5640,clas6,2.525,1.4635,0.00026296,7.9285e-05,1.3853e-05,F2,d,e,nc,1,1
5641,clas6,2.525,1.4725,0.00030787,0.00010262,1.7148e-05,F2,d,e,nc,1,1
5642,clas6,2.525,1.4815,0.00037623,9.1249e-05,1.9559e-05,F2,d,e,nc,1,1
5643,clas6,2.525,1.4905,0.0003692,0.0001024,1.9307e-05,F2,d,e,nc,1,1
5644,clas6,2.525,1.4995,0.0001426,5.8218e-05,7.5143e-06,F2,d,e,nc,1,1
5645,clas6,2.525,1.5085,0.0001938,7.3248e-05,1.0301e-05,F2,d,e,nc,1,1
5646,clas6,2.525,1.5175,0.00018778,6.2593e-05,9.8618e-06,F2,d,e,nc,1,1
5647,clas6,2.525,1.5265,0.00016249,6.1415e-05,8.3381e-06,F2,d,e,nc,1,1
5648,clas6,2.525,1.5355,0.0001126,5.0355e-05,5.819e-06,F2,d,e,nc,1,1
5649,clas6,2.525,1.5445,0.00010943,4.8941e-05,5.7041e-06,F2,d,e,nc,1,1
5650,clas6,2.525,1.5535,0.00021561,7.6231e-05,1.1034e-05,F2,d,e,nc,1,1
5651,clas6,2.525,1.5625,0.00015521,5.4874e-05,7.9827e-06,F2,d,e,nc,1,1
5652,clas6,2.525,1.5715,0.00021414,7.1381e-05,1.1155e-05,F2,d,e,nc,1,1
5653,clas6,2.525,1.5805,0.00015906,6.4935e-05,8.4079e-06,F2,d,e,nc,1,1
5654,clas6,2.525,1.5985,7.7948e-05,4.5003e-05,4.1975e-06,F2,d,e,nc,1,1
5655,clas6,2.575,0.2935,0.26595,0.0011287,0.014631,F2,d,e,nc,1,1
5656,clas6,2.575,0.3025,0.24877,0.0010737,0.013654,F2,d,e,nc,1,1
5657,clas6,2.575,0.3115,0.23647,0.001127,0.012985,F2,d,e,nc,1,1
5658,clas6,2.575,0.3205,0.23309,0.0011333,0.012768,F2,d,e,nc,1,1
5659,clas6,2.575,0.3295,0.2271,0.0011102,0.01241,F2,d,e,nc,1,1
5660,clas6,2.575,0.3385,0.22323,0.0011319,0.012217,F2,d,e,nc,1,1
5661,clas6,2.575,0.3475,0.21388,0.0011768,0.011688,F2,d,e,nc,1,1
5662,clas6,2.575,0.3565,0.21788,0.0012347,0.011961,F2,d,e,nc,1,1
5663,clas6,2.575,0.3655,0.22309,0.0013145,0.012313,F2,d,e,nc,1,1
5664,clas6,2.575,0.3745,0.20595,0.0013025,0.011282,F2,d,e,nc,1,1
5665,clas6,2.575,0.3835,0.19209,0.0013556,0.010474,F2,d,e,nc,1,1
5666,clas6,2.575,0.3925,0.18845,0.0013394,0.010251,F2,d,e,nc,1,1
5667,clas6,2.575,0.4015,0.18919,0.0014472,0.010353,F2,d,e,nc,1,1
5668,clas6,2.575,0.4105,0.19593,0.0015203,0.010757,F2,d,e,nc,1,1
5669,clas6,2.575,0.4195,0.18102,0.0014392,0.0098804,F2,d,e,nc,1,1
5670,clas6,2.575,0.4285,0.17615,0.0014574,0.0096207,F2,d,e,nc,1,1
5671,clas6,2.575,0.4375,0.16988,0.0014374,0.0092257,F2,d,e,nc,1,1
5672,clas6,2.575,0.4465,0.16983,0.0014554,0.0092528,F2,d,e,nc,1,1
5673,clas6,2.575,0.4555,0.16282,0.0014897,0.0088743,F2,d,e,nc,1,1
5674,clas6,2.575,0.4645,0.16065,0.0015028,0.0088042,F2,d,e,nc,1,1
5675,clas6,2.575,0.4735,0.15453,0.0014172,0.0084319,F2,d,e,nc,1,1
5676,clas6,2.575,0.4825,0.14881,0.0013852,0.0081254,F2,d,e,nc,1,1
5677,clas6,2.575,0.4915,0.1446,0.0013417,0.0078987,F2,d,e,nc,1,1
5678,clas6,2.575,0.5005,0.14142,0.0013033,0.0076955,F2,d,e,nc,1,1
5679,clas6,2.575,0.5095,0.14023,0.0013368,0.0076477,F2,d,e,nc,1,1
5680,clas6,2.575,0.5185,0.13323,0.0012984,0.007272,F2,d,e,nc,1,1
5681,clas6,2.575,0.5275,0.13566,0.001321,0.0074294,F2,d,e,nc,1,1
5682,clas6,2.575,0.5365,0.12488,0.0012701,0.0068062,F2,d,e,nc,1,1
5683,clas6,2.575,0.5455,0.12229,0.0013374,0.0066791,F2,d,e,nc,1,1
5684,clas6,2.575,0.5545,0.12318,0.0013359,0.006739,F2,d,e,nc,1,1
5685,clas6,2.575,0.5635,0.11815,0.0013309,0.0064694,F2,d,e,nc,1,1
5686,clas6,2.575,0.5725,0.11124,0.0012405,0.0060925,F2,d,e,nc,1,1
5687,clas6,2.575,0.5815,0.10927,0.0012437,0.0060293,F2,d,e,nc,1,1
5688,clas6,2.575,0.5905,0.099614,0.001129,0.005443,F2,d,e,nc,1,1
5689,clas6,2.575,0.5995,0.099446,0.0012105,0.0054788,F2,d,e,nc,1,1
5690,clas6,2.575,0.6085,0.095494,0.0011138,0.0052407,F2,d,e,nc,1,1
5691,clas6,2.575,0.6175,0.087536,0.0011208,0.0047924,F2,d,e,nc,1,1
5692,clas6,2.575,0.6265,0.086211,0.0010936,0.0047138,F2,d,e,nc,1,1
5693,clas6,2.575,0.6355,0.083605,0.0011105,0.0045756,F2,d,e,nc,1,1
5694,clas6,2.575,0.6445,0.081577,0.0011114,0.0044522,F2,d,e,nc,1,1
5695,clas6,2.575,0.6535,0.080705,0.0011353,0.0044564,F2,d,e,nc,1,1
5696,clas6,2.575,0.6625,0.078743,0.001203,0.0043402,F2,d,e,nc,1,1
5697,clas6,2.575,0.6715,0.074141,0.0011264,0.0040769,F2,d,e,nc,1,1
5698,clas6,2.575,0.6805,0.063536,0.0010166,0.0034956,F2,d,e,nc,1,1
5699,clas6,2.575,0.6895,0.060714,0.00098121,0.0033259,F2,d,e,nc,1,1
5700,clas6,2.575,0.6985,0.058214,0.0010197,0.0032003,F2,d,e,nc,1,1
5701,clas6,2.575,0.7075,0.055993,0.00098302,0.0030776,F2,d,e,nc,1,1
5702,clas6,2.575,0.7165,0.049658,0.00098273,0.0027199,F2,d,e,nc,1,1
5703,clas6,2.575,0.7255,0.046866,0.00093872,0.0025686,F2,d,e,nc,1,1
5704,clas6,2.575,0.7345,0.047091,0.00098711,0.0025777,F2,d,e,nc,1,1
5705,clas6,2.575,0.7435,0.046334,0.00091191,0.0025397,F2,d,e,nc,1,1
5706,clas6,2.575,0.7525,0.045159,0.00090699,0.0024814,F2,d,e,nc,1,1
5707,clas6,2.575,0.7615,0.045506,0.00093912,0.0024952,F2,d,e,nc,1,1
5708,clas6,2.575,0.7705,0.042891,0.00087993,0.0023482,F2,d,e,nc,1,1
5709,clas6,2.575,0.7795,0.039457,0.00093194,0.002169,F2,d,e,nc,1,1
5710,clas6,2.575,0.7885,0.039645,0.0009487,0.0021864,F2,d,e,nc,1,1
5711,clas6,2.575,0.7975,0.039848,0.0009319,0.0021955,F2,d,e,nc,1,1
5712,clas6,2.575,0.8065,0.039941,0.00094029,0.0022147,F2,d,e,nc,1,1
5713,clas6,2.575,0.8155,0.036233,0.00095209,0.0020077,F2,d,e,nc,1,1
5714,clas6,2.575,0.8245,0.036159,0.00092835,0.0020037,F2,d,e,nc,1,1
5715,clas6,2.575,0.8335,0.029561,0.00085983,0.0016345,F2,d,e,nc,1,1
5716,clas6,2.575,0.8425,0.028516,0.00081471,0.001567,F2,d,e,nc,1,1
5717,clas6,2.575,0.8515,0.026613,0.00083029,0.0014585,F2,d,e,nc,1,1
5718,clas6,2.575,0.8605,0.022863,0.00065727,0.0012489,F2,d,e,nc,1,1
5719,clas6,2.575,0.8695,0.020635,0.00069983,0.0011197,F2,d,e,nc,1,1
5720,clas6,2.575,0.8785,0.01806,0.00072377,0.00097814,F2,d,e,nc,1,1
5721,clas6,2.575,0.8875,0.018626,0.00057321,0.0010016,F2,d,e,nc,1,1
5722,clas6,2.575,0.8965,0.017017,0.00055374,0.00091278,F2,d,e,nc,1,1
5723,clas6,2.575,0.9055,0.017283,0.00049869,0.00092373,F2,d,e,nc,1,1
5724,clas6,2.575,0.9145,0.017033,0.00058571,0.00090772,F2,d,e,nc,1,1
5725,clas6,2.575,0.9235,0.019066,0.00063247,0.0010203,F2,d,e,nc,1,1
5726,clas6,2.575,0.9325,0.022025,0.00067196,0.0011872,F2,d,e,nc,1,1
5727,clas6,2.575,0.9415,0.025894,0.00073969,0.0014019,F2,d,e,nc,1,1
5728,clas6,2.575,0.9505,0.028055,0.00078483,0.0015311,F2,d,e,nc,1,1
5729,clas6,2.575,0.9595,0.030526,0.00098561,0.0016757,F2,d,e,nc,1,1
5730,clas6,2.575,0.9685,0.034864,0.00099113,0.0019284,F2,d,e,nc,1,1
5731,clas6,2.575,0.9775,0.038591,0.0011496,0.0021511,F2,d,e,nc,1,1
5732,clas6,2.575,0.9865,0.039145,0.0012272,0.0021926,F2,d,e,nc,1,1
5733,clas6,2.575,0.9955,0.042098,0.001205,0.0023634,F2,d,e,nc,1,1
5734,clas6,2.575,1.0045,0.041223,0.0012537,0.002319,F2,d,e,nc,1,1
5735,clas6,2.575,1.0135,0.039651,0.0011224,0.0022274,F2,d,e,nc,1,1
5736,clas6,2.575,1.0225,0.034274,0.0011518,0.0019156,F2,d,e,nc,1,1
5737,clas6,2.575,1.0315,0.031271,0.0010715,0.001751,F2,d,e,nc,1,1
5738,clas6,2.575,1.0405,0.026193,0.0010254,0.0014615,F2,d,e,nc,1,1
5739,clas6,2.575,1.0495,0.022754,0.00097843,0.0012623,F2,d,e,nc,1,1
5740,clas6,2.575,1.0585,0.020789,0.00083017,0.0011564,F2,d,e,nc,1,1
5741,clas6,2.575,1.0675,0.016338,0.00072927,0.00090212,F2,d,e,nc,1,1
5742,clas6,2.575,1.0765,0.016173,0.00075855,0.00088523,F2,d,e,nc,1,1
5743,clas6,2.575,1.0855,0.012486,0.00068174,0.00068249,F2,d,e,nc,1,1
5744,clas6,2.575,1.0945,0.010962,0.00059567,0.00059788,F2,d,e,nc,1,1
5745,clas6,2.575,1.1035,0.0085651,0.0005806,0.00046388,F2,d,e,nc,1,1
5746,clas6,2.575,1.1125,0.0079234,0.00045075,0.00042804,F2,d,e,nc,1,1
5747,clas6,2.575,1.1215,0.0075358,0.00051854,0.00041092,F2,d,e,nc,1,1
5748,clas6,2.575,1.1305,0.0057385,0.00038172,0.00030861,F2,d,e,nc,1,1
5749,clas6,2.575,1.1395,0.0043261,0.00052869,0.00023359,F2,d,e,nc,1,1
5750,clas6,2.575,1.1485,0.004508,0.00034175,0.00024206,F2,d,e,nc,1,1
5751,clas6,2.575,1.1575,0.0036621,0.00038043,0.00019566,F2,d,e,nc,1,1
5752,clas6,2.575,1.1665,0.0036462,0.00031266,0.00019827,F2,d,e,nc,1,1
5753,clas6,2.575,1.1755,0.0032701,0.00028571,0.00017549,F2,d,e,nc,1,1
5754,clas6,2.575,1.1845,0.0023999,0.00033994,0.00012872,F2,d,e,nc,1,1
5755,clas6,2.575,1.1935,0.0025667,0.00025797,0.00013771,F2,d,e,nc,1,1
5756,clas6,2.575,1.2025,0.0017777,0.0003207,9.5604e-05,F2,d,e,nc,1,1
5757,clas6,2.575,1.2115,0.0017744,0.00032377,9.4932e-05,F2,d,e,nc,1,1
5758,clas6,2.575,1.2205,0.0018254,0.00031865,9.7908e-05,F2,d,e,nc,1,1
5759,clas6,2.575,1.2295,0.0021493,0.00024818,0.00011604,F2,d,e,nc,1,1
5760,clas6,2.575,1.2385,0.0015174,0.00020098,8.1796e-05,F2,d,e,nc,1,1
5761,clas6,2.575,1.2475,0.0015471,0.00019809,8.2657e-05,F2,d,e,nc,1,1
5762,clas6,2.575,1.2565,0.0009304,0.00029913,5.0124e-05,F2,d,e,nc,1,1
5763,clas6,2.575,1.2655,0.00071651,0.00026419,3.7943e-05,F2,d,e,nc,1,1
5764,clas6,2.575,1.2745,0.00081706,0.00032063,4.4386e-05,F2,d,e,nc,1,1
5765,clas6,2.575,1.2835,0.00086273,0.00015251,4.6102e-05,F2,d,e,nc,1,1
5766,clas6,2.575,1.2925,0.00082703,0.00014183,4.4133e-05,F2,d,e,nc,1,1
5767,clas6,2.575,1.3015,0.00089517,0.00015583,4.8413e-05,F2,d,e,nc,1,1
5768,clas6,2.575,1.3105,0.00074192,0.00013546,3.9029e-05,F2,d,e,nc,1,1
5769,clas6,2.575,1.3195,0.00078356,0.00014073,4.1499e-05,F2,d,e,nc,1,1
5770,clas6,2.575,1.3285,0.00062112,0.00012951,3.2805e-05,F2,d,e,nc,1,1
5771,clas6,2.575,1.3375,0.0007073,0.00014438,3.7812e-05,F2,d,e,nc,1,1
5772,clas6,2.575,1.3465,0.00080503,0.00014949,4.2816e-05,F2,d,e,nc,1,1
5773,clas6,2.575,1.3555,1.0264e-05,0.00037296,5.4634e-07,F2,d,e,nc,1,1
5774,clas6,2.575,1.3645,0.00040849,9.6283e-05,2.14e-05,F2,d,e,nc,1,1
5775,clas6,2.575,1.3735,0.00071385,0.00014571,3.8139e-05,F2,d,e,nc,1,1
5776,clas6,2.575,1.3825,0.00035618,0.00010739,1.9723e-05,F2,d,e,nc,1,1
5777,clas6,2.575,1.3915,0.00042202,0.0001055,2.2367e-05,F2,d,e,nc,1,1
5778,clas6,2.575,1.4005,0.00038751,0.00010006,2.0643e-05,F2,d,e,nc,1,1
5779,clas6,2.575,1.4095,0.0003727,9.623e-05,1.9784e-05,F2,d,e,nc,1,1
5780,clas6,2.575,1.4185,0.00040261,9.7647e-05,2.0958e-05,F2,d,e,nc,1,1
5781,clas6,2.575,1.4275,0.00030312,8.7502e-05,1.6502e-05,F2,d,e,nc,1,1
5782,clas6,2.575,1.4365,0.00023708,7.9028e-05,1.2646e-05,F2,d,e,nc,1,1
5783,clas6,2.575,1.4455,7.3956e-05,4.2699e-05,3.9856e-06,F2,d,e,nc,1,1
5784,clas6,2.575,1.4545,0.00026025,9.2012e-05,1.4174e-05,F2,d,e,nc,1,1
5785,clas6,2.575,1.4635,0.00026399,8.7996e-05,1.3976e-05,F2,d,e,nc,1,1
5786,clas6,2.575,1.4725,9.1274e-05,0.00027184,4.895e-06,F2,d,e,nc,1,1
5787,clas6,2.575,1.4815,4.6121e-06,0.00023701,2.5509e-07,F2,d,e,nc,1,1
5788,clas6,2.575,1.4905,0.00022672,7.1696e-05,1.2145e-05,F2,d,e,nc,1,1
5789,clas6,2.575,1.4995,0.00023153,6.6837e-05,1.2052e-05,F2,d,e,nc,1,1
5790,clas6,2.575,1.5085,0.00014262,6.3783e-05,7.677e-06,F2,d,e,nc,1,1
5791,clas6,2.575,1.5175,0.00017978,6.7951e-05,9.5186e-06,F2,d,e,nc,1,1
5792,clas6,2.575,1.5265,7.1297e-05,4.1163e-05,3.7606e-06,F2,d,e,nc,1,1
5793,clas6,2.575,1.5355,0.00017925,6.7751e-05,9.4728e-06,F2,d,e,nc,1,1
5794,clas6,2.575,1.5445,0.00013855,5.6562e-05,7.2965e-06,F2,d,e,nc,1,1
5795,clas6,2.575,1.5535,0.00022555,7.1325e-05,1.1872e-05,F2,d,e,nc,1,1
5796,clas6,2.575,1.5625,0.00021306,8.6982e-05,1.15e-05,F2,d,e,nc,1,1
5797,clas6,2.575,1.5715,0.0001461,5.9645e-05,7.7192e-06,F2,d,e,nc,1,1
5798,clas6,2.575,1.5985,0.00012382,5.0548e-05,6.5119e-06,F2,d,e,nc,1,1
5799,clas6,2.625,0.2935,0.27173,0.0011249,0.015118,F2,d,e,nc,1,1
5800,clas6,2.625,0.3025,0.25525,0.0011232,0.014157,F2,d,e,nc,1,1
5801,clas6,2.625,0.3115,0.23792,0.0010908,0.013183,F2,d,e,nc,1,1
5802,clas6,2.625,0.3205,0.22476,0.0011275,0.012442,F2,d,e,nc,1,1
5803,clas6,2.625,0.3295,0.22392,0.0011567,0.012393,F2,d,e,nc,1,1
5804,clas6,2.625,0.3385,0.22427,0.0011379,0.012372,F2,d,e,nc,1,1
5805,clas6,2.625,0.3475,0.21704,0.0011662,0.011988,F2,d,e,nc,1,1
5806,clas6,2.625,0.3565,0.21003,0.0011828,0.011603,F2,d,e,nc,1,1
5807,clas6,2.625,0.3655,0.20656,0.0012293,0.011437,F2,d,e,nc,1,1
5808,clas6,2.625,0.3745,0.21473,0.0012813,0.011944,F2,d,e,nc,1,1
5809,clas6,2.625,0.3835,0.20522,0.0013326,0.011386,F2,d,e,nc,1,1
5810,clas6,2.625,0.3925,0.19173,0.0013595,0.01059,F2,d,e,nc,1,1
5811,clas6,2.625,0.4015,0.18538,0.0013935,0.010203,F2,d,e,nc,1,1
5812,clas6,2.625,0.4105,0.1859,0.001434,0.010262,F2,d,e,nc,1,1
5813,clas6,2.625,0.4195,0.1864,0.001469,0.010309,F2,d,e,nc,1,1
5814,clas6,2.625,0.4285,0.18181,0.0015041,0.010097,F2,d,e,nc,1,1
5815,clas6,2.625,0.4375,0.16834,0.0014702,0.0092787,F2,d,e,nc,1,1
5816,clas6,2.625,0.4465,0.16697,0.0014444,0.009204,F2,d,e,nc,1,1
5817,clas6,2.625,0.4555,0.15794,0.001451,0.008668,F2,d,e,nc,1,1
5818,clas6,2.625,0.4645,0.16322,0.0014754,0.0090142,F2,d,e,nc,1,1
5819,clas6,2.625,0.4735,0.15644,0.0015118,0.0086217,F2,d,e,nc,1,1
5820,clas6,2.625,0.4825,0.1538,0.0014991,0.0084903,F2,d,e,nc,1,1
5821,clas6,2.625,0.4915,0.14394,0.0014325,0.007929,F2,d,e,nc,1,1
5822,clas6,2.625,0.5005,0.13962,0.0013375,0.0076881,F2,d,e,nc,1,1
5823,clas6,2.625,0.5095,0.13546,0.0012047,0.0074446,F2,d,e,nc,1,1
5824,clas6,2.625,0.5185,0.13576,0.0013139,0.0075381,F2,d,e,nc,1,1
5825,clas6,2.625,0.5275,0.13113,0.001353,0.0072314,F2,d,e,nc,1,1
5826,clas6,2.625,0.5365,0.12669,0.0013196,0.0069703,F2,d,e,nc,1,1
5827,clas6,2.625,0.5455,0.12673,0.0013231,0.0070063,F2,d,e,nc,1,1
5828,clas6,2.625,0.5545,0.1165,0.0013356,0.0064334,F2,d,e,nc,1,1
