,E,theta,E',x,Q2,epsilon,W2,Gamma_v,sigma(ub/nucleon),%stat_u,%syst_u,%rad1_c,%rad2_c,y,value,obs,target,curent,lepton beam,units
589,5.648,10.566,1.943,0.05354,0.3722,0.607,7.46,0.003049,0.2031,1.4574101427868,1.81191531265386,1.76267848350566,0.758247168882324,0.655984419263456,0.608965343450495,sig_r,d,e,NC,1
590,5.648,10.566,1.962,0.05432,0.3758,0.611,7.422,0.003066,0.2002,1.47352647352647,1.81318681318681,1.71828171828172,0.739260739260739,0.652620396600567,0.614368378002473,sig_r,d,e,NC,1
591,5.648,10.566,1.98,0.05511,0.3793,0.616,7.383,0.003084,0.201,1.47761194029851,1.80597014925373,1.62189054726368,0.711442786069652,0.64943342776204,0.620939541485287,sig_r,d,e,NC,1
592,5.648,10.566,2.2,0.06511,0.4213,0.667,6.93,0.003306,0.2139,1.18747078073866,1.71575502571295,1.20149602618046,0.414212248714352,0.610481586402266,0.683902844716171,sig_r,d,e,NC,1
593,5.648,10.566,2.223,0.06627,0.4259,0.672,6.881,0.003332,0.2135,1.1943793911007,1.71428571428571,1.27868852459016,0.392037470725995,0.606409348441926,0.690279938961757,sig_r,d,e,NC,1
594,5.648,10.566,2.247,0.06744,0.4304,0.677,6.832,0.003358,0.2115,1.19621749408983,1.70685579196217,1.28132387706856,0.367375886524823,0.602160056657224,0.695624251034908,sig_r,d,e,NC,1
595,5.648,10.566,2.271,0.06864,0.435,0.682,6.782,0.003384,0.2144,1.18936567164179,1.70242537313433,1.27332089552239,0.348414179104478,0.597910764872521,0.701169626098203,sig_r,d,e,NC,1
596,5.648,10.566,2.295,0.06985,0.4395,0.687,6.733,0.003411,0.2103,1.19828815977175,1.70708511650024,1.21730860675226,0.334759866856871,0.593661473087819,0.706269334889604,sig_r,d,e,NC,1
597,5.648,10.566,2.319,0.07108,0.4441,0.693,6.684,0.003438,0.2215,1.15575620767494,1.67945823927765,1.21444695259594,0.298871331828442,0.589412181303116,0.712594505006851,sig_r,d,e,NC,1
598,5.648,10.566,2.342,0.07232,0.4486,0.698,6.635,0.003465,0.2192,1.15419708029197,1.67883211678832,1.2271897810219,0.283302919708029,0.585339943342776,0.718054435381269,sig_r,d,e,NC,1
599,5.648,10.566,2.366,0.07359,0.4532,0.702,6.585,0.003492,0.2206,1.14233907524932,1.66817769718948,1.21940163191296,0.262012692656392,0.581090651558074,0.72207002166718,sig_r,d,e,NC,1
600,5.648,10.566,2.39,0.07487,0.4577,0.707,6.536,0.00352,0.2193,1.14455084359325,1.66894664842681,1.2311901504788,0.247150022799818,0.576841359773371,0.726666208636944,sig_r,d,e,NC,1
601,5.648,10.566,2.414,0.07617,0.4623,0.712,6.487,0.003548,0.2243,1.12349531876951,1.6540347748551,1.21266161390994,0.225590726705305,0.572592067988668,0.731449744810363,sig_r,d,e,NC,1
602,5.648,10.566,2.437,0.07749,0.4669,0.717,6.438,0.003577,0.2289,1.10965487112276,1.64263870685889,1.19702927042377,0.202271734381826,0.568519830028329,0.736722595764296,sig_r,d,e,NC,1
603,5.648,10.566,2.461,0.07883,0.4714,0.722,6.389,0.003606,0.2259,1.11553784860558,1.6423196104471,1.21292607348384,0.191677733510403,0.564270538243626,0.740925266589617,sig_r,d,e,NC,1
604,5.648,10.566,2.485,0.08019,0.476,0.726,6.34,0.003635,0.2244,1.11853832442068,1.64438502673797,1.23885918003565,0.176916221033868,0.560021246458923,0.744282868674028,sig_r,d,e,NC,1
605,5.648,10.566,2.5,0.08103,0.4788,0.729,6.31,0.003653,0.2268,0.99647266313933,1.63139329805996,1.23015873015873,0.164462081128748,0.557365439093484,0.746592611403477,sig_r,d,e,NC,1
606,5.648,10.566,2.509,0.08157,0.4805,0.731,6.291,0.003664,0.232,1.10344827586207,1.625,1.20258620689655,0.158189655172414,0.555771954674221,0.748216717178441,sig_r,d,e,NC,1
607,5.648,10.566,2.527,0.08262,0.4839,0.735,6.254,0.003686,0.2263,1.00309323906319,1.63057887759611,1.14007954043305,0.151568714096332,0.552584985835694,0.751411001759515,sig_r,d,e,NC,1
608,5.648,10.566,2.533,0.08297,0.4851,0.736,6.242,0.003694,0.23,1.10869565217391,1.6304347826087,1.16521739130435,0.146521739130435,0.551522662889518,0.752325470978182,sig_r,d,e,NC,1
609,5.648,10.566,2.554,0.08423,0.4891,0.74,6.198,0.003721,0.2261,0.999557717823972,1.62317558602388,1.19858469703671,0.13312693498452,0.547804532577904,0.75534345951158,sig_r,d,e,NC,1
610,5.648,10.566,2.556,0.08439,0.4896,0.74,6.193,0.003724,0.2333,1.10158594084869,1.60737248178311,1.04157736819546,0.129018431204458,0.547450424929178,0.755600693799181,sig_r,d,e,NC,1
611,5.648,10.566,2.581,0.08587,0.4943,0.745,6.142,0.003755,0.232,0.987068965517241,1.61206896551724,1.17672413793103,0.116810344827586,0.543024079320113,0.759098438307438,sig_r,d,e,NC,1
612,5.648,10.566,2.608,0.08754,0.4995,0.75,6.086,0.00379,0.2299,0.983036102653328,1.61374510656807,1.16572422792518,0.107438016528926,0.538243626062323,0.762674696776265,sig_r,d,e,NC,1
613,5.648,10.566,2.635,0.08924,0.5046,0.755,6.031,0.003825,0.2356,0.963497453310696,1.60016977928693,1.10780984719864,0.0895585738539898,0.533463172804533,0.765766530184507,sig_r,d,e,NC,1
614,5.648,10.566,2.662,0.09098,0.5098,0.76,5.974,0.003861,0.2355,0.963906581740977,1.59235668789809,1.0828025477707,0.0768577494692144,0.528682719546742,0.768982598936755,sig_r,d,e,NC,1
615,5.648,10.566,2.689,0.09274,0.515,0.765,5.918,0.003897,0.2386,0.95138306789606,1.58843252305113,1.06454316848282,0.0628667225481978,0.523902266288952,0.772017719994325,sig_r,d,e,NC,1
616,5.648,10.566,2.716,0.09453,0.5202,0.769,5.863,0.003934,0.2365,0.951374207188161,1.58562367864693,1.07399577167019,0.053276955602537,0.519121813031161,0.773863454359107,sig_r,d,e,NC,1
617,5.648,10.566,2.743,0.09636,0.5253,0.774,5.807,0.003971,0.2394,0.935672514619883,1.57894736842105,1.05680868838764,0.0402673350041771,0.514341359773371,0.776236937201339,sig_r,d,e,NC,1
618,5.648,10.566,2.77,0.09823,0.5305,0.779,5.751,0.004009,0.2415,0.935817805383023,1.56935817805383,1.04761904761905,0.0323809523809524,0.509560906515581,0.778723180866649,sig_r,d,e,NC,1
619,5.648,10.566,2.797,0.10012,0.5357,0.783,5.695,0.004047,0.2474,0.917542441390461,1.5642683912692,0.970088924818108,0.019482619240097,0.50478045325779,0.780028782626775,sig_r,d,e,NC,1
620,5.648,10.566,2.824,0.10206,0.5409,0.788,5.639,0.004085,0.2481,0.914953647722692,1.55582426440951,1.02781136638452,0.0121322047561467,0.5,0.782145865274822,sig_r,d,e,NC,1
621,5.648,10.566,2.84,0.10324,0.544,0.791,5.606,0.004108,0.2472,0.865695792880259,1.55339805825243,1.03155339805825,0.00732200647249191,0.497167138810198,0.783400864922392,sig_r,d,e,NC,1
622,5.648,10.566,2.851,0.10403,0.546,0.792,5.583,0.004124,0.2536,0.910883280757098,1.54574132492114,0.997634069400631,0.00237381703470032,0.49521954674221,0.782799668710381,sig_r,d,e,NC,1
623,5.648,10.566,2.871,0.10551,0.5499,0.796,5.542,0.004153,0.2477,0.872022607993541,1.55026241421074,1.15058538554703,0.0048849414614453,0.491678470254957,0.784542845264643,sig_r,d,e,NC,1
624,5.648,10.566,2.878,0.10604,0.5512,0.797,5.527,0.004163,0.2469,0.923450789793439,1.55123531794249,0.988254353989469,0.00733090319967598,0.490439093484419,0.784547549280901,sig_r,d,e,NC,1
625,5.648,10.566,2.902,0.10784,0.5558,0.801,5.478,0.004198,0.249,0.863453815261044,1.5421686746988,0.959839357429719,0.0120883534136546,0.486189801699717,0.785445818987183,sig_r,d,e,NC,1
626,5.648,10.566,2.905,0.10809,0.5564,0.801,5.471,0.004203,0.2484,0.921900161030596,1.54186795491143,0.889694041867955,0.0121175523349436,0.485658640226629,0.785126368428812,sig_r,d,e,NC,1
627,5.648,10.566,2.932,0.11021,0.5616,0.805,5.415,0.004243,0.2535,0.856015779092702,1.534516765286,1.04536489151874,0.0213806706114398,0.480878186968838,0.785521562707956,sig_r,d,e,NC,1
628,5.648,10.566,2.963,0.11264,0.5675,0.81,5.351,0.004289,0.2568,0.845015576323988,1.5303738317757,0.985202492211838,0.0305295950155763,0.475389518413598,0.785957602485198,sig_r,d,e,NC,1
629,5.648,10.566,2.994,0.11512,0.5734,0.815,5.288,0.004335,0.2577,0.838183934807916,1.52502910360885,0.989522700814901,0.0374078385719829,0.469900849858357,0.786155260047461,sig_r,d,e,NC,1
630,5.648,10.566,3.024,0.11766,0.5793,0.819,5.224,0.004382,0.2623,0.827296988181472,1.51353412123523,1.02935569958063,0.043842927945101,0.464589235127479,0.785824732066114,sig_r,d,e,NC,1
631,5.648,10.566,3.055,0.12026,0.5852,0.824,5.161,0.004429,0.2612,0.82312404287902,1.51225114854518,0.941807044410414,0.0509188361408882,0.459100566572238,0.785551125303752,sig_r,d,e,NC,1
632,5.648,10.566,3.086,0.12293,0.591,0.828,5.097,0.004477,0.2613,0.822809031764256,1.5078453884424,0.937619594336012,0.0554917719096824,0.453611898016997,0.78382436392115,sig_r,d,e,NC,1
633,5.648,10.566,3.117,0.12566,0.5969,0.833,5.034,0.004526,0.2664,0.807057057057057,1.5015015015015,0.964714714714715,0.0634384384384384,0.448123229461756,0.783081387400092,sig_r,d,e,NC,1
634,5.648,10.566,3.147,0.12845,0.6028,0.837,4.97,0.004574,0.2701,0.803406145871899,1.49203998519067,0.903369122547205,0.0647908182154757,0.442811614730878,0.781839924145318,sig_r,d,e,NC,1
635,5.648,10.566,3.178,0.13132,0.6087,0.841,4.907,0.004623,0.2759,0.79014135556361,1.48604566872055,0.880753896339253,0.0677781805001812,0.437322946175637,0.7796996023798,sig_r,d,e,NC,1
636,5.648,10.566,3.209,0.13426,0.6146,0.846,4.843,0.004672,0.2744,0.794460641399417,1.4832361516035,0.903790087463557,0.0747084548104956,0.431834277620397,0.7782551798976,sig_r,d,e,NC,1
637,5.648,10.566,3.239,0.13727,0.6204,0.85,4.78,0.004722,0.2787,0.792967348403301,1.47470398277718,0.900609974883387,0.0782203085755293,0.426522662889518,0.776084134890277,sig_r,d,e,NC,1
638,5.648,10.566,3.27,0.14036,0.6263,0.854,4.716,0.004772,0.2824,0.78257790368272,1.46600566572238,1.20042492917847,0.0793201133144476,0.421033994334278,0.77326972025217,sig_r,d,e,NC,1
639,5.648,10.566,3.301,0.14353,0.6322,0.858,4.653,0.004823,0.2855,0.777583187390543,1.46059544658494,0.910683012259194,0.082661996497373,0.415545325779037,0.770233495189656,sig_r,d,e,NC,1
640,5.648,10.566,3.669,0.18922,0.7027,0.899,3.891,0.005426,0.3312,0.703502415458937,1.38586956521739,0.588768115942029,0.072463768115942,0.350389518413598,0.713381797101167,sig_r,d,e,NC,1
641,5.648,10.566,3.709,0.19517,0.7103,0.903,3.809,0.005489,0.3361,0.702171972627194,1.37756620053555,0.226718238619459,0.067836953287712,0.343307365439093,0.704997390036519,sig_r,d,e,NC,1
642,5.648,10.566,3.748,0.20138,0.7179,0.907,3.727,0.005549,0.3354,0.700655933214073,1.37149672033393,0.174418604651163,0.0646988670244484,0.336402266288952,0.696963338593654,sig_r,d,e,NC,1
643,5.648,10.566,3.788,0.20785,0.7255,0.91,3.645,0.005608,0.3464,0.689953810623557,1.35969976905312,0.137990762124711,0.055715935334873,0.329320113314448,0.687207371173499,sig_r,d,e,NC,1
644,5.648,10.566,3.828,0.2146,0.7331,0.914,3.563,0.005664,0.3426,0.688849970811442,1.35726795096322,0.145942790426153,0.0548744892002335,0.322237960339943,0.677918861391443,sig_r,d,e,NC,1
645,5.648,10.566,3.867,0.22165,0.7407,0.917,3.481,0.005719,0.3505,0.676176890156919,1.37803138373752,0.134094151212553,0.0485021398002853,0.315332861189802,0.668256428942149,sig_r,d,e,NC,1
646,5.648,10.566,3.907,0.22903,0.7483,0.92,3.399,0.00577,0.3499,0.674478422406402,1.37182052014861,0.146327522149185,0.0400114318376679,0.308250708215297,0.657673185700934,sig_r,d,e,NC,1
647,5.648,10.566,3.947,0.23675,0.7559,0.924,3.317,0.005817,0.3494,0.66971951917573,1.36519748139668,0.153405838580424,0.0314825414997138,0.301168555240793,0.647529531377494,sig_r,d,e,NC,1
648,5.648,10.566,3.986,0.24483,0.7635,0.927,3.235,0.005861,0.3635,0.651994497936726,1.35625859697387,0.165337001375516,0.0182668500687758,0.294263456090651,0.637056458475286,sig_r,d,e,NC,1
649,5.648,10.566,4.026,0.25332,0.7711,0.93,3.153,0.0059,0.3669,0.645952575633688,1.34641591714364,0.193785772690106,0.0,0.287181303116147,0.625684165448936,sig_r,d,e,NC,1
650,5.648,10.566,4.066,0.26222,0.7787,0.933,3.071,0.005933,0.3634,0.66042927903137,1.39240506329114,0.520088057237204,0.0676940011007155,0.280099150141643,0.614063981370302,sig_r,d,e,NC,1
651,5.648,10.566,4.105,0.27159,0.7863,0.936,2.989,0.005961,0.3985,0.607277289836888,1.28481806775408,0.00346298619824341,0.000923462986198243,0.273194050991501,0.602830995492462,sig_r,d,e,NC,1
652,5.648,10.566,4.145,0.28145,0.7939,0.938,2.907,0.005981,0.4041,0.603810937886662,1.28186092551349,0.299430833951992,0.0626082652808711,0.266111898016997,0.590093706225221,sig_r,d,e,NC,1
653,5.648,10.566,4.173,0.28867,0.7992,0.94,2.85,0.005991,0.4073,0.65553645961208,1.27670022096735,0.174073164743432,0.0766020132580408,0.261154390934844,0.58139696749732,sig_r,d,e,NC,1
654,5.648,10.566,4.185,0.29184,0.8015,0.941,2.825,0.005994,0.4076,0.603532875368008,1.27330716388616,0.180323846908734,0.0807163886162905,0.259029745042493,0.577765208511641,sig_r,d,e,NC,1
655,5.648,10.566,4.218,0.301,0.8078,0.943,2.756,0.005998,0.4003,0.662003497376967,1.26904821383962,0.197102173369973,0.0899325505870597,0.253186968838527,0.567171947039359,sig_r,d,e,NC,1
656,5.648,10.566,4.224,0.30282,0.8091,0.943,2.743,0.005998,0.402,0.601990049751244,1.26865671641791,0.19726368159204,0.0895522388059701,0.252124645892351,0.565225865709646,sig_r,d,e,NC,1
657,5.648,10.566,4.263,0.31413,0.8165,0.946,2.663,0.005992,0.3875,0.668387096774194,1.26967741935484,0.214709677419355,0.0936774193548387,0.24521954674221,0.552802857932793,sig_r,d,e,NC,1
658,5.648,10.566,4.264,0.31442,0.8167,0.946,2.661,0.005992,0.3845,0.613784135240572,1.27178153446034,0.216384915474642,0.094408322496749,0.245042492917847,0.552450747822503,sig_r,d,e,NC,1
659,5.648,10.566,4.308,0.32814,0.8251,0.948,2.57,0.005972,0.3922,0.665476797552269,1.26721060683325,0.201682814890362,0.103008669046405,0.237252124645892,0.537452149334563,sig_r,d,e,NC,1
660,5.648,10.566,4.353,0.34312,0.8338,0.951,2.477,0.005936,0.3879,0.662541892240268,1.26321216808456,0.251869038411962,0.117556071152359,0.229284702549575,0.522544377502029,sig_r,d,e,NC,1
661,5.648,10.566,4.398,0.35919,0.8424,0.953,2.383,0.005881,0.3991,0.651465798045603,1.23778501628664,0.278125783011777,0.174893510398396,0.221317280453258,0.506712650997248,sig_r,d,e,NC,1
662,5.648,10.566,4.443,0.37646,0.851,0.956,2.29,0.005805,0.4155,0.640192539109507,1.21058965102286,0.322503008423586,0.235138387484958,0.213349858356941,0.491175476428759,sig_r,d,e,NC,1
663,5.648,10.566,4.488,0.39508,0.8597,0.958,2.197,0.005707,0.3898,0.643919958953309,1.20574653668548,0.356593124679323,0.255259107234479,0.205382436260623,0.475004423394965,sig_r,d,e,NC,1
664,5.648,10.566,4.534,0.4152,0.8683,0.96,2.103,0.005582,0.3505,0.667617689015692,1.22681883024251,0.388017118402282,0.223680456490728,0.197237960339943,0.457926984534625,sig_r,d,e,NC,1
665,5.648,10.566,4.579,0.43702,0.877,0.962,2.01,0.005427,0.3229,0.696810157943636,1.24496748219263,0.418086094766181,0.187054815732425,0.189270538243626,0.441339955551109,sig_r,d,e,NC,1
666,5.648,10.566,4.624,0.46077,0.8856,0.964,1.917,0.005241,0.3093,0.717749757516974,1.25767862916263,0.459101196249596,0.172971225347559,0.181303116147309,0.424452823574987,sig_r,d,e,NC,1
667,5.648,10.566,4.669,0.4867,0.8942,0.966,1.823,0.005019,0.314,0.71656050955414,1.25477707006369,0.503184713375796,0.189808917197452,0.173335694050992,0.407377808834671,sig_r,d,e,NC,1
668,5.648,10.566,4.714,0.51513,0.9029,0.967,1.73,0.004758,0.3361,0.696221362689676,1.23177625706635,0.535554894376674,0.260339184766439,0.165368271954674,0.389804475348169,sig_r,d,e,NC,1
669,5.648,10.566,4.759,0.54646,0.9115,0.969,1.637,0.004453,0.3848,0.657484407484408,1.18243243243243,0.563929313929314,0.410602910602911,0.157400849858357,0.372385234099463,sig_r,d,e,NC,1
670,5.648,10.566,4.804,0.58113,0.9202,0.971,1.544,0.004103,0.4437,0.613026819923372,1.11336488618436,0.606265494703629,0.642325895875592,0.14943342776204,0.354873237129201,sig_r,d,e,NC,1
671,5.648,10.566,4.849,0.61972,0.9288,0.972,1.45,0.003702,0.4253,0.597225487890901,1.06513049612039,0.743004937691042,0.846461321420174,0.141466005665722,0.336768059886614,sig_r,d,e,NC,1
672,5.648,14.566,0.386,0.01419,0.1401,0.134,10.612,0.001079,0.07157,8.71873690093615,6.55302501047925,11.4433421824787,36.3280704205673,0.931657223796034,0.152035141008005,sig_r,d,e,NC,1
673,5.648,14.566,0.39,0.01435,0.1416,0.135,10.606,0.00108,0.08389,7.41447133150554,5.686017403743,9.75086422696388,30.2777446656336,0.930949008498584,0.154726213087018,sig_r,d,e,NC,1
674,5.648,14.566,0.394,0.01452,0.1431,0.136,10.593,0.001081,0.07867,7.84288801321978,5.87263251557137,10.3978644972671,31.3969747044617,0.930240793201133,0.157436786234465,sig_r,d,e,NC,1
675,5.648,14.566,0.398,0.01468,0.1446,0.138,10.587,0.001082,0.08841,6.92229385816084,5.29351883271123,9.17317045583079,27.3724691776948,0.929532577903683,0.161336853837155,sig_r,d,e,NC,1
676,5.648,14.566,0.403,0.01485,0.1461,0.139,10.575,0.001082,0.09182,6.64343280331083,5.0642561533435,8.91962535395339,25.5935526029188,0.92864730878187,0.163656258689796,sig_r,d,e,NC,1
677,5.648,14.566,0.407,0.01501,0.1477,0.141,10.569,0.001083,0.07773,7.56464685449633,5.67348514087225,10.4721471761225,29.5896050430979,0.927939093484419,0.167851051707225,sig_r,d,e,NC,1
678,5.648,14.566,0.411,0.01518,0.1492,0.142,10.557,0.001084,0.09363,6.33344013670832,4.84887322439389,8.84331944889458,23.9239559970095,0.927230878186969,0.170661607951455,sig_r,d,e,NC,1
679,5.648,14.566,0.415,0.01534,0.1507,0.143,10.552,0.001085,0.08689,6.6520888479687,5.06387386350558,9.46023708136725,25.2042812751755,0.926522662889518,0.173492251335072,sig_r,d,e,NC,1
680,5.648,14.566,0.419,0.01551,0.1522,0.145,10.541,0.001085,0.08765,6.52595550484883,4.95151169423845,9.48088990302339,24.4152880775813,0.925814447592068,0.177566454538064,sig_r,d,e,NC,1
681,5.648,14.566,0.423,0.01568,0.1537,0.146,10.53,0.001086,0.08391,6.69765224645453,5.04111548087236,9.92730306280539,24.9076391371708,0.925106232294618,0.180446814360817,sig_r,d,e,NC,1
682,5.648,14.566,0.428,0.01584,0.1552,0.148,10.524,0.001087,0.07578,7.24465558194774,5.3840063341251,10.8867775138559,26.9200316706255,0.924220963172805,0.184123013989955,sig_r,d,e,NC,1
683,5.648,14.566,0.432,0.01601,0.1567,0.149,10.514,0.001088,0.0892,6.16591928251121,4.69730941704036,9.19282511210762,22.4215246636771,0.923512747875354,0.187049740239779,sig_r,d,e,NC,1
684,5.648,14.566,0.436,0.01618,0.1583,0.151,10.503,0.001088,0.08986,6.13176051635878,4.60716670376141,9.05853549966615,21.7004228800356,0.922804532577904,0.191504424056443,sig_r,d,e,NC,1
685,5.648,14.566,0.438,0.01625,0.1588,0.151,10.497,0.001089,0.0795,7.0314465408805,5.0188679245283,10.1509433962264,24.4025157232704,0.922450424929179,0.191749850250928,sig_r,d,e,NC,1
686,5.648,14.566,0.44,0.01635,0.1598,0.152,10.492,0.001089,0.08595,6.28272251308901,4.70040721349622,9.3891797556719,22.2222222222222,0.922096317280453,0.19448208124927,sig_r,d,e,NC,1
687,5.648,14.566,0.442,0.01644,0.1606,0.153,10.487,0.00109,0.07629,7.2224406868528,5.09896447765107,10.4863022676629,24.7738891073535,0.921742209631728,0.196742921326661,sig_r,d,e,NC,1
688,5.648,14.566,0.444,0.01652,0.1613,0.153,10.482,0.00109,0.07826,6.8745208280092,4.97061078456427,10.2095578839765,23.8947099412216,0.921388101983003,0.197478713801175,sig_r,d,e,NC,1
689,5.648,14.566,0.447,0.01663,0.1623,0.154,10.477,0.00109,0.07316,7.4904319300164,5.18042646254784,10.7709130672499,25.1503553854565,0.920856940509915,0.199756233388665,sig_r,d,e,NC,1
690,5.648,14.566,0.448,0.01668,0.1628,0.155,10.477,0.001091,0.08316,6.42135642135642,4.68975468975469,9.46368446368446,22.005772005772,0.920679886685552,0.201796770715985,sig_r,d,e,NC,1
691,5.648,14.566,0.452,0.01682,0.164,0.156,10.467,0.001091,0.08523,6.46485979115335,4.56412061480699,9.18690601900739,21.0019946028394,0.919971671388102,0.204095851425306,sig_r,d,e,NC,1
692,5.648,14.566,0.456,0.01701,0.1657,0.158,10.457,0.001092,0.08448,6.45123106060606,4.5217803030303,9.28030303030303,20.7149621212121,0.919263456090652,0.208978841961823,sig_r,d,e,NC,1
693,5.648,14.566,0.461,0.0172,0.1674,0.159,10.448,0.001093,0.08419,6.35467395177575,4.47796650433543,9.15785722769925,20.3112008552085,0.918378186968838,0.212070642799984,sig_r,d,e,NC,1
694,5.648,14.566,0.466,0.01739,0.1692,0.161,10.439,0.001094,0.0802,6.53366583541147,4.57605985037407,9.4139650872818,20.8229426433915,0.917492917847025,0.216781475899223,sig_r,d,e,NC,1
695,5.648,14.566,0.471,0.01759,0.1709,0.162,10.424,0.001095,0.08359,6.23280296686207,4.37851417633688,8.92451250149539,19.4999401842326,0.916607648725212,0.219920021740129,sig_r,d,e,NC,1
696,5.648,14.566,0.475,0.01778,0.1726,0.164,10.415,0.001096,0.08405,6.10350981558596,4.30696014277216,8.8518738845925,18.9173111243308,0.915899433427762,0.22496762799552,sig_r,d,e,NC,1
697,5.648,14.566,0.48,0.01797,0.1743,0.166,10.406,0.001097,0.09181,5.62030279925934,3.99738590567476,8.09280034854591,16.9916131140399,0.915014164305949,0.22953787671413,sig_r,d,e,NC,1
698,5.648,14.566,0.485,0.01817,0.176,0.167,10.392,0.001097,0.09348,5.40222507488233,3.90457851946941,7.9482242190843,16.260162601626,0.914128895184136,0.23275284918606,sig_r,d,e,NC,1
699,5.648,14.566,0.49,0.01836,0.1777,0.169,10.383,0.001098,0.0844,5.92417061611374,4.13507109004739,8.72037914691943,17.654028436019,0.913243626062323,0.237390266314324,sig_r,d,e,NC,1
700,5.648,14.566,0.494,0.01856,0.1795,0.17,10.37,0.001099,0.08291,5.99445181522132,4.13701604149077,8.74442166204318,17.4888433240864,0.912535410764873,0.241460599208935,sig_r,d,e,NC,1
701,5.648,14.566,0.498,0.01869,0.1806,0.172,10.365,0.0011,0.08048,3.70278330019881,4.18737574552684,8.97117296222664,17.7683896620278,0.911827195467422,0.245093454696457,sig_r,d,e,NC,1
702,5.648,14.566,0.499,0.01875,0.1812,0.172,10.362,0.0011,0.07487,6.50460798717777,4.39428342460264,9.56324295445439,18.9662080940297,0.91165014164306,0.246172957499967,sig_r,d,e,NC,1
703,5.648,14.566,0.503,0.01891,0.1826,0.173,10.354,0.001101,0.07371,3.96147062813729,4.3956043956044,9.56450956450956,18.9933523266857,0.910941926345609,0.24921532324459,sig_r,d,e,NC,1
704,5.648,14.566,0.504,0.01895,0.1829,0.174,10.349,0.001101,0.086,5.74418604651163,3.94186046511628,8.23255813953489,16.1627906976744,0.910764872521246,0.250923026604584,sig_r,d,e,NC,1
705,5.648,14.566,0.508,0.01913,0.1846,0.175,10.343,0.001102,0.07958,3.69439557677808,4.1090726313144,8.75848203066097,17.089721035436,0.910056657223796,0.254817795292691,sig_r,d,e,NC,1
706,5.648,14.566,0.508,0.01914,0.1846,0.175,10.341,0.001102,0.07441,6.49106302916275,4.31393629888456,9.36702056175245,18.2771132912243,0.910056657223796,0.254817033765108,sig_r,d,e,NC,1
707,5.648,14.566,0.514,0.01936,0.1865,0.177,10.328,0.001103,0.08391,3.51567155285425,3.90895006554642,8.18734358240973,15.8503158145632,0.90899433427762,0.259630605349488,sig_r,d,e,NC,1
708,5.648,14.566,0.519,0.01958,0.1885,0.179,10.317,0.001104,0.07886,3.63936089272128,4.03246259193507,8.52143038295714,16.4849099670302,0.908109065155807,0.265332934608041,sig_r,d,e,NC,1
709,5.648,14.566,0.524,0.0198,0.1904,0.181,10.307,0.001105,0.0799,3.56695869837297,3.9549436795995,8.26032540675845,15.8948685857322,0.907223796033994,0.27080518731681,sig_r,d,e,NC,1
710,5.648,14.566,0.53,0.02003,0.1924,0.182,10.292,0.001106,0.07369,3.77256072737142,4.11181978558827,8.83430587596689,16.6915456642692,0.906161473087819,0.274520167759669,sig_r,d,e,NC,1
711,5.648,14.566,0.535,0.02025,0.1943,0.184,10.282,0.001107,0.07791,3.55538441791811,3.91477345655243,8.27878321139777,15.530740598126,0.905276203966006,0.280071573259927,sig_r,d,e,NC,1
712,5.648,14.566,0.541,0.02048,0.1963,0.186,10.268,0.001108,0.07736,3.55480868665977,3.89089968976215,8.31178903826267,15.253360910031,0.90421388101983,0.28536832658245,sig_r,d,e,NC,1
713,5.648,14.566,0.546,0.0207,0.1982,0.188,10.258,0.001109,0.08197,3.33048676345004,3.69647431987312,7.77113578138343,14.0295229962181,0.903328611898017,0.291011762949743,sig_r,d,e,NC,1
714,5.648,14.566,0.551,0.02093,0.2002,0.19,10.244,0.00111,0.07513,3.55384001064821,3.87328630374018,8.46532676693731,15.0405962997471,0.902443342776204,0.296999078696455,sig_r,d,e,NC,1
715,5.648,14.566,0.557,0.02116,0.2021,0.192,10.231,0.001111,0.07606,3.48409150670523,3.78648435445701,8.32237707073363,14.4622666316066,0.901381019830028,0.302126709053352,sig_r,d,e,NC,1
716,5.648,14.566,0.562,0.02138,0.2041,0.193,10.222,0.001112,0.07519,3.5111052001596,3.7770980183535,8.37877377310813,14.2306157733741,0.900495750708215,0.306622077715374,sig_r,d,e,NC,1
717,5.648,14.566,0.566,0.02154,0.2054,0.195,10.212,0.001113,0.07525,3.98671096345515,3.74750830564784,8.35880398671096,14.0863787375415,0.899787535410765,0.311245834051671,sig_r,d,e,NC,1
718,5.648,14.566,0.567,0.02161,0.206,0.195,10.209,0.001113,0.08045,3.29397141081417,3.57986326911125,7.78123057799876,13.0515848353014,0.899610481586402,0.312439117177916,sig_r,d,e,NC,1
719,5.648,14.566,0.572,0.0218,0.2077,0.197,10.198,0.001114,0.07492,3.97757608115323,3.71062466631073,8.36892685531233,13.7479978643887,0.898725212464589,0.317693511992802,sig_r,d,e,NC,1
720,5.648,14.566,0.573,0.02184,0.208,0.197,10.196,0.001114,0.07495,3.49566377585057,3.70913942628419,8.36557705136758,13.7424949966644,0.898548158640227,0.317980092394949,sig_r,d,e,NC,1
721,5.648,14.566,0.578,0.02206,0.2099,0.199,10.184,0.001115,0.07747,3.8337420937137,3.58848586549632,8.10636375371111,13.0373047631341,0.897662889518414,0.323887208885226,sig_r,d,e,NC,1
