,I,J,x,Q2,obs,target,curent,lepton beam,units,value,*%dST_u,*%dSR_u,*%1dN1_c,*%2dN1_c,*%3dN1_c,*%4dN1_c,*%5dN1_c,*%6dN1_c,*%7dN1_c,*%8dN1_c,*%1dN2_c,*%2dN2_c,*%3dN2_c,*%4dN2_c,*%5dN2_c,*%6dN2_c,*%7dN2_c,*%8dN2_c,%*norm_c
296,297,2,0.322,5.139,sig,d/p,e,nc,1,0.7975,4.5,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
297,298,2,0.8,13.918,sig,d/p,e,nc,1,1.0935,22.9,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
298,299,2,0.719,12.847,sig,d/p,e,nc,1,0.754,11.5,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
299,300,2,0.642,11.777,sig,d/p,e,nc,1,0.7265,7.6,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
300,301,2,0.569,10.706,sig,d/p,e,nc,1,0.716,6.9,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
301,302,2,0.5,9.635,sig,d/p,e,nc,1,0.7005,5.4,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
302,303,2,0.434,8.565,sig,d/p,e,nc,1,0.862,5.3,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
303,304,2,0.371,7.494,sig,d/p,e,nc,1,0.717,5.4,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
304,305,2,0.756,16.691,sig,d/p,e,nc,1,0.6945,14.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
305,306,2,0.683,15.407,sig,d/p,e,nc,1,0.725,8.9,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
306,307,2,0.614,14.123,sig,d/p,e,nc,1,0.7975,7.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
307,308,2,0.547,12.839,sig,d/p,e,nc,1,0.694,7.5,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
308,309,2,0.482,11.555,sig,d/p,e,nc,1,0.834,8.2,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
309,310,2,0.421,10.271,sig,d/p,e,nc,1,0.815,9.2,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
310,311,3,0.429,1.739,sig,d/p,e,nc,1,0.806,0.5,0.7,0.0,0,0.5,0.0,0.0,0.0,0,0,0.0,0,0.2,0,0.0,0.0,0,0,1
311,312,3,0.377,1.714,sig,d/p,e,nc,1,0.8255,0.4,0.7,0.0,0,0.5,0.0,0.0,0.0,0,0,0.0,0,0.2,0,0.0,0.0,0,0,1
312,313,3,0.327,1.682,sig,d/p,e,nc,1,0.8345,0.4,0.7,0.0,0,0.5,0.0,0.0,0.0,0,0,0.0,0,0.2,0,0.0,0.0,0,0,1
313,314,3,0.277,1.642,sig,d/p,e,nc,1,0.839,0.4,0.7,0.0,0,0.5,0.0,0.0,0.0,0,0,0.0,0,0.2,0,0.0,0.0,0,0,1
314,315,3,0.237,1.599,sig,d/p,e,nc,1,0.864,0.5,0.7,0.0,0,0.5,0.0,0.0,0.0,0,0,0.0,0,0.2,0,0.0,0.0,0,0,1
315,316,3,0.176,1.504,sig,d/p,e,nc,1,0.889,0.4,0.7,0.0,0,0.5,0.0,0.0,0.0,0,0,0.0,0,0.2,0,0.0,0.0,0,0,1
316,317,3,0.124,1.376,sig,d/p,e,nc,1,0.9175,0.7,0.7,0.0,0,0.5,0.0,0.0,0.0,0,0,0.0,0,0.2,0,0.0,0.0,0,0,1
317,318,3,0.102,1.292,sig,d/p,e,nc,1,0.9185,0.8,0.7,0.0,0,0.5,0.0,0.0,0.0,0,0,0.0,0,0.2,0,0.0,0.0,0,0,1
318,319,3,0.084,1.203,sig,d/p,e,nc,1,0.9445,1.4,0.7,0.0,0,0.5,0.0,0.0,0.0,0,0,0.0,0,0.2,0,0.0,0.0,0,0,1
319,320,3,0.068,1.107,sig,d/p,e,nc,1,0.9305,1.2,0.7,0.0,0,0.5,0.0,0.0,0.0,0,0,0.0,0,0.2,0,0.0,0.0,0,0,1
320,321,3,0.374,1.404,sig,d/p,e,nc,1,0.8445,0.7,0.7,0.0,0,0.5,0.0,0.0,0.0,0,0,0.0,0,0.2,0,0.0,0.0,0,0,1
321,322,3,0.322,1.38,sig,d/p,e,nc,1,0.8375,0.6,0.7,0.0,0,0.5,0.0,0.0,0.0,0,0,0.0,0,0.2,0,0.0,0.0,0,0,1
322,323,3,0.272,1.348,sig,d/p,e,nc,1,0.8495,0.5,0.7,0.0,0,0.5,0.0,0.0,0.0,0,0,0.0,0,0.2,0,0.0,0.0,0,0,1
323,324,3,0.221,1.303,sig,d/p,e,nc,1,0.8585,0.5,0.7,0.0,0,0.5,0.0,0.0,0.0,0,0,0.0,0,0.2,0,0.0,0.0,0,0,1
324,325,3,0.177,1.248,sig,d/p,e,nc,1,0.8985,0.7,0.7,0.0,0,0.5,0.0,0.0,0.0,0,0,0.0,0,0.2,0,0.0,0.0,0,0,1
325,326,3,0.124,1.147,sig,d/p,e,nc,1,0.932,1.2,0.7,0.0,0,0.5,0.0,0.0,0.0,0,0,0.0,0,0.2,0,0.0,0.0,0,0,1
326,327,3,0.1,1.077,sig,d/p,e,nc,1,0.9155,1.2,0.7,0.0,0,0.5,0.0,0.0,0.0,0,0,0.0,0,0.2,0,0.0,0.0,0,0,1
327,328,3,0.081,1.002,sig,d/p,e,nc,1,0.934,1.2,0.7,0.0,0,0.5,0.0,0.0,0.0,0,0,0.0,0,0.2,0,0.0,0.0,0,0,1
328,329,3,0.065,0.921,sig,d/p,e,nc,1,0.9365,1.2,0.7,0.0,0,0.5,0.0,0.0,0.0,0,0,0.0,0,0.2,0,0.0,0.0,0,0,1
329,330,3,0.315,1.102,sig,d/p,e,nc,1,0.8685,0.5,0.7,0.0,0,0.5,0.0,0.0,0.0,0,0,0.0,0,0.2,0,0.0,0.0,0,0,1
330,331,3,0.266,1.078,sig,d/p,e,nc,1,0.8575,0.4,0.7,0.0,0,0.5,0.0,0.0,0.0,0,0,0.0,0,0.2,0,0.0,0.0,0,0,1
331,332,3,0.218,1.047,sig,d/p,e,nc,1,0.879,0.4,0.7,0.0,0,0.5,0.0,0.0,0.0,0,0,0.0,0,0.2,0,0.0,0.0,0,0,1
332,333,3,0.167,0.998,sig,d/p,e,nc,1,0.8945,0.4,0.7,0.0,0,0.5,0.0,0.0,0.0,0,0,0.0,0,0.2,0,0.0,0.0,0,0,1
333,334,3,0.125,0.936,sig,d/p,e,nc,1,0.9235,1.1,0.7,0.0,0,0.5,0.0,0.0,0.0,0,0,0.0,0,0.2,0,0.0,0.0,0,0,1
334,335,3,0.097,0.874,sig,d/p,e,nc,1,0.923,1.3,0.7,0.0,0,0.5,0.0,0.0,0.0,0,0,0.0,0,0.2,0,0.0,0.0,0,0,1
335,336,3,0.077,0.811,sig,d/p,e,nc,1,0.963,1.3,0.7,0.0,0,0.5,0.0,0.0,0.0,0,0,0.0,0,0.2,0,0.0,0.0,0,0,1
336,337,3,0.228,0.716,sig,d/p,e,nc,1,0.9175,0.3,0.7,0.0,0,0.5,0.0,0.0,0.0,0,0,0.0,0,0.2,0,0.0,0.0,0,0,1
337,338,3,0.181,0.692,sig,d/p,e,nc,1,0.9145,0.4,0.7,0.0,0,0.5,0.0,0.0,0.0,0,0,0.0,0,0.2,0,0.0,0.0,0,0,1
338,339,3,0.136,0.657,sig,d/p,e,nc,1,0.9155,0.6,0.7,0.0,0,0.5,0.0,0.0,0.0,0,0,0.0,0,0.2,0,0.0,0.0,0,0,1
339,340,3,0.102,0.617,sig,d/p,e,nc,1,0.934,0.6,0.7,0.0,0,0.5,0.0,0.0,0.0,0,0,0.0,0,0.2,0,0.0,0.0,0,0,1
340,341,3,0.082,0.581,sig,d/p,e,nc,1,0.946,0.9,0.7,0.0,0,0.5,0.0,0.0,0.0,0,0,0.0,0,0.2,0,0.0,0.0,0,0,1
341,342,4,0.748,11.773,sig,d/p,e,nc,1,0.7005,4.6,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
342,343,4,0.702,11.422,sig,d/p,e,nc,1,0.7145,2.4,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
343,344,4,0.647,10.975,sig,d/p,e,nc,1,0.727,1.5,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
344,345,4,0.604,10.594,sig,d/p,e,nc,1,0.724,1.1,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
345,346,4,0.552,10.101,sig,d/p,e,nc,1,0.7425,2.1,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
346,347,4,0.498,9.544,sig,d/p,e,nc,1,0.767,2.2,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
347,348,4,0.448,8.976,sig,d/p,e,nc,1,0.758,2.2,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
348,349,4,0.406,8.45,sig,d/p,e,nc,1,0.7475,2.3,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
349,350,4,0.368,7.942,sig,d/p,e,nc,1,0.789,2.3,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
350,351,4,0.334,7.463,sig,d/p,e,nc,1,0.823,1.7,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
351,352,4,0.313,7.142,sig,d/p,e,nc,1,0.813,3.1,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
352,353,4,0.786,9.051,sig,d/p,e,nc,1,0.7035,2.0,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
353,354,4,0.736,8.806,sig,d/p,e,nc,1,0.723,1.8,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
354,355,4,0.681,8.514,sig,d/p,e,nc,1,0.709,2.2,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
355,356,4,0.63,8.219,sig,d/p,e,nc,1,0.736,2.7,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
356,357,4,0.577,7.883,sig,d/p,e,nc,1,0.735,2.3,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
357,358,4,0.528,7.542,sig,d/p,e,nc,1,0.771,2.0,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
358,359,4,0.474,7.134,sig,d/p,e,nc,1,0.766,1.9,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
359,360,4,0.427,6.735,sig,d/p,e,nc,1,0.8025,1.8,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
360,361,4,0.382,6.314,sig,d/p,e,nc,1,0.8285,1.9,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
361,362,4,0.352,6.013,sig,d/p,e,nc,1,0.7865,3.1,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
362,363,4,0.73,6.556,sig,d/p,e,nc,1,0.695,2.5,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
363,364,4,0.679,6.375,sig,d/p,e,nc,1,0.7425,2.2,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
364,365,4,0.625,6.159,sig,d/p,e,nc,1,0.717,2.4,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
365,366,4,0.568,5.911,sig,d/p,e,nc,1,0.723,2.6,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
366,367,4,0.511,5.631,sig,d/p,e,nc,1,0.771,2.5,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
367,368,4,0.459,5.345,sig,d/p,e,nc,1,0.778,2.4,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
368,369,4,0.416,5.089,sig,d/p,e,nc,1,0.754,2.9,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
369,370,4,0.384,4.877,sig,d/p,e,nc,1,0.804,14.1,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
370,371,4,0.646,4.357,sig,d/p,e,nc,1,0.755,1.6,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
371,372,4,0.595,4.228,sig,d/p,e,nc,1,0.757,1.3,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
372,373,4,0.543,4.08,sig,d/p,e,nc,1,0.744,1.1,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
373,374,4,0.506,3.963,sig,d/p,e,nc,1,0.7735,3.2,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
374,375,4,0.87,18.657,sig,d/p,e,nc,1,0.826,3.1,0.6,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
375,376,4,0.825,18.098,sig,d/p,e,nc,1,0.741,2.6,0.6,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
376,377,4,0.77,17.379,sig,d/p,e,nc,1,0.766,2.7,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
377,378,4,0.72,16.674,sig,d/p,e,nc,1,0.7205,2.6,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
378,379,4,0.668,15.916,sig,d/p,e,nc,1,0.703,2.5,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
379,380,4,0.615,15.091,sig,d/p,e,nc,1,0.692,2.4,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
380,381,4,0.565,14.255,sig,d/p,e,nc,1,0.713,2.4,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
381,382,4,0.517,13.421,sig,d/p,e,nc,1,0.738,2.4,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
382,383,4,0.471,12.581,sig,d/p,e,nc,1,0.7475,2.6,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
383,384,4,0.437,11.905,sig,d/p,e,nc,1,0.78,3.3,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
384,385,4,0.412,11.417,sig,d/p,e,nc,1,0.6055,13.4,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
385,386,4,0.856,15.909,sig,d/p,e,nc,1,0.838,2.8,0.6,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
386,387,4,0.807,15.401,sig,d/p,e,nc,1,0.7405,2.4,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
387,388,4,0.754,14.808,sig,d/p,e,nc,1,0.72,2.8,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
388,389,4,0.7,14.18,sig,d/p,e,nc,1,0.716,2.5,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
389,390,4,0.649,13.54,sig,d/p,e,nc,1,0.75,2.5,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
390,391,4,0.6,12.883,sig,d/p,e,nc,1,0.7655,2.4,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
391,392,4,0.545,12.108,sig,d/p,e,nc,1,0.7445,2.3,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
392,393,4,0.491,11.301,sig,d/p,e,nc,1,0.769,1.8,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
393,394,4,0.456,10.738,sig,d/p,e,nc,1,0.7785,1.1,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
394,395,4,0.432,10.341,sig,d/p,e,nc,1,0.729,4.3,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
395,396,4,0.821,11.894,sig,d/p,e,nc,1,0.7755,4.0,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
396,397,4,0.774,11.539,sig,d/p,e,nc,1,0.7195,2.8,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
397,398,4,0.724,11.13,sig,d/p,e,nc,1,0.681,2.9,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
398,399,4,0.668,10.641,sig,d/p,e,nc,1,0.7315,2.7,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
399,400,4,0.617,10.166,sig,d/p,e,nc,1,0.7155,2.5,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
400,401,4,0.566,9.656,sig,d/p,e,nc,1,0.731,2.4,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
401,402,4,0.514,9.093,sig,d/p,e,nc,1,0.721,2.4,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
402,403,4,0.479,8.695,sig,d/p,e,nc,1,0.807,6.7,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
403,404,4,0.78,8.814,sig,d/p,e,nc,1,0.741,2.6,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
404,405,4,0.727,8.513,sig,d/p,e,nc,1,0.71,2.3,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
405,406,4,0.672,8.179,sig,d/p,e,nc,1,0.711,2.1,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
406,407,4,0.621,7.848,sig,d/p,e,nc,1,0.71,2.0,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
407,408,4,0.573,7.505,sig,d/p,e,nc,1,0.7515,2.8,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
408,409,4,0.537,7.233,sig,d/p,e,nc,1,0.692,8.3,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
409,410,4,0.88,20.481,sig,d/p,e,nc,1,0.8415,4.4,0.6,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
410,411,4,0.832,19.697,sig,d/p,e,nc,1,0.785,3.4,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
411,412,4,0.78,18.814,sig,d/p,e,nc,1,0.748,3.2,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
412,413,4,0.73,17.934,sig,d/p,e,nc,1,0.7035,3.4,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
413,414,4,0.676,16.95,sig,d/p,e,nc,1,0.75,3.2,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
414,415,4,0.617,15.822,sig,d/p,e,nc,1,0.7145,2.8,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
415,416,4,0.566,14.811,sig,d/p,e,nc,1,0.74,3.2,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
416,417,4,0.522,13.896,sig,d/p,e,nc,1,0.759,3.2,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
417,418,4,0.483,13.069,sig,d/p,e,nc,1,0.771,3.4,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
418,419,4,0.46,12.579,sig,d/p,e,nc,1,0.7275,7.1,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
419,420,4,0.851,15.7,sig,d/p,e,nc,1,0.8225,3.5,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
420,421,4,0.804,15.114,sig,d/p,e,nc,1,0.733,2.5,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
421,422,4,0.753,14.467,sig,d/p,e,nc,1,0.729,2.5,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
422,423,4,0.696,13.698,sig,d/p,e,nc,1,0.692,3.0,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
423,424,4,0.641,12.925,sig,d/p,e,nc,1,0.731,2.7,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
424,425,4,0.589,12.152,sig,d/p,e,nc,1,0.75,2.5,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
425,426,4,0.538,11.373,sig,d/p,e,nc,1,0.737,2.9,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
426,427,4,0.494,10.661,sig,d/p,e,nc,1,0.7825,3.9,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
427,428,4,0.814,11.096,sig,d/p,e,nc,1,0.7285,3.8,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
428,429,4,0.769,10.717,sig,d/p,e,nc,1,0.692,4.0,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
429,430,4,0.713,10.215,sig,d/p,e,nc,1,0.7385,3.3,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
430,431,4,0.65,9.617,sig,d/p,e,nc,1,0.728,2.9,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
431,432,4,0.591,9.017,sig,d/p,e,nc,1,0.7755,2.9,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
432,433,4,0.535,8.41,sig,d/p,e,nc,1,0.746,3.0,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
433,434,4,0.736,6.731,sig,d/p,e,nc,1,0.7195,2.2,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
434,435,4,0.687,6.471,sig,d/p,e,nc,1,0.713,2.7,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
435,436,4,0.635,6.182,sig,d/p,e,nc,1,0.7195,3.1,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
436,437,4,0.6,5.972,sig,d/p,e,nc,1,0.808,15.4,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
437,438,4,0.831,17.948,sig,d/p,e,nc,1,0.768,6.9,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
438,439,4,0.756,16.666,sig,d/p,e,nc,1,0.704,4.4,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
439,440,4,0.683,15.384,sig,d/p,e,nc,1,0.7385,3.8,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
440,441,4,0.613,14.102,sig,d/p,e,nc,1,0.756,3.7,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
441,442,4,0.546,12.82,sig,d/p,e,nc,1,0.727,3.8,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
442,443,4,0.8,13.883,sig,d/p,e,nc,1,0.7205,4.3,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
443,444,4,0.719,12.815,sig,d/p,e,nc,1,0.7195,3.5,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
444,445,4,0.642,11.747,sig,d/p,e,nc,1,0.7035,3.5,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
