,exp,I,J,Elab,epsilon,y,x,Q2,obs,target,lepton beam,current,units,value,%ptp,%sys,%stat_u,%dSR_u,%dSY_c,%dSE_c,%dRC_c,%dN1_c,%1dN2_c,%2dN2_c,%3dN2_c,%4dN2_c,%5dN2_c,%6dN2_c,%7dN2_c,%8dN2_c,%dFSZ_c,%*norm_c
235,slac,236,2,8.713,0.635,0.598071846665902,0.632,6.183,F2,p,e,NC,1,0.0792,0.028,0.011,2.6,0.9,0.7,0.2,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.8,2.1
236,slac,237,2,8.713,0.602,0.626764604613795,0.56,5.742,F2,p,e,NC,1,0.11494,0.027,0.011,2.5,0.9,0.6,0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.9,2.1
237,slac,238,2,8.713,0.567,0.655572133593481,0.494,5.299,F2,p,e,NC,1,0.15799,0.026,0.011,2.5,0.9,0.5,0.0,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0,0.9,2.1
238,slac,239,2,8.713,0.53,0.684264891541375,0.434,4.857,F2,p,e,NC,1,0.19863,0.026,0.012,2.5,0.9,0.5,-0.1,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0,1.0,2.1
239,slac,240,2,8.713,0.482,0.718581430047056,0.368,4.321,F2,p,e,NC,1,0.25821,0.019,0.012,1.7,0.9,0.4,-0.3,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0,1.1,2.1
240,slac,241,2,8.713,0.452,0.73924021576954,0.332,4.011,F2,p,e,NC,1,0.27045,0.026,0.013,2.5,0.9,0.4,-0.4,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0,1.2,2.1
241,slac,242,2,8.713,0.43,0.754504762997819,0.306,3.777,F2,p,e,NC,1,0.3005,0.025,0.014,2.4,0.9,0.4,-0.4,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0,1.2,2.1
242,slac,243,2,8.713,0.405,0.770228394353266,0.281,3.535,F2,p,e,NC,1,0.28898,0.032,0.015,3.1,0.9,0.4,-0.5,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0,1.3,2.1
243,slac,244,2,8.713,0.383,0.784230460231838,0.259,3.319,F2,p,e,NC,1,0.30872,0.039,0.016,3.8,0.9,0.4,-0.5,0.1,0.1,0.0,0,0.0,0.0,0.0,0.0,0,0,1.4,2.1
244,slac,245,2,8.713,0.36,0.798806381269368,0.237,3.095,F2,p,e,NC,1,0.32367,0.041,0.018,4.0,0.9,0.4,-0.6,0.1,0.1,0.0,0,0.0,0.0,0.0,0.0,0,0,1.6,2.1
245,slac,246,2,8.713,0.312,0.827728681280845,0.196,2.65,F2,p,e,NC,1,0.33962,0.041,0.022,4.0,0.9,0.4,-0.7,0.1,0.1,0.0,0,0.0,0.0,0.0,0.0,0,0,2.0,2.1
246,slac,247,2,8.713,0.264,0.856306668196947,0.158,2.211,F2,p,e,NC,1,0.3869,0.083,0.023,8.3,0.9,0.4,-0.8,0.1,0.1,0.0,0,0.0,0.0,0.0,0.0,0,0,2.1,2.1
247,slac,248,2,11.9,0.608,0.621932773109244,0.781,10.849,F2,p,e,NC,1,0.01924,0.058,0.021,5.7,1.2,1.5,0.7,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.3,2.1
248,slac,249,2,11.9,0.583,0.642941176470588,0.714,10.246,F2,p,e,NC,1,0.03616,0.042,0.018,4.1,1.0,1.0,0.6,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.3,2.1
249,slac,250,2,11.9,0.556,0.663865546218487,0.651,9.646,F2,p,e,NC,1,0.05878,0.036,0.017,3.5,0.9,0.8,0.5,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.3,2.1
250,slac,251,2,11.9,0.529,0.684873949579832,0.591,9.043,F2,p,e,NC,1,0.08855,0.036,0.016,3.5,0.9,0.7,0.3,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.4,2.1
251,slac,252,2,11.9,0.5,0.705882352941176,0.535,8.44,F2,p,e,NC,1,0.12389,0.026,0.016,2.4,0.9,0.6,0.2,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.4,2.1
252,slac,253,2,11.9,0.47,0.726890756302521,0.483,7.837,F2,p,e,NC,1,0.15786,0.027,0.016,2.6,0.9,0.5,0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.5,2.1
253,slac,254,2,11.9,0.439,0.747899159663865,0.433,7.234,F2,p,e,NC,1,0.18704,0.027,0.016,2.6,0.9,0.5,0.0,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0,1.5,2.1
254,slac,255,2,11.9,0.407,0.76890756302521,0.386,6.631,F2,p,e,NC,1,0.2299,0.029,0.016,2.8,0.9,0.4,-0.1,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0,1.6,2.1
255,slac,256,2,11.9,0.374,0.789915966386555,0.342,6.029,F2,p,e,NC,1,0.25469,0.029,0.017,2.8,0.9,0.4,-0.3,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0,1.6,2.1
256,slac,257,2,11.9,0.33,0.816554621848739,0.288,5.249,F2,p,e,NC,1,0.28405,0.025,0.018,2.3,0.9,0.4,-0.4,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0,1.7,2.1
257,slac,258,2,11.9,0.305,0.831932773109244,0.26,4.823,F2,p,e,NC,1,0.30237,0.03,0.019,2.9,0.9,0.4,-0.5,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0,1.8,2.1
258,slac,259,2,11.9,0.258,0.859663865546219,0.21,4.027,F2,p,e,NC,1,0.36028,0.084,0.023,8.4,0.9,0.4,-0.6,0.1,0.1,0.0,0,0.0,0.0,0.0,0.0,0,0,2.1,2.1
259,slac,260,2,15.022,0.573,0.650512581547064,0.872,15.981,F2,p,e,NC,1,0.00383,0.151,0.042,15.0,1.9,2.8,1.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.9,2.1
260,slac,261,2,15.022,0.552,0.667154839568633,0.809,15.22,F2,p,e,NC,1,0.0082,0.143,0.029,14.2,1.3,1.7,0.9,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.1,2.1
261,slac,262,2,15.022,0.53,0.683797097590201,0.75,14.459,F2,p,e,NC,1,0.02221,0.06,0.024,5.9,1.1,1.3,0.8,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.8,2.1
262,slac,263,2,15.022,0.508,0.700439355611769,0.694,13.698,F2,p,e,NC,1,0.03823,0.043,0.022,4.2,1.0,1.0,0.7,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.8,2.1
263,slac,264,2,15.022,0.485,0.717081613633338,0.64,12.937,F2,p,e,NC,1,0.05849,0.037,0.021,3.6,0.9,0.8,0.6,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.8,2.1
264,slac,265,2,15.022,0.46,0.733723871654906,0.589,12.176,F2,p,e,NC,1,0.07889,0.035,0.02,3.4,0.9,0.7,0.5,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.9,2.1
265,slac,266,2,15.022,0.436,0.750366129676475,0.54,11.415,F2,p,e,NC,1,0.11275,0.036,0.02,3.5,0.9,0.6,0.3,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.9,2.1
266,slac,267,2,15.022,0.41,0.767008387698043,0.493,10.654,F2,p,e,NC,1,0.13655,0.037,0.02,3.6,0.9,0.5,0.2,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.9,2.1
267,slac,268,2,15.022,0.384,0.783650645719611,0.448,9.893,F2,p,e,NC,1,0.16737,0.036,0.02,3.5,0.9,0.5,0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.9,2.1
268,slac,269,2,15.022,0.358,0.800292903741179,0.405,9.132,F2,p,e,NC,1,0.20312,0.034,0.02,3.3,0.9,0.5,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.9,2.1
269,slac,270,2,15.022,0.33,0.816935161762748,0.364,8.371,F2,p,e,NC,1,0.23352,0.035,0.02,3.4,0.9,0.4,-0.1,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0,2.0,2.1
270,slac,271,2,15.022,0.298,0.836040473971509,0.317,7.48,F2,p,e,NC,1,0.26205,0.025,0.021,2.4,0.9,0.4,-0.3,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0,2.0,2.1
271,slac,272,2,15.022,0.274,0.850219677805885,0.286,6.849,F2,p,e,NC,1,0.27877,0.044,0.021,4.3,0.9,0.4,-0.4,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0,2.0,2.1
272,slac,273,2,15.022,0.245,0.866861935827453,0.249,6.088,F2,p,e,NC,1,0.26916,0.06,0.022,5.9,0.9,0.4,-0.5,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0,2.1,2.1
273,slac,274,2,15.022,0.216,0.883504193849021,0.214,5.327,F2,p,e,NC,1,0.3327,0.036,0.024,3.5,0.9,0.4,-0.6,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0,2.2,2.1
274,slac,275,2,18.028,0.515,0.695140891945862,0.854,20.078,F2,p,e,NC,1,0.00443,0.121,0.042,12.0,1.7,2.4,1.2,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,3.2,2.1
275,slac,276,2,18.028,0.496,0.709008209451963,0.799,19.165,F2,p,e,NC,1,0.01094,0.101,0.032,10.0,1.3,1.6,1.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.5,2.1
276,slac,277,2,18.028,0.476,0.722875526958065,0.746,18.252,F2,p,e,NC,1,0.02032,0.069,0.028,6.8,1.1,1.2,0.9,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.3,2.1
277,slac,278,2,18.028,0.445,0.74345462613712,0.67,16.857,F2,p,e,NC,1,0.03974,0.038,0.026,3.7,1.0,0.9,0.7,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.3,2.1
278,slac,279,2,18.028,0.414,0.764588418016419,0.599,15.504,F2,p,e,NC,1,0.0755,0.043,0.025,4.2,0.9,0.7,0.6,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.3,2.1
279,slac,280,2,18.028,0.393,0.778455735522521,0.554,14.591,F2,p,e,NC,1,0.09612,0.041,0.024,4.0,0.9,0.6,0.4,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.3,2.1
280,slac,281,2,18.028,0.371,0.792267583758598,0.51,13.681,F2,p,e,NC,1,0.12024,0.044,0.024,4.3,0.9,0.6,0.3,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.3,2.1
281,slac,282,2,18.028,0.348,0.806245839804748,0.468,12.761,F2,p,e,NC,1,0.15229,0.032,0.023,3.1,0.9,0.5,0.2,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.3,2.1
282,slac,283,2,18.028,0.325,0.819891280230752,0.428,11.862,F2,p,e,NC,1,0.19112,0.032,0.023,3.1,0.9,0.5,0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.3,2.1
283,slac,284,2,18.028,0.302,0.83359218992678,0.389,10.96,F2,p,e,NC,1,0.22259,0.039,0.023,3.8,0.9,0.5,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.3,2.1
284,slac,285,2,18.028,0.278,0.847847792323053,0.349,10.021,F2,p,e,NC,1,0.23873,0.041,0.023,4.0,0.9,0.4,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.3,2.1
285,slac,286,2,18.028,0.255,0.861326824938984,0.313,9.133,F2,p,e,NC,1,0.25218,0.045,0.023,4.4,0.9,0.4,-0.3,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0,2.3,2.1
286,slac,287,2,18.028,0.23,0.875194142445086,0.278,8.22,F2,p,e,NC,1,0.28152,0.055,0.024,5.4,0.9,0.4,-0.4,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0,2.3,2.1
287,slac,288,2,18.028,0.206,0.889061459951187,0.243,7.306,F2,p,e,NC,1,0.27444,0.077,0.024,7.7,0.9,0.4,-0.5,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0,2.3,2.1
288,slac,289,2,4.502,0.595,0.600177698800533,0.547,2.772,F2,p,e,NC,1,0.15086,0.03,0.011,2.9,0.9,0.5,-0.6,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0,0.8,2.1
289,slac,290,2,4.502,0.548,0.644602398933807,0.453,2.464,F2,p,e,NC,1,0.2155,0.028,0.012,2.7,0.9,0.5,-0.7,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0,0.8,2.1
290,slac,291,2,4.502,0.495,0.689027099067081,0.37,2.156,F2,p,e,NC,1,0.25417,0.031,0.012,3.0,0.9,0.4,-0.8,0.1,0.1,0.0,0,0.0,0.0,0.0,0.0,0,0,0.8,2.1
291,slac,292,2,4.502,0.437,0.733451799200355,0.298,1.848,F2,p,e,NC,1,0.30018,0.031,0.013,3.0,0.9,0.4,-0.9,0.1,0.1,0.0,0,0.0,0.0,0.0,0.0,0,0,0.8,2.1
292,slac,293,2,4.502,0.374,0.777876499333629,0.234,1.54,F2,p,e,NC,1,0.3296,0.031,0.014,3.0,0.9,0.4,-1.0,0.1,0.1,0.0,0,0.0,0.0,0.0,0.0,0,0,1.0,2.1
293,slac,294,2,5.808,0.583,0.612603305785124,0.67,4.471,F2,p,e,NC,1,0.07533,0.032,0.012,3.1,0.9,0.7,-0.4,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0,0.8,2.1
294,slac,295,2,5.808,0.535,0.65564738292011,0.556,3.974,F2,p,e,NC,1,0.12876,0.03,0.011,2.9,0.9,0.5,-0.5,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0,0.8,2.1
295,slac,296,2,5.808,0.482,0.698691460055096,0.457,3.477,F2,p,e,NC,1,0.19547,0.029,0.012,2.8,0.9,0.5,-0.6,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0,0.9,2.1
296,slac,297,2,5.808,0.425,0.741735537190083,0.369,2.98,F2,p,e,NC,1,0.25876,0.029,0.013,2.8,0.9,0.4,-0.7,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0,1.0,2.1
297,slac,298,2,5.808,0.363,0.784779614325069,0.29,2.484,F2,p,e,NC,1,0.30305,0.028,0.015,2.7,0.9,0.4,-0.8,0.1,0.1,0.0,0,0.0,0.0,0.0,0.0,0,0,1.2,2.1
298,slac,299,2,5.808,0.297,0.827823691460055,0.22,1.987,F2,p,e,NC,1,0.34351,0.073,0.018,7.3,0.9,0.4,-1.0,0.1,0.1,0.0,0,0.0,0.0,0.0,0.0,0,0,1.5,2.1
299,slac,300,2,7.912,0.539,0.652426693629929,0.768,7.443,F2,p,e,NC,1,0.02715,0.057,0.017,5.6,1.1,1.2,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.1,2.1
300,slac,301,2,7.912,0.501,0.684024266936299,0.666,6.767,F2,p,e,NC,1,0.06006,0.04,0.014,3.9,0.9,0.8,-0.3,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.2,2.1
301,slac,302,2,7.912,0.46,0.715621840242669,0.573,6.09,F2,p,e,NC,1,0.10931,0.032,0.014,3.1,0.9,0.6,-0.4,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0,1.2,2.1
302,slac,303,2,7.912,0.418,0.747219413549039,0.488,5.413,F2,p,e,NC,1,0.16317,0.033,0.015,3.2,0.9,0.5,-0.5,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0,1.3,2.1
303,slac,304,2,7.912,0.372,0.778690596562184,0.41,4.739,F2,p,e,NC,1,0.21942,0.029,0.016,2.8,0.9,0.4,-0.6,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0,1.4,2.1
304,slac,305,2,7.912,0.321,0.812942366026289,0.332,4.006,F2,p,e,NC,1,0.27786,0.032,0.017,3.1,0.9,0.4,-0.7,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0,1.5,2.1
305,slac,306,2,10.014,0.48,0.700419412822049,0.781,10.277,F2,p,e,NC,1,0.01878,0.127,0.022,12.7,1.1,1.3,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.7,2.1
306,slac,307,2,10.014,0.447,0.725384461753545,0.691,9.421,F2,p,e,NC,1,0.03921,0.089,0.019,8.8,1.0,0.9,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.6,2.1
307,slac,308,2,10.014,0.413,0.750349510685041,0.607,8.565,F2,p,e,NC,1,0.07442,0.071,0.018,7.0,0.9,0.7,-0.3,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.7,2.1
308,slac,309,2,10.014,0.377,0.775314559616537,0.529,7.708,F2,p,e,NC,1,0.13197,0.051,0.018,5.0,0.9,0.6,-0.4,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0,1.7,2.1
309,slac,310,2,10.014,0.34,0.800279608548033,0.456,6.852,F2,p,e,NC,1,0.18331,0.045,0.019,4.4,0.9,0.5,-0.5,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0,1.7,2.1
310,slac,311,2,10.014,0.301,0.825244657479529,0.387,5.995,F2,p,e,NC,1,0.23404,0.042,0.019,4.1,0.9,0.4,-0.6,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0,1.8,2.1
311,slac,312,2,10.014,0.261,0.850209706411025,0.322,5.139,F2,p,e,NC,1,0.29444,0.038,0.02,3.7,0.9,0.4,-0.7,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0,1.8,2.1
312,slac,313,2,12.518,0.427,0.740373861639239,0.8,13.918,F2,p,e,NC,1,0.00851,0.207,0.029,20.7,1.2,1.5,0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.4,2.1
313,slac,314,2,12.518,0.399,0.760345103051606,0.719,12.847,F2,p,e,NC,1,0.02981,0.1,0.024,10.0,1.0,1.0,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.2,2.1
314,slac,315,2,12.518,0.37,0.780316344463972,0.642,11.777,F2,p,e,NC,1,0.05677,0.066,0.023,6.5,0.9,0.8,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.2,2.1
315,slac,316,2,12.518,0.34,0.800287585876338,0.569,10.706,F2,p,e,NC,1,0.09432,0.061,0.023,6.0,0.9,0.6,-0.3,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.1,2.1
316,slac,317,2,12.518,0.309,0.820258827288704,0.5,9.635,F2,p,e,NC,1,0.14876,0.047,0.022,4.6,0.9,0.5,-0.4,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.1,2.1
317,slac,318,2,12.518,0.278,0.84023006870107,0.434,8.565,F2,p,e,NC,1,0.16805,0.046,0.022,4.5,0.9,0.5,-0.5,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0,2.1,2.1
318,slac,319,2,12.518,0.245,0.860201310113437,0.371,7.494,F2,p,e,NC,1,0.2501,0.045,0.023,4.4,0.9,0.4,-0.6,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0,2.1,2.1
319,slac,320,2,15.012,0.365,0.783506528110845,0.756,16.691,F2,p,e,NC,1,0.02022,0.117,0.03,11.7,1.1,1.2,0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.7,2.1
320,slac,321,2,15.012,0.34,0.800159872102318,0.683,15.407,F2,p,e,NC,1,0.03869,0.077,0.028,7.6,1.0,0.9,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.6,2.1
321,slac,322,2,15.012,0.315,0.816813216093792,0.614,14.123,F2,p,e,NC,1,0.06446,0.06,0.027,5.9,0.9,0.7,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.6,2.1
322,slac,323,2,15.012,0.288,0.833466560085265,0.547,12.839,F2,p,e,NC,1,0.10629,0.064,0.026,6.3,0.9,0.6,-0.3,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.5,2.1
323,slac,324,2,15.012,0.262,0.850119904076739,0.482,11.555,F2,p,e,NC,1,0.13464,0.073,0.026,7.2,0.9,0.5,-0.4,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.5,2.1
324,slac,325,2,15.012,0.234,0.866773248068212,0.421,10.271,F2,p,e,NC,1,0.17123,0.074,0.025,7.3,0.9,0.5,-0.5,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.4,2.1
325,slac,326,3,20.005,0.991,0.108422894276431,0.427,1.738,F2,p,e,NC,1,0.23255,0.018,0.011,0.4,1.8,0.5,0.3,0.3,0.3,0.0,0,0.4,0.4,0.0,0.0,0,0,0.0,2.1
326,slac,327,3,20.005,0.989,0.120919770057486,0.377,1.714,F2,p,e,NC,1,0.25877,0.018,0.012,0.4,1.8,0.6,0.3,0.3,0.3,0.0,0,0.4,0.4,0.0,0.0,0,0,0.0,2.1
327,slac,328,3,20.005,0.987,0.137515621094726,0.326,1.681,F2,p,e,NC,1,0.28913,0.018,0.012,0.3,1.8,0.7,0.3,0.3,0.3,0.0,0,0.4,0.4,0.0,0.0,0,0,0.0,2.1
328,slac,329,3,20.005,0.983,0.159210197450637,0.274,1.638,F2,p,e,NC,1,0.31591,0.018,0.013,0.3,1.8,0.8,0.2,0.3,0.3,0.0,0,0.4,0.4,0.0,0.0,0,0,0.0,2.1
329,slac,330,3,20.005,0.976,0.187953011747063,0.224,1.582,F2,p,e,NC,1,0.33095,0.018,0.013,0.3,1.8,0.8,0.2,0.3,0.3,0.0,0,0.4,0.4,0.0,0.0,0,0,0.0,2.1
330,slac,331,3,20.005,0.965,0.227643089227693,0.176,1.504,F2,p,e,NC,1,0.34176,0.018,0.012,0.2,1.8,0.8,0.1,0.3,0.3,0.0,0,0.4,0.4,0.0,0.0,0,0,0.1,2.1
331,slac,332,3,20.005,0.948,0.273381654586353,0.138,1.415,F2,p,e,NC,1,0.34502,0.018,0.012,0.2,1.8,0.7,0.0,0.3,0.3,0.0,0,0.4,0.4,0.0,0.0,0,0,0.1,2.1
332,slac,333,3,20.005,0.929,0.31647088227943,0.112,1.331,F2,p,e,NC,1,0.33988,0.018,0.012,0.3,1.7,0.6,-0.1,0.3,0.3,0.0,0,0.4,0.4,0.0,0.0,0,0,0.2,2.1
333,slac,334,3,20.005,0.915,0.343764058985254,0.099,1.279,F2,p,e,NC,1,0.33769,0.018,0.012,0.6,1.7,0.6,-0.1,0.4,0.4,0.0,0,0.4,0.4,0.0,0.0,0,0,0.2,2.1
334,slac,335,3,20.005,0.892,0.383204198950262,0.084,1.203,F2,p,e,NC,1,0.3336,0.02,0.012,1.1,1.7,0.6,-0.2,0.4,0.4,0.0,0,0.4,0.4,0.0,0.0,0,0,0.4,2.1
335,slac,336,3,20.005,0.857,0.432241939515121,0.068,1.107,F2,p,e,NC,1,0.33132,0.019,0.013,0.9,1.7,0.5,-0.3,0.4,0.4,0.0,0,0.4,0.4,0.0,0.0,0,0,0.6,2.1
336,slac,337,3,18.01,0.991,0.111438089950028,0.373,1.404,F2,p,e,NC,1,0.26146,0.019,0.012,0.6,1.8,0.6,0.2,0.3,0.3,0.0,0,0.4,0.4,0.0,0.0,0,0,0.0,2.1
337,slac,338,3,18.01,0.988,0.126540810660744,0.323,1.38,F2,p,e,NC,1,0.29386,0.019,0.012,0.5,1.8,0.7,0.1,0.3,0.3,0.0,0,0.4,0.4,0.0,0.0,0,0,0.0,2.1
338,slac,339,3,18.01,0.985,0.146918378678512,0.271,1.347,F2,p,e,NC,1,0.31606,0.019,0.013,0.4,1.8,0.8,0.1,0.3,0.3,0.0,0,0.4,0.4,0.0,0.0,0,0,0.0,2.1
339,slac,340,3,18.01,0.979,0.174680732926152,0.221,1.303,F2,p,e,NC,1,0.33302,0.019,0.013,0.4,1.8,0.8,0.0,0.3,0.3,0.0,0,0.4,0.4,0.0,0.0,0,0,0.0,2.1
340,slac,341,3,18.01,0.971,0.20788450860633,0.178,1.249,F2,p,e,NC,1,0.33724,0.019,0.012,0.5,1.8,0.8,0.0,0.3,0.3,0.0,0,0.4,0.4,0.0,0.0,0,0,0.0,2.1
341,slac,342,3,18.01,0.949,0.274181010549695,0.124,1.147,F2,p,e,NC,1,0.32884,0.02,0.012,1.0,1.8,0.7,-0.1,0.3,0.3,0.0,0,0.4,0.4,0.0,0.0,0,0,0.1,2.1
342,slac,343,3,18.01,0.929,0.318378678511938,0.1,1.077,F2,p,e,NC,1,0.33206,0.02,0.012,1.0,1.7,0.6,-0.2,0.3,0.3,0.0,0,0.4,0.4,0.0,0.0,0,0,0.2,2.1
343,slac,344,3,18.01,0.902,0.366074403109384,0.081,1.002,F2,p,e,NC,1,0.32187,0.02,0.012,1.0,1.7,0.6,-0.3,0.4,0.4,0.0,0,0.4,0.4,0.0,0.0,0,0,0.4,2.1
344,slac,345,3,18.01,0.868,0.417323709050528,0.065,0.921,F2,p,e,NC,1,0.31655,0.02,0.013,1.0,1.7,0.5,-0.4,0.4,0.4,0.0,0,0.4,0.4,0.0,0.0,0,0,0.6,2.1
345,slac,346,3,16.0,0.99,0.1166875,0.314,1.101,F2,p,e,NC,1,0.28637,0.019,0.013,0.4,1.8,0.8,0.0,0.3,0.3,0.0,0,0.4,0.4,0.0,0.0,0,0,0.0,2.1
346,slac,347,3,16.0,0.987,0.135,0.266,1.078,F2,p,e,NC,1,0.31388,0.019,0.013,0.3,1.9,0.9,-0.1,0.3,0.3,0.0,0,0.4,0.4,0.0,0.0,0,0,0.0,2.1
347,slac,348,3,16.0,0.982,0.1596875,0.218,1.047,F2,p,e,NC,1,0.32237,0.019,0.013,0.3,1.8,0.9,-0.1,0.3,0.3,0.0,0,0.4,0.4,0.0,0.0,0,0,0.0,2.1
348,slac,349,3,16.0,0.973,0.198375,0.168,0.998,F2,p,e,NC,1,0.33035,0.018,0.013,0.3,1.8,0.9,-0.2,0.5,0.5,0.0,0,0.4,0.4,0.0,0.0,0,0,0.0,2.1
349,slac,350,3,16.0,0.958,0.248,0.126,0.937,F2,p,e,NC,1,0.32808,0.02,0.013,0.9,1.8,0.7,-0.2,0.5,0.5,0.0,0,0.4,0.4,0.0,0.0,0,0,0.1,2.1
350,slac,351,3,16.0,0.938,0.2995,0.097,0.874,F2,p,e,NC,1,0.31517,0.02,0.013,1.0,1.7,0.7,-0.3,0.4,0.4,0.0,0,0.4,0.4,0.0,0.0,0,0,0.2,2.1
351,slac,352,3,16.0,0.912,0.3495,0.077,0.811,F2,p,e,NC,1,0.30415,0.02,0.013,1.0,1.7,0.6,-0.4,0.4,0.4,0.0,0,0.4,0.4,0.0,0.0,0,0,0.3,2.1
352,slac,353,3,13.0,0.988,0.128538461538462,0.229,0.717,F2,p,e,NC,1,0.30204,0.019,0.015,0.2,1.9,1.1,-0.3,0.5,0.5,0.0,0,0.4,0.4,0.0,0.0,0,0,0.0,2.1
